States,District,Transaction_Year,Quarters,Transaction_Type,Transaction_Count,Transaction_Amount
mizoram,mamit,2020,2,TOTAL,15352,24755549.964956302
mizoram,lawngtlai,2020,2,TOTAL,22369,44085859.538810775
mizoram,kolasib,2020,2,TOTAL,14432,29350410.444769997
mizoram,champhai,2020,2,TOTAL,8480,20817381.347150296
mizoram,saiha,2020,2,TOTAL,6775,19711305.598098427
mizoram,serchhip,2020,3,TOTAL,10351,25197852.93925553
mizoram,aizawl,2020,3,TOTAL,136460,413175918.97011656
mizoram,lunglei,2020,3,TOTAL,30971,83270436.83501583
mizoram,mamit,2020,3,TOTAL,17199,28176447.030524082
mizoram,lawngtlai,2020,3,TOTAL,25540,62210090.16784428
mizoram,kolasib,2020,3,TOTAL,15789,35985260.690991834
mizoram,champhai,2020,3,TOTAL,11286,35131298.73356742
mizoram,saiha,2020,3,TOTAL,7107,24796870.137284856
mizoram,serchhip,2020,4,TOTAL,14804,39531569.17092189
mizoram,aizawl,2020,4,TOTAL,166039,532069401.3249176
mizoram,lunglei,2020,4,TOTAL,41847,117007241.0363552
mizoram,mamit,2020,4,TOTAL,21383,48253980.828914225
mizoram,lawngtlai,2020,4,TOTAL,32803,102209937.65580332
mizoram,kolasib,2020,4,TOTAL,21149,56473537.93676706
mizoram,champhai,2020,4,TOTAL,15587,50140873.98671983
mizoram,saiha,2020,4,TOTAL,8995,40835573.753559604
mizoram,serchhip,2021,1,TOTAL,12877,42644166.311948836
mizoram,aizawl,2021,1,TOTAL,182220,609359098.2421973
mizoram,lunglei,2021,1,TOTAL,40131,133262456.0307964
mizoram,mamit,2021,1,TOTAL,18670,51226307.47618229
mizoram,lawngtlai,2021,1,TOTAL,31658,106154307.36708316
mizoram,kolasib,2021,1,TOTAL,22212,71207105.1965721
mizoram,champhai,2021,1,TOTAL,13769,51873702.94129371
mizoram,saiha,2021,1,TOTAL,8038,35378443.37986354
mizoram,serchhip,2021,2,TOTAL,15664,39541209.17776598
mizoram,aizawl,2021,2,TOTAL,222893,635733236.9899334
mizoram,lunglei,2021,2,TOTAL,46084,125798685.12915294
mizoram,mamit,2021,2,TOTAL,20464,51797964.37426141
mizoram,lawngtlai,2021,2,TOTAL,38779,110575273.85365936
mizoram,kolasib,2021,2,TOTAL,23910,66068598.117042184
mizoram,champhai,2021,2,TOTAL,15913,52313277.17825453
mizoram,saiha,2021,2,TOTAL,10633,41046228.48202239
mizoram,serchhip,2021,3,TOTAL,19902,54838260.2224697
mizoram,aizawl,2021,3,TOTAL,276340,865537331.9432542
mizoram,lunglei,2021,3,TOTAL,55054,157303231.44253838
mizoram,mamit,2021,3,TOTAL,22878,65856355.67206964
mizoram,lawngtlai,2021,3,TOTAL,44431,130625157.50867543
mizoram,kolasib,2021,3,TOTAL,30064,84157970.6374866
mizoram,champhai,2021,3,TOTAL,18678,71974971.0552853
mizoram,saiha,2021,3,TOTAL,11182,43455371.73017335
mizoram,serchhip,2021,4,TOTAL,21092,58127189.330209725
mizoram,aizawl,2021,4,TOTAL,317555,1021257676.3595349
mizoram,lunglei,2021,4,TOTAL,62996,193267816.72749364
mizoram,mamit,2021,4,TOTAL,28553,76910208.12744261
mizoram,lawngtlai,2021,4,TOTAL,47572,152734951.83765793
mizoram,kolasib,2021,4,TOTAL,37950,113743718.86428112
mizoram,champhai,2021,4,TOTAL,25625,100501231.3416473
mizoram,saiha,2021,4,TOTAL,11986,54122948.934775494
mizoram,serchhip,2022,1,TOTAL,25542,73577504.13530782
mizoram,aizawl,2022,1,TOTAL,341192,1081700361.9959884
mizoram,lunglei,2022,1,TOTAL,70118,225762310.6230601
mizoram,mamit,2022,1,TOTAL,31141,85615813.92389987
mizoram,lawngtlai,2022,1,TOTAL,52546,177710904.92789966
mizoram,kolasib,2022,1,TOTAL,41730,131565353.72167373
mizoram,champhai,2022,1,TOTAL,28284,104778862.41112824
mizoram,saiha,2022,1,TOTAL,14364,64447851.87228675
mizoram,serchhip,2022,2,TOTAL,24248,72294618.64313027
mizoram,aizawl,2022,2,TOTAL,364786,1137178791.3961444
mizoram,lunglei,2022,2,TOTAL,71974,216551898.04095763
mizoram,mamit,2022,2,TOTAL,35643,98025373.52449822
mizoram,lawngtlai,2022,2,TOTAL,55575,178078191.45037478
mizoram,kolasib,2022,2,TOTAL,44824,125315221.5086985
mizoram,champhai,2022,2,TOTAL,30607,103805199.37272805
mizoram,saiha,2022,2,TOTAL,16320,71937273.17240411
mizoram,serchhip,2022,3,TOTAL,23168,65622336.99787671
mizoram,aizawl,2022,3,TOTAL,383546,1129120156.9892113
mizoram,lunglei,2022,3,TOTAL,81428,231838246.93491793
mizoram,mamit,2022,3,TOTAL,32604,88879142.37748808
mizoram,lawngtlai,2022,3,TOTAL,52771,160991694.95874986
mizoram,kolasib,2022,3,TOTAL,44830,121251949.18563816
mizoram,champhai,2022,3,TOTAL,25701,86209300.03437018
mizoram,saiha,2022,3,TOTAL,14990,62352784.58970161
mizoram,serchhip,2022,4,TOTAL,25172,71431982.54694104
mizoram,aizawl,2022,4,TOTAL,360350,1054341698.8459929
mizoram,lunglei,2022,4,TOTAL,99571,275164384.7691406
mizoram,mamit,2022,4,TOTAL,39889,111490213.09424148
mizoram,lawngtlai,2022,4,TOTAL,60120,176322495.4134693
mizoram,kolasib,2022,4,TOTAL,55854,157046232.3046887
mizoram,champhai,2022,4,TOTAL,33252,110073440.44820769
mizoram,saiha,2022,4,TOTAL,19566,82040637.84033793
nagaland,mon,2018,1,TOTAL,1851,2962723.1216541342
nagaland,phek,2018,1,TOTAL,1397,1347986.0495203384
nagaland,longleng,2018,1,TOTAL,605,547262.5934366982
nagaland,mokokchung,2018,1,TOTAL,3428,5653655.116717219
nagaland,kiphire,2018,1,TOTAL,255,558831.611179116
nagaland,kohima,2018,1,TOTAL,11070,20744033.408631545
nagaland,tuensang,2018,1,TOTAL,1861,2939509.973736079
nagaland,peren,2018,1,TOTAL,587,1228042.9089448638
nagaland,dimapur,2018,1,TOTAL,18449,38330087.582417
nagaland,zunheboto,2018,1,TOTAL,1700,1750900.6459182375
nagaland,wokha,2018,1,TOTAL,1642,1942858.0739698592
nagaland,mon,2018,2,TOTAL,2652,5592193.661835907
nagaland,phek,2018,2,TOTAL,2058,3265939.4166390533
nagaland,longleng,2018,2,TOTAL,526,606015.5837374015
nagaland,mokokchung,2018,2,TOTAL,4472,6880664.952623585
nagaland,kiphire,2018,2,TOTAL,497,1392292.112173449
nagaland,kohima,2018,2,TOTAL,14759,41958069.334260106
nagaland,tuensang,2018,2,TOTAL,2914,5272196.387110953
nagaland,peren,2018,2,TOTAL,1151,3132544.259220087
nagaland,dimapur,2018,2,TOTAL,31758,78472133.75014433
nagaland,zunheboto,2018,2,TOTAL,1961,3800720.2210925473
nagaland,wokha,2018,2,TOTAL,2851,2952808.201464099
nagaland,mon,2018,3,TOTAL,4368,10680645.611665618
nagaland,phek,2018,3,TOTAL,2951,4193127.0654867776
nagaland,longleng,2018,3,TOTAL,529,941537.1576544917
nagaland,mokokchung,2018,3,TOTAL,7245,14438372.118668642
nagaland,kiphire,2018,3,TOTAL,1527,1911400.518954896
nagaland,kohima,2018,3,TOTAL,20678,62621606.402096175
nagaland,tuensang,2018,3,TOTAL,4657,8672814.868232306
nagaland,peren,2018,3,TOTAL,1349,3565504.3902161866
nagaland,dimapur,2018,3,TOTAL,44383,122676685.88107637
nagaland,zunheboto,2018,3,TOTAL,3370,6042931.988762021
nagaland,wokha,2018,3,TOTAL,3314,6048116.93383928
nagaland,mon,2018,4,TOTAL,7966,25315124.34343365
nagaland,phek,2018,4,TOTAL,3615,6547794.25416629
nagaland,longleng,2018,4,TOTAL,907,1946732.363531557
nagaland,mokokchung,2018,4,TOTAL,10673,21026422.570598673
nagaland,kiphire,2018,4,TOTAL,2008,3577703.4535531667
nagaland,kohima,2018,4,TOTAL,28604,84867917.08908927
nagaland,tuensang,2018,4,TOTAL,5518,14443409.698866291
nagaland,peren,2018,4,TOTAL,2071,6712394.6749083325
nagaland,dimapur,2018,4,TOTAL,68046,202172094.6763664
nagaland,zunheboto,2018,4,TOTAL,4966,12449027.885359714
nagaland,wokha,2018,4,TOTAL,4959,8954846.535749527
nagaland,mon,2019,1,TOTAL,9694,32110056.274005987
nagaland,phek,2019,1,TOTAL,5062,12361140.846022058
nagaland,longleng,2019,1,TOTAL,1593,2777167.98784134
nagaland,mokokchung,2019,1,TOTAL,11808,22421067.66638949
nagaland,kiphire,2019,1,TOTAL,2103,4550857.60564944
nagaland,kohima,2019,1,TOTAL,34373,93498426.90985829
nagaland,tuensang,2019,1,TOTAL,5962,15964521.798527543
nagaland,peren,2019,1,TOTAL,2689,6473296.665928305
nagaland,dimapur,2019,1,TOTAL,80741,222202606.82928655
nagaland,zunheboto,2019,1,TOTAL,8860,16471426.45522037
nagaland,wokha,2019,1,TOTAL,5694,13111143.37360057
nagaland,mon,2019,2,TOTAL,10564,30077446.323373545
nagaland,phek,2019,2,TOTAL,5232,11255799.070045212
nagaland,longleng,2019,2,TOTAL,1530,3480572.778610671
nagaland,mokokchung,2019,2,TOTAL,11894,28979287.99164507
nagaland,kiphire,2019,2,TOTAL,2784,6816990.793895305
nagaland,kohima,2019,2,TOTAL,35959,102757262.27285326
nagaland,tuensang,2019,2,TOTAL,6027,16464089.793604637
nagaland,peren,2019,2,TOTAL,2715,6719423.986701602
nagaland,dimapur,2019,2,TOTAL,86518,258070892.01001915
nagaland,zunheboto,2019,2,TOTAL,19752,43001192.88793166
nagaland,wokha,2019,2,TOTAL,5778,12443724.249822928
nagaland,mon,2019,3,TOTAL,17134,36965971.955441214
nagaland,phek,2019,3,TOTAL,8985,20348950.00705442
nagaland,longleng,2019,3,TOTAL,2839,5855246.426887816
nagaland,mokokchung,2019,3,TOTAL,17903,35622564.400276825
nagaland,kiphire,2019,3,TOTAL,4847,7311019.911698776
nagaland,kohima,2019,3,TOTAL,50183,133224817.54316024
nagaland,tuensang,2019,3,TOTAL,9274,19613846.131520323
nagaland,peren,2019,3,TOTAL,4277,8062310.434825074
nagaland,dimapur,2019,3,TOTAL,117140,307103749.65803885
nagaland,zunheboto,2019,3,TOTAL,20054,60553998.319401294
nagaland,wokha,2019,3,TOTAL,9242,16293996.925105993
nagaland,mon,2019,4,TOTAL,23615,52231884.395646855
nagaland,phek,2019,4,TOTAL,11054,24095426.02126249
nagaland,longleng,2019,4,TOTAL,3517,7854502.106059718
nagaland,mokokchung,2019,4,TOTAL,21048,44939725.57083222
nagaland,kiphire,2019,4,TOTAL,5522,11787954.886359874
nagaland,kohima,2019,4,TOTAL,58317,160227363.64728707
nagaland,tuensang,2019,4,TOTAL,11148,25427823.369834743
nagaland,peren,2019,4,TOTAL,5148,10804065.561619181
nagaland,dimapur,2019,4,TOTAL,142922,401874104.2973213
nagaland,zunheboto,2019,4,TOTAL,23374,73875655.63763416
nagaland,wokha,2019,4,TOTAL,11505,21418632.85491927
nagaland,mon,2020,1,TOTAL,28668,56777615.99405684
nagaland,phek,2020,1,TOTAL,13124,24135509.70029243
nagaland,longleng,2020,1,TOTAL,4576,8570430.18028273
nagaland,mokokchung,2020,1,TOTAL,22949,46458137.86198041
nagaland,kiphire,2020,1,TOTAL,8571,15127296.52352846
nagaland,kohima,2020,1,TOTAL,68246,160485650.56697804
nagaland,tuensang,2020,1,TOTAL,13234,29281215.251009904
nagaland,peren,2020,1,TOTAL,6691,10449509.21674379
nagaland,dimapur,2020,1,TOTAL,185428,497123725.474146
nagaland,zunheboto,2020,1,TOTAL,12812,23929943.338847376
nagaland,wokha,2020,1,TOTAL,13752,22440994.626501698
nagaland,mon,2020,2,TOTAL,42193,72681549.71193531
nagaland,phek,2020,2,TOTAL,21862,39562622.89144808
nagaland,longleng,2020,2,TOTAL,8262,14490014.337710015
nagaland,mokokchung,2020,2,TOTAL,34034,59551064.18105075
nagaland,kiphire,2020,2,TOTAL,11097,21770604.465474278
nagaland,kohima,2020,2,TOTAL,98852,235056409.18486094
nagaland,tuensang,2020,2,TOTAL,19823,47286166.881044514
nagaland,peren,2020,2,TOTAL,11337,17709802.025017656
nagaland,dimapur,2020,2,TOTAL,232533,564581175.022531
nagaland,zunheboto,2020,2,TOTAL,18146,34250745.54624535
nagaland,wokha,2020,2,TOTAL,19427,30734350.100484923
nagaland,mon,2020,3,TOTAL,53050,85955858.55902226
nagaland,phek,2020,3,TOTAL,26004,53114140.440056756
nagaland,longleng,2020,3,TOTAL,10017,19598582.179873697
nagaland,mokokchung,2020,3,TOTAL,43164,83590575.72604279
nagaland,kiphire,2020,3,TOTAL,12462,29101447.582055062
nagaland,kohima,2020,3,TOTAL,149404,438659891.11601055
nagaland,tuensang,2020,3,TOTAL,25719,59266466.87175438
nagaland,peren,2020,3,TOTAL,13958,25258376.20171611
nagaland,dimapur,2020,3,TOTAL,352179,1122771447.128912
nagaland,zunheboto,2020,3,TOTAL,21556,44845371.93193043
nagaland,wokha,2020,3,TOTAL,28806,47486985.41741961
nagaland,mon,2020,4,TOTAL,51806,149055802.79705113
nagaland,phek,2020,4,TOTAL,28612,75169716.47521709
nagaland,longleng,2020,4,TOTAL,13202,34760738.476595946
nagaland,mokokchung,2020,4,TOTAL,48813,129158623.72713925
nagaland,kiphire,2020,4,TOTAL,12945,38345433.69615828
nagaland,kohima,2020,4,TOTAL,168861,528950655.29797715
nagaland,tuensang,2020,4,TOTAL,29583,92512403.56008914
nagaland,peren,2020,4,TOTAL,14947,37707510.79640248
nagaland,dimapur,2020,4,TOTAL,422501,1549414048.2654047
nagaland,zunheboto,2020,4,TOTAL,23475,60794471.32764541
nagaland,wokha,2020,4,TOTAL,33080,77215466.14300685
nagaland,mon,2021,1,TOTAL,43337,148431447.81181777
nagaland,phek,2021,1,TOTAL,24927,86311391.9301224
nagaland,longleng,2021,1,TOTAL,12009,34735822.64446311
nagaland,mokokchung,2021,1,TOTAL,43465,116937738.43409458
nagaland,kiphire,2021,1,TOTAL,10667,36122629.67675269
nagaland,kohima,2021,1,TOTAL,209442,611989486.3557233
nagaland,tuensang,2021,1,TOTAL,23643,84510754.52221692
nagaland,peren,2021,1,TOTAL,12322,33575965.56407318
nagaland,dimapur,2021,1,TOTAL,550985,1837044748.4900613
nagaland,zunheboto,2021,1,TOTAL,18219,51849616.04221482
nagaland,wokha,2021,1,TOTAL,26881,65940883.14165088
nagaland,mon,2021,2,TOTAL,51055,137641682.97031063
nagaland,phek,2021,2,TOTAL,31478,98158667.79913512
nagaland,longleng,2021,2,TOTAL,13528,39521626.841992125
nagaland,mokokchung,2021,2,TOTAL,63952,152031632.47756845
nagaland,kiphire,2021,2,TOTAL,12223,43311509.13928214
nagaland,kohima,2021,2,TOTAL,274137,694940464.6072702
nagaland,tuensang,2021,2,TOTAL,27199,84823658.15124774
nagaland,peren,2021,2,TOTAL,15860,42645682.011797145
nagaland,dimapur,2021,2,TOTAL,585389,1726249195.1688533
nagaland,zunheboto,2021,2,TOTAL,21747,54703199.48271288
nagaland,wokha,2021,2,TOTAL,34223,82266645.13170332
nagaland,mon,2021,3,TOTAL,56260,185806960.82773107
nagaland,phek,2021,3,TOTAL,36963,116637883.29609635
nagaland,longleng,2021,3,TOTAL,14691,44639115.38971553
nagaland,mokokchung,2021,3,TOTAL,59456,170603111.11593843
nagaland,kiphire,2021,3,TOTAL,14042,52234088.86802093
nagaland,kohima,2021,3,TOTAL,335522,874957891.8906745
nagaland,tuensang,2021,3,TOTAL,30653,109337195.97725664
nagaland,peren,2021,3,TOTAL,19756,57076677.27889877
nagaland,dimapur,2021,3,TOTAL,727702,2201388248.147341
nagaland,zunheboto,2021,3,TOTAL,23265,77798029.09900394
nagaland,wokha,2021,3,TOTAL,38482,96937646.11476573
nagaland,mon,2021,4,TOTAL,61436,235277660.255216
nagaland,phek,2021,4,TOTAL,44854,152644732.57078952
nagaland,longleng,2021,4,TOTAL,16341,59818503.44606339
nagaland,mokokchung,2021,4,TOTAL,64765,206715301.32699895
nagaland,kiphire,2021,4,TOTAL,16058,54423239.57357513
nagaland,kohima,2021,4,TOTAL,413753,1056357839.8615553
nagaland,tuensang,2021,4,TOTAL,37106,148350887.52116236
nagaland,peren,2021,4,TOTAL,22569,71109896.9994169
nagaland,dimapur,2021,4,TOTAL,886146,2741781159.760858
nagaland,zunheboto,2021,4,TOTAL,25944,81774057.90065697
nagaland,wokha,2021,4,TOTAL,42511,130830504.92018619
nagaland,mon,2022,1,TOTAL,66833,240110588.13301897
nagaland,phek,2022,1,TOTAL,44704,145342038.73462996
nagaland,longleng,2022,1,TOTAL,17513,56264190.28859668
nagaland,mokokchung,2022,1,TOTAL,68366,207590215.00972393
nagaland,kiphire,2022,1,TOTAL,17406,57722840.11187023
nagaland,kohima,2022,1,TOTAL,457809,1127446949.5241609
nagaland,tuensang,2022,1,TOTAL,40524,151138444.11246046
nagaland,peren,2022,1,TOTAL,24401,75586065.95644663
nagaland,dimapur,2022,1,TOTAL,1111352,3258683919.8470516
nagaland,zunheboto,2022,1,TOTAL,28736,88839937.40705831
nagaland,wokha,2022,1,TOTAL,48308,136226519.77073425
nagaland,mon,2022,2,TOTAL,69381,223341368.04423907
nagaland,phek,2022,2,TOTAL,47255,163573534.549313
nagaland,longleng,2022,2,TOTAL,17247,53281628.24919191
nagaland,mokokchung,2022,2,TOTAL,77214,244058058.36301708
nagaland,kiphire,2022,2,TOTAL,20492,71074150.21954788
nagaland,kohima,2022,2,TOTAL,308395,886866183.2238915
nagaland,tuensang,2022,2,TOTAL,45170,164759286.59289965
nagaland,peren,2022,2,TOTAL,24587,76072297.54603858
nagaland,dimapur,2022,2,TOTAL,1334969,3611270476.50131
nagaland,zunheboto,2022,2,TOTAL,32898,100740614.93631895
nagaland,wokha,2022,2,TOTAL,53721,145247750.7945045
nagaland,mon,2022,3,TOTAL,68148,217924271.27222455
nagaland,phek,2022,3,TOTAL,45816,151822055.76958296
nagaland,longleng,2022,3,TOTAL,15346,48028740.50388672
nagaland,mokokchung,2022,3,TOTAL,81244,249065125.49735782
nagaland,kiphire,2022,3,TOTAL,19352,63372092.9637181
nagaland,kohima,2022,3,TOTAL,390575,1084969826.96707
nagaland,tuensang,2022,3,TOTAL,44657,158205190.5951551
nagaland,peren,2022,3,TOTAL,24443,79886712.62073797
nagaland,dimapur,2022,3,TOTAL,1094753,3023858206.1614122
nagaland,zunheboto,2022,3,TOTAL,30504,94302709.04675612
nagaland,wokha,2022,3,TOTAL,79275,192965563.65293062
nagaland,mon,2022,4,TOTAL,76894,266072328.12832496
nagaland,phek,2022,4,TOTAL,43589,150669221.6468988
nagaland,longleng,2022,4,TOTAL,17482,54513835.00683938
nagaland,mokokchung,2022,4,TOTAL,79409,280130670.37197715
nagaland,kiphire,2022,4,TOTAL,19928,66609982.69936785
nagaland,kohima,2022,4,TOTAL,396318,1086767701.7674205
nagaland,tuensang,2022,4,TOTAL,44176,177953210.26442176
nagaland,peren,2022,4,TOTAL,24353,76706538.54194441
nagaland,dimapur,2022,4,TOTAL,1632985,4411217834.641218
nagaland,zunheboto,2022,4,TOTAL,29697,102825390.6874178
nagaland,wokha,2022,4,TOTAL,111374,296499670.55821544
odisha,rayagada,2018,1,TOTAL,57875,63041849.54983255
odisha,koraput,2018,1,TOTAL,64106,87612627.38374957
odisha,malkangiri,2018,1,TOTAL,12181,13922771.654664017
odisha,sambalpur,2018,1,TOTAL,135539,130860854.95753448
odisha,kalahandi,2018,1,TOTAL,101889,56923003.74994819
odisha,anugul,2018,1,TOTAL,173164,139694643.55029076
odisha,ganjam,2018,1,TOTAL,399549,379358026.2266699
odisha,jajapur,2018,1,TOTAL,362382,204373666.27913067
odisha,bargarh,2018,1,TOTAL,100526,69991391.85670178
odisha,dhenkanal,2018,1,TOTAL,170704,110743455.97829723
odisha,bhadrak,2018,1,TOTAL,279644,187375014.25093254
odisha,nuapada,2018,1,TOTAL,22483,16219184.747249335
odisha,kendujhar,2018,1,TOTAL,259941,196242627.59467983
odisha,mayurbhanj,2018,1,TOTAL,208105,151786389.20530617
odisha,jharsuguda,2018,1,TOTAL,85127,99628072.57447763
odisha,kandhamal,2018,1,TOTAL,31647,27561407.78923364
odisha,deogarh,2018,1,TOTAL,22191,17727797.112559356
odisha,sundargarh,2018,1,TOTAL,193041,185365810.08196718
odisha,jagatsinghapur,2018,1,TOTAL,226525,119770991.43254161
odisha,balangir,2018,1,TOTAL,122127,99039589.98749083
odisha,baleshwar,2018,1,TOTAL,469068,306223509.1455674
odisha,puri,2018,1,TOTAL,279071,173702320.317419
odisha,sonepur,2018,1,TOTAL,65573,33907648.68154905
odisha,khordha,2018,1,TOTAL,1013916,1064565482.4430823
odisha,boudh,2018,1,TOTAL,23736,20293882.499208704
odisha,gajapati,2018,1,TOTAL,27344,28674112.963607132
odisha,nayagarh,2018,1,TOTAL,195162,109752751.4176215
odisha,nabarangpur,2018,1,TOTAL,29925,32425549.032544628
odisha,kendrapara,2018,1,TOTAL,189692,109453626.87180772
odisha,cuttack,2018,1,TOTAL,487588,391394151.55179805
odisha,rayagada,2018,2,TOTAL,78405,133934305.0941247
odisha,koraput,2018,2,TOTAL,97339,163322729.95992735
odisha,malkangiri,2018,2,TOTAL,18334,31113526.612936266
odisha,sambalpur,2018,2,TOTAL,183165,243114979.82241705
odisha,kalahandi,2018,2,TOTAL,127537,110202063.26568079
odisha,anugul,2018,2,TOTAL,239863,251270632.8081957
odisha,ganjam,2018,2,TOTAL,516556,659317553.0568262
odisha,jajapur,2018,2,TOTAL,516443,374915596.3622368
odisha,bargarh,2018,2,TOTAL,148693,142274687.80496913
odisha,dhenkanal,2018,2,TOTAL,250503,196983337.3218306
odisha,bhadrak,2018,2,TOTAL,401149,370601551.17362
odisha,nuapada,2018,2,TOTAL,28460,31977887.611119263
odisha,kendujhar,2018,2,TOTAL,354756,396095822.9971422
odisha,mayurbhanj,2018,2,TOTAL,309322,308804358.7495179
odisha,jharsuguda,2018,2,TOTAL,122539,200645039.84701014
odisha,kandhamal,2018,2,TOTAL,42540,53127566.02930246
odisha,deogarh,2018,2,TOTAL,27938,25744655.72793788
odisha,sundargarh,2018,2,TOTAL,261219,347365611.29012877
odisha,jagatsinghapur,2018,2,TOTAL,352035,213321220.3055919
odisha,balangir,2018,2,TOTAL,184848,225892711.29741782
odisha,baleshwar,2018,2,TOTAL,711772,628176565.8703398
odisha,puri,2018,2,TOTAL,399081,317753882.2036277
odisha,sonepur,2018,2,TOTAL,100367,72953022.99574599
odisha,khordha,2018,2,TOTAL,1344202,1738879066.970015
odisha,boudh,2018,2,TOTAL,35158,30803139.07787043
odisha,gajapati,2018,2,TOTAL,34342,53091301.97845738
odisha,nayagarh,2018,2,TOTAL,271194,186571949.00942016
odisha,nabarangpur,2018,2,TOTAL,42799,70788054.16027857
odisha,kendrapara,2018,2,TOTAL,253791,205735327.47078633
odisha,cuttack,2018,2,TOTAL,703794,703532192.7454895
odisha,rayagada,2018,3,TOTAL,153782,221366403.54383555
odisha,koraput,2018,3,TOTAL,190128,309493417.8350831
odisha,malkangiri,2018,3,TOTAL,33813,66126775.35538447
odisha,sambalpur,2018,3,TOTAL,516882,509785806.67046696
odisha,kalahandi,2018,3,TOTAL,317849,275641643.341962
odisha,anugul,2018,3,TOTAL,788980,629540966.2196767
odisha,ganjam,2018,3,TOTAL,1634313,1488758261.4624352
odisha,jajapur,2018,3,TOTAL,1897103,1217205290.9252758
odisha,bargarh,2018,3,TOTAL,475249,355106412.1943749
odisha,dhenkanal,2018,3,TOTAL,1546536,893325822.9390368
odisha,bhadrak,2018,3,TOTAL,1431437,1105939240.7227635
odisha,nuapada,2018,3,TOTAL,71512,88353387.44027391
odisha,kendujhar,2018,3,TOTAL,1247010,1007991207.6659348
odisha,mayurbhanj,2018,3,TOTAL,1007920,778424664.2122172
odisha,jharsuguda,2018,3,TOTAL,295910,500399017.99309593
odisha,kandhamal,2018,3,TOTAL,86499,102126788.89644672
odisha,deogarh,2018,3,TOTAL,79892,62546408.53513194
odisha,sundargarh,2018,3,TOTAL,607564,679466472.395373
odisha,jagatsinghapur,2018,3,TOTAL,914194,602444546.8981619
odisha,balangir,2018,3,TOTAL,398755,451445683.5316338
odisha,baleshwar,2018,3,TOTAL,3746440,2480538495.3597507
odisha,puri,2018,3,TOTAL,1434318,948651181.6266804
odisha,sonepur,2018,3,TOTAL,430291,286967512.2910415
odisha,khordha,2018,3,TOTAL,5333443,4389717266.977921
odisha,boudh,2018,3,TOTAL,142876,101294236.07840069
odisha,gajapati,2018,3,TOTAL,88201,99259597.44691782
odisha,nayagarh,2018,3,TOTAL,1140437,672431075.2136058
odisha,nabarangpur,2018,3,TOTAL,74791,131705572.2801894
odisha,kendrapara,2018,3,TOTAL,940408,590088339.5304233
odisha,cuttack,2018,3,TOTAL,3025622,2048374280.000453
odisha,rayagada,2018,4,TOTAL,210620,375733700.0966269
odisha,koraput,2018,4,TOTAL,217814,450336283.85006404
odisha,malkangiri,2018,4,TOTAL,48825,111333626.42487808
odisha,sambalpur,2018,4,TOTAL,496780,656698191.7778965
odisha,kalahandi,2018,4,TOTAL,319594,366703031.77118087
odisha,anugul,2018,4,TOTAL,603596,741924970.0601255
odisha,ganjam,2018,4,TOTAL,1402146,1733900621.6234186
odisha,jajapur,2018,4,TOTAL,1228698,1110622397.2154818
odisha,bargarh,2018,4,TOTAL,368823,397273620.1985332
odisha,dhenkanal,2018,4,TOTAL,736715,606485615.306731
odisha,bhadrak,2018,4,TOTAL,1048520,1040836292.0215917
odisha,nuapada,2018,4,TOTAL,83272,129383879.66258861
odisha,kendujhar,2018,4,TOTAL,774382,951193274.8831768
odisha,mayurbhanj,2018,4,TOTAL,671390,709208196.9918126
odisha,jharsuguda,2018,4,TOTAL,361836,635778677.7811842
odisha,kandhamal,2018,4,TOTAL,105832,170201069.83170795
odisha,deogarh,2018,4,TOTAL,78808,79524192.39719433
odisha,sundargarh,2018,4,TOTAL,620461,942930576.3489256
odisha,jagatsinghapur,2018,4,TOTAL,729403,588561101.5869067
odisha,balangir,2018,4,TOTAL,369543,559763676.388267
odisha,baleshwar,2018,4,TOTAL,1996845,1819634443.5278254
odisha,puri,2018,4,TOTAL,1076748,919852799.4930115
odisha,sonepur,2018,4,TOTAL,238162,248817917.18160307
odisha,khordha,2018,4,TOTAL,4036038,4756776453.593592
odisha,boudh,2018,4,TOTAL,112170,116282926.3032055
odisha,gajapati,2018,4,TOTAL,87088,135906778.33179373
odisha,nayagarh,2018,4,TOTAL,568477,432441658.9666865
odisha,nabarangpur,2018,4,TOTAL,90414,185807459.33983347
odisha,kendrapara,2018,4,TOTAL,636115,555486338.2117988
odisha,cuttack,2018,4,TOTAL,1823683,1900469800.3941858
odisha,rayagada,2019,1,TOTAL,340244,595120420.4162832
odisha,koraput,2019,1,TOTAL,316520,630823035.7838995
odisha,malkangiri,2019,1,TOTAL,70405,160691430.78001356
odisha,sambalpur,2019,1,TOTAL,895013,918259581.0629485
odisha,kalahandi,2019,1,TOTAL,431549,586265031.5428826
odisha,anugul,2019,1,TOTAL,1023176,1083105252.400957
odisha,ganjam,2019,1,TOTAL,2226839,2660856143.34366
odisha,jajapur,2019,1,TOTAL,2005354,1597716033.1140456
odisha,bargarh,2019,1,TOTAL,461241,528962055.1266706
odisha,dhenkanal,2019,1,TOTAL,1112474,855542150.6448644
odisha,bhadrak,2019,1,TOTAL,1224209,1137735927.030436
odisha,nuapada,2019,1,TOTAL,108374,179419439.00628442
odisha,kendujhar,2019,1,TOTAL,1099272,1219690306.823368
odisha,mayurbhanj,2019,1,TOTAL,839604,818274530.2355882
odisha,jharsuguda,2019,1,TOTAL,564885,714563396.0299269
odisha,kandhamal,2019,1,TOTAL,162039,223691661.64638668
