States,District,Transaction_Year,Quarters,Transaction_Type,Transaction_Count,Transaction_Amount
chhattisgarh,raigarh,2018,2,TOTAL,190903,269228922.7693977
chhattisgarh,janjgir champa,2018,2,TOTAL,402022,565626317.3622495
chhattisgarh,jashpur,2018,2,TOTAL,57456,81880457.75661291
chhattisgarh,balod,2018,2,TOTAL,51273,55679688.81664646
chhattisgarh,kabirdham,2018,2,TOTAL,45836,50368745.15026155
chhattisgarh,surguja,2018,2,TOTAL,94260,156057826.47418585
chhattisgarh,dantewada,2018,2,TOTAL,16759,33319758.30556655
chhattisgarh,gariyaband,2018,2,TOTAL,54234,69652731.44749868
chhattisgarh,durg,2018,2,TOTAL,302345,466514532.1427194
chhattisgarh,rajnandgaon,2018,2,TOTAL,118132,152826147.2432136
chhattisgarh,raipur,2018,2,TOTAL,470127,841704574.3248034
chhattisgarh,narayanpur,2018,2,TOTAL,4613,6008458.096208755
chhattisgarh,kanker,2018,2,TOTAL,39505,60601702.39365116
chhattisgarh,korea,2018,2,TOTAL,54668,95050511.51330401
chhattisgarh,mungeli,2018,2,TOTAL,31126,36967297.02084474
chhattisgarh,bilaspur,2018,2,TOTAL,227499,324449553.2865913
chhattisgarh,balrampur,2018,2,TOTAL,45309,112473572.26822115
chhattisgarh,bijapur,2018,2,TOTAL,12815,26201133.89758309
chhattisgarh,bemetara,2018,2,TOTAL,61257,80647586.92949432
chhattisgarh,bastar,2018,2,TOTAL,57153,96021635.6917436
chhattisgarh,kondagaon,2018,2,TOTAL,31090,49190220.37838579
chhattisgarh,mahasamund,2018,2,TOTAL,93218,124507011.67411298
chhattisgarh,dhamtari,2018,3,TOTAL,82428,117488009.0239144
chhattisgarh,korba,2018,3,TOTAL,184852,293436194.59698164
chhattisgarh,surajpur,2018,3,TOTAL,70726,117394526.2211022
chhattisgarh,baloda bazar,2018,3,TOTAL,127539,204693992.96310723
chhattisgarh,sukma,2018,3,TOTAL,14906,34497222.33322545
chhattisgarh,raigarh,2018,3,TOTAL,263831,410153295.34528005
chhattisgarh,janjgir champa,2018,3,TOTAL,544027,761781545.6720302
chhattisgarh,jashpur,2018,3,TOTAL,68085,107652984.44522895
chhattisgarh,balod,2018,3,TOTAL,71561,92661258.52399492
chhattisgarh,kabirdham,2018,3,TOTAL,59769,79081577.09812817
chhattisgarh,surguja,2018,3,TOTAL,123129,222467433.69994545
chhattisgarh,dantewada,2018,3,TOTAL,30707,61983191.57948123
chhattisgarh,gariyaband,2018,3,TOTAL,68853,100197481.7308268
chhattisgarh,durg,2018,3,TOTAL,397408,670651315.7474772
chhattisgarh,rajnandgaon,2018,3,TOTAL,154856,234428137.06427848
chhattisgarh,raipur,2018,3,TOTAL,659871,1235190303.9525878
chhattisgarh,narayanpur,2018,3,TOTAL,10326,14992218.067332882
chhattisgarh,kanker,2018,3,TOTAL,62200,99066430.65690401
chhattisgarh,korea,2018,3,TOTAL,79975,151849657.85464737
chhattisgarh,mungeli,2018,3,TOTAL,40168,58982986.65258928
chhattisgarh,bilaspur,2018,3,TOTAL,335751,498127861.8344182
chhattisgarh,balrampur,2018,3,TOTAL,59664,150052868.27342016
chhattisgarh,bijapur,2018,3,TOTAL,23318,52221607.48542527
chhattisgarh,bemetara,2018,3,TOTAL,73056,110600944.88712542
chhattisgarh,bastar,2018,3,TOTAL,84286,152773164.90885538
chhattisgarh,kondagaon,2018,3,TOTAL,42641,70026983.47794574
chhattisgarh,mahasamund,2018,3,TOTAL,125671,199853879.35012454
chhattisgarh,dhamtari,2018,4,TOTAL,108799,164708733.96832758
chhattisgarh,korba,2018,4,TOTAL,270387,480365449.42326164
chhattisgarh,surajpur,2018,4,TOTAL,109764,192938270.21663088
chhattisgarh,baloda bazar,2018,4,TOTAL,190033,295982106.36890244
chhattisgarh,sukma,2018,4,TOTAL,29759,66493047.42363013
chhattisgarh,raigarh,2018,4,TOTAL,371009,609355216.1028209
chhattisgarh,janjgir champa,2018,4,TOTAL,669790,1023380162.572681
chhattisgarh,jashpur,2018,4,TOTAL,91425,181439133.7637751
chhattisgarh,balod,2018,4,TOTAL,101967,149467198.1419273
chhattisgarh,kabirdham,2018,4,TOTAL,90957,130261125.4707921
chhattisgarh,surguja,2018,4,TOTAL,174043,354179706.54506606
chhattisgarh,dantewada,2018,4,TOTAL,51960,114087585.90967672
chhattisgarh,gariyaband,2018,4,TOTAL,82751,154467158.4469632
chhattisgarh,durg,2018,4,TOTAL,529904,944287367.5683255
chhattisgarh,rajnandgaon,2018,4,TOTAL,204099,352901504.78259885
chhattisgarh,raipur,2018,4,TOTAL,891868,1740861108.0445876
chhattisgarh,narayanpur,2018,4,TOTAL,20798,37921533.67589848
chhattisgarh,kanker,2018,4,TOTAL,102769,204619479.11186063
chhattisgarh,korea,2018,4,TOTAL,122536,237083469.33324972
chhattisgarh,mungeli,2018,4,TOTAL,82792,106414846.43663485
chhattisgarh,bilaspur,2018,4,TOTAL,471373,730446431.89519
chhattisgarh,balrampur,2018,4,TOTAL,92320,247643052.91707128
chhattisgarh,bijapur,2018,4,TOTAL,38826,83030265.77317062
chhattisgarh,bemetara,2018,4,TOTAL,100405,156087709.93434596
chhattisgarh,bastar,2018,4,TOTAL,123188,240073969.67640284
chhattisgarh,kondagaon,2018,4,TOTAL,63449,120750465.63868642
chhattisgarh,mahasamund,2018,4,TOTAL,178873,297166565.82886094
chhattisgarh,dhamtari,2019,1,TOTAL,127393,209101529.89930615
chhattisgarh,korba,2019,1,TOTAL,372554,577233813.7773559
chhattisgarh,surajpur,2019,1,TOTAL,147208,231844122.91644695
chhattisgarh,baloda bazar,2019,1,TOTAL,241579,389323840.7684001
chhattisgarh,sukma,2019,1,TOTAL,43905,89330823.71831319
chhattisgarh,raigarh,2019,1,TOTAL,487271,806661077.7315385
chhattisgarh,janjgir champa,2019,1,TOTAL,772956,1002709901.1296669
chhattisgarh,jashpur,2019,1,TOTAL,110172,222488873.21001586
chhattisgarh,balod,2019,1,TOTAL,121587,177414584.9702202
chhattisgarh,kabirdham,2019,1,TOTAL,119875,163043397.68265548
chhattisgarh,surguja,2019,1,TOTAL,227723,429088362.04631805
chhattisgarh,dantewada,2019,1,TOTAL,63018,131673356.21701257
chhattisgarh,gariyaband,2019,1,TOTAL,92577,168035253.84766734
chhattisgarh,durg,2019,1,TOTAL,1008156,1453318461.819101
chhattisgarh,rajnandgaon,2019,1,TOTAL,247733,400107405.4412125
chhattisgarh,raipur,2019,1,TOTAL,1847370,2956050311.786186
chhattisgarh,narayanpur,2019,1,TOTAL,26074,49783663.73427805
chhattisgarh,kanker,2019,1,TOTAL,122627,239779871.56521487
chhattisgarh,korea,2019,1,TOTAL,161384,271127156.53484166
chhattisgarh,mungeli,2019,1,TOTAL,79597,130902009.1119632
chhattisgarh,bilaspur,2019,1,TOTAL,760633,1049002076.6296932
chhattisgarh,balrampur,2019,1,TOTAL,115076,312596791.4590051
chhattisgarh,bijapur,2019,1,TOTAL,47810,92607592.19433284
chhattisgarh,bemetara,2019,1,TOTAL,110242,185597215.99455848
chhattisgarh,bastar,2019,1,TOTAL,164104,303174307.19293064
chhattisgarh,kondagaon,2019,1,TOTAL,73753,132832437.79960512
chhattisgarh,mahasamund,2019,1,TOTAL,195292,369728146.1505085
chhattisgarh,dhamtari,2019,2,TOTAL,129792,224601064.60839948
chhattisgarh,korba,2019,2,TOTAL,333692,647738439.6403924
chhattisgarh,surajpur,2019,2,TOTAL,132413,271873847.06389415
chhattisgarh,baloda bazar,2019,2,TOTAL,221143,425860968.55239475
chhattisgarh,sukma,2019,2,TOTAL,49779,135038882.88271204
chhattisgarh,raigarh,2019,2,TOTAL,431031,837453321.4246501
chhattisgarh,janjgir champa,2019,2,TOTAL,559574,924458855.5334843
chhattisgarh,jashpur,2019,2,TOTAL,117254,264280533.1828053
chhattisgarh,balod,2019,2,TOTAL,126367,214449206.33355334
chhattisgarh,kabirdham,2019,2,TOTAL,112190,192177770.6921211
chhattisgarh,surguja,2019,2,TOTAL,217707,486013730.88778156
chhattisgarh,dantewada,2019,2,TOTAL,67171,170474770.36004472
chhattisgarh,gariyaband,2019,2,TOTAL,88745,183912563.08200598
chhattisgarh,durg,2019,2,TOTAL,1547551,2380514730.2993526
chhattisgarh,rajnandgaon,2019,2,TOTAL,254329,483937834.9265368
chhattisgarh,raipur,2019,2,TOTAL,3068366,5288462569.173023
chhattisgarh,narayanpur,2019,2,TOTAL,28248,53965415.92474572
chhattisgarh,kanker,2019,2,TOTAL,126925,288031799.8913356
chhattisgarh,korea,2019,2,TOTAL,144064,294485943.6771824
chhattisgarh,mungeli,2019,2,TOTAL,77646,155911222.3354161
chhattisgarh,bilaspur,2019,2,TOTAL,845039,1454675923.9684186
chhattisgarh,balrampur,2019,2,TOTAL,119100,347340407.5913938
chhattisgarh,bijapur,2019,2,TOTAL,62405,165337534.91376665
chhattisgarh,bemetara,2019,2,TOTAL,109005,196623353.23445675
chhattisgarh,bastar,2019,2,TOTAL,162781,366941641.6442934
chhattisgarh,kondagaon,2019,2,TOTAL,71252,156325610.65860105
chhattisgarh,mahasamund,2019,2,TOTAL,186376,391467746.3395828
chhattisgarh,dhamtari,2019,3,TOTAL,178554,267008482.5539409
chhattisgarh,korba,2019,3,TOTAL,423953,720041271.8570987
chhattisgarh,surajpur,2019,3,TOTAL,164739,289672854.9581479
chhattisgarh,baloda bazar,2019,3,TOTAL,290500,476320269.71492374
chhattisgarh,sukma,2019,3,TOTAL,69659,156368729.4516258
chhattisgarh,raigarh,2019,3,TOTAL,551609,927881426.8494444
chhattisgarh,janjgir champa,2019,3,TOTAL,796397,1162313123.0965266
chhattisgarh,jashpur,2019,3,TOTAL,152015,259121301.67828047
chhattisgarh,balod,2019,3,TOTAL,162963,249468764.90815693
chhattisgarh,kabirdham,2019,3,TOTAL,143834,217234590.1639042
chhattisgarh,surguja,2019,3,TOTAL,293050,535846373.88721716
chhattisgarh,dantewada,2019,3,TOTAL,100063,207146775.6195376
chhattisgarh,gariyaband,2019,3,TOTAL,118147,198947427.66690576
chhattisgarh,durg,2019,3,TOTAL,2023250,2714043340.330802
chhattisgarh,rajnandgaon,2019,3,TOTAL,347908,543905597.005911
chhattisgarh,raipur,2019,3,TOTAL,3977297,6485603479.074835
chhattisgarh,narayanpur,2019,3,TOTAL,38609,62303879.75476987
chhattisgarh,kanker,2019,3,TOTAL,187349,350436897.75481415
chhattisgarh,korea,2019,3,TOTAL,179034,332214564.5644927
chhattisgarh,mungeli,2019,3,TOTAL,91597,160821668.56034932
chhattisgarh,bilaspur,2019,3,TOTAL,998165,1661024492.5870595
chhattisgarh,balrampur,2019,3,TOTAL,149868,357557994.34776396
chhattisgarh,bijapur,2019,3,TOTAL,91833,198283499.35625884
chhattisgarh,bemetara,2019,3,TOTAL,144795,215769361.95399207
chhattisgarh,bastar,2019,3,TOTAL,223444,425608185.8589128
chhattisgarh,kondagaon,2019,3,TOTAL,98865,176502268.42671663
chhattisgarh,mahasamund,2019,3,TOTAL,245614,451812545.4709327
chhattisgarh,dhamtari,2019,4,TOTAL,226628,364594358.2390928
chhattisgarh,korba,2019,4,TOTAL,579614,1007648571.7689122
chhattisgarh,surajpur,2019,4,TOTAL,224124,411575360.19320095
chhattisgarh,baloda bazar,2019,4,TOTAL,372076,645723475.139449
chhattisgarh,sukma,2019,4,TOTAL,84343,205940213.5776856
chhattisgarh,raigarh,2019,4,TOTAL,727666,1244726770.8233235
chhattisgarh,janjgir champa,2019,4,TOTAL,869528,1362421999.961806
chhattisgarh,jashpur,2019,4,TOTAL,194854,350361155.7118863
chhattisgarh,balod,2019,4,TOTAL,211986,332199715.104324
chhattisgarh,kabirdham,2019,4,TOTAL,185476,282998909.3669796
chhattisgarh,surguja,2019,4,TOTAL,398053,730934546.7175045
chhattisgarh,dantewada,2019,4,TOTAL,117225,265146167.73870057
chhattisgarh,gariyaband,2019,4,TOTAL,147799,255244213.77110636
chhattisgarh,durg,2019,4,TOTAL,2628735,3617557460.4601965
chhattisgarh,rajnandgaon,2019,4,TOTAL,445558,711713323.6292998
chhattisgarh,raipur,2019,4,TOTAL,5644383,9527539915.79604
chhattisgarh,narayanpur,2019,4,TOTAL,46004,79062278.68644199
chhattisgarh,kanker,2019,4,TOTAL,232027,452866036.0415764
chhattisgarh,korea,2019,4,TOTAL,244650,448456877.46415675
chhattisgarh,mungeli,2019,4,TOTAL,124192,211669072.72300637
chhattisgarh,bilaspur,2019,4,TOTAL,1367178,2176560885.6034384
chhattisgarh,balrampur,2019,4,TOTAL,203589,479163643.4470446
chhattisgarh,bijapur,2019,4,TOTAL,112547,258665089.07495868
chhattisgarh,bemetara,2019,4,TOTAL,183767,308208450.5400082
chhattisgarh,bastar,2019,4,TOTAL,290231,574718383.181036
chhattisgarh,kondagaon,2019,4,TOTAL,123171,227155762.96871975
chhattisgarh,mahasamund,2019,4,TOTAL,320354,610936099.4831579
chhattisgarh,dhamtari,2020,1,TOTAL,327305,540051855.9444383
chhattisgarh,korba,2020,1,TOTAL,718120,1166839868.1460686
chhattisgarh,surajpur,2020,1,TOTAL,271529,473520926.39881825
chhattisgarh,baloda bazar,2020,1,TOTAL,458451,758990785.274246
chhattisgarh,sukma,2020,1,TOTAL,103677,237179270.88055882
chhattisgarh,raigarh,2020,1,TOTAL,853049,1441862102.9480531
chhattisgarh,janjgir champa,2020,1,TOTAL,931656,1488048447.0181952
chhattisgarh,jashpur,2020,1,TOTAL,245808,399914857.0065902
chhattisgarh,balod,2020,1,TOTAL,266297,405890896.2419557
chhattisgarh,kabirdham,2020,1,TOTAL,226697,333091859.6139035
chhattisgarh,surguja,2020,1,TOTAL,471783,825221523.2257853
chhattisgarh,dantewada,2020,1,TOTAL,137611,289371036.081318
chhattisgarh,gariyaband,2020,1,TOTAL,179753,298939099.61672366
chhattisgarh,durg,2020,1,TOTAL,2720717,3703033691.5734186
chhattisgarh,rajnandgaon,2020,1,TOTAL,530737,829638269.61084
chhattisgarh,raipur,2020,1,TOTAL,7165357,12890786407.130106
chhattisgarh,narayanpur,2020,1,TOTAL,53826,94150093.29922323
chhattisgarh,kanker,2020,1,TOTAL,286427,543997906.2762351
chhattisgarh,korea,2020,1,TOTAL,282413,495684980.83725876
chhattisgarh,mungeli,2020,1,TOTAL,150686,245594493.84039813
chhattisgarh,bilaspur,2020,1,TOTAL,1626602,2606579319.869314
chhattisgarh,balrampur,2020,1,TOTAL,250651,538258897.6136359
chhattisgarh,bijapur,2020,1,TOTAL,134336,284069644.98290277
chhattisgarh,bemetara,2020,1,TOTAL,228647,344270011.2919048
chhattisgarh,bastar,2020,1,TOTAL,343428,648430548.0752722
chhattisgarh,kondagaon,2020,1,TOTAL,163047,264923582.99052787
chhattisgarh,mahasamund,2020,1,TOTAL,395381,712257295.5688996
chhattisgarh,dhamtari,2020,2,TOTAL,417014,710351734.8383749
chhattisgarh,korba,2020,2,TOTAL,944646,1508035673.146365
chhattisgarh,surajpur,2020,2,TOTAL,359594,668176436.046548
chhattisgarh,baloda bazar,2020,2,TOTAL,633348,1023037088.3420137
chhattisgarh,sukma,2020,2,TOTAL,142964,350776600.2738137
chhattisgarh,raigarh,2020,2,TOTAL,1086995,1795114177.701589
chhattisgarh,janjgir champa,2020,2,TOTAL,1248433,2013421603.7532818
chhattisgarh,jashpur,2020,2,TOTAL,352428,567530236.0333706
chhattisgarh,balod,2020,2,TOTAL,375043,548044714.9343276
chhattisgarh,kabirdham,2020,2,TOTAL,326874,523719319.5328407
chhattisgarh,surguja,2020,2,TOTAL,533916,943051720.5904517
chhattisgarh,dantewada,2020,2,TOTAL,185996,395884888.0561264
chhattisgarh,gariyaband,2020,2,TOTAL,256651,474806305.0637693
chhattisgarh,durg,2020,2,TOTAL,2269659,3224351699.513093
chhattisgarh,rajnandgaon,2020,2,TOTAL,673472,1115085386.2998686
chhattisgarh,raipur,2020,2,TOTAL,4506567,8132937028.126704
chhattisgarh,narayanpur,2020,2,TOTAL,79049,144153919.67027372
chhattisgarh,kanker,2020,2,TOTAL,386419,720470774.5190057
chhattisgarh,korea,2020,2,TOTAL,386555,725095695.8659099
chhattisgarh,mungeli,2020,2,TOTAL,233660,403225447.3262347
chhattisgarh,bilaspur,2020,2,TOTAL,1317592,2187204544.3310075
chhattisgarh,balrampur,2020,2,TOTAL,364767,863677503.587856
chhattisgarh,bijapur,2020,2,TOTAL,178476,411677296.53790194
chhattisgarh,bemetara,2020,2,TOTAL,326694,493432459.02954155
chhattisgarh,bastar,2020,2,TOTAL,464740,971932585.9016597
chhattisgarh,kondagaon,2020,2,TOTAL,214666,365998866.829898
chhattisgarh,mahasamund,2020,2,TOTAL,554707,987188501.0492831
chhattisgarh,dhamtari,2020,3,TOTAL,464301,785732349.938926
chhattisgarh,korba,2020,3,TOTAL,1244497,2009501714.6041927
chhattisgarh,surajpur,2020,3,TOTAL,466294,871383230.3060559
chhattisgarh,baloda bazar,2020,3,TOTAL,771002,1235479975.3188782
chhattisgarh,sukma,2020,3,TOTAL,169385,438530201.2157915
chhattisgarh,raigarh,2020,3,TOTAL,1433072,2458680204.7860084
chhattisgarh,janjgir champa,2020,3,TOTAL,1514440,2490630273.085557
chhattisgarh,jashpur,2020,3,TOTAL,430402,733938150.3368851
chhattisgarh,balod,2020,3,TOTAL,471846,733232796.0256181
chhattisgarh,kabirdham,2020,3,TOTAL,402381,608806472.2682915
chhattisgarh,surguja,2020,3,TOTAL,707337,1327658513.4476824
chhattisgarh,dantewada,2020,3,TOTAL,229155,513318881.200006
chhattisgarh,gariyaband,2020,3,TOTAL,302410,526052466.32615495
chhattisgarh,durg,2020,3,TOTAL,3050549,4422630206.029019
chhattisgarh,rajnandgaon,2020,3,TOTAL,877383,1486830890.3385725
chhattisgarh,raipur,2020,3,TOTAL,6042530,10684762115.033833
chhattisgarh,narayanpur,2020,3,TOTAL,88855,172616130.5030778
chhattisgarh,kanker,2020,3,TOTAL,458506,944194080.7817578
chhattisgarh,korea,2020,3,TOTAL,505107,903153468.0155666
chhattisgarh,mungeli,2020,3,TOTAL,261398,440214275.05159545
chhattisgarh,bilaspur,2020,3,TOTAL,1745292,2896159000.806561
chhattisgarh,balrampur,2020,3,TOTAL,441036,1014202448.380359
chhattisgarh,bijapur,2020,3,TOTAL,211349,499340515.0420793
chhattisgarh,bemetara,2020,3,TOTAL,391183,568030403.7356443
chhattisgarh,bastar,2020,3,TOTAL,494723,996159111.5029507
chhattisgarh,kondagaon,2020,3,TOTAL,262629,472823128.6065277
chhattisgarh,mahasamund,2020,3,TOTAL,711477,1292683804.8464174
chhattisgarh,dhamtari,2020,4,TOTAL,624812,1116630006.0085955
chhattisgarh,korba,2020,4,TOTAL,1984429,3184943428.3822093
chhattisgarh,surajpur,2020,4,TOTAL,676567,1305789055.4768894
chhattisgarh,baloda bazar,2020,4,TOTAL,1079166,1896871501.902258
chhattisgarh,sukma,2020,4,TOTAL,238465,638524490.7419174
chhattisgarh,raigarh,2020,4,TOTAL,2064164,3637725480.8909154
chhattisgarh,janjgir champa,2020,4,TOTAL,2192318,3743676244.613643
chhattisgarh,jashpur,2020,4,TOTAL,599900,1101179048.8851104
chhattisgarh,balod,2020,4,TOTAL,653978,1065314612.5838513
chhattisgarh,kabirdham,2020,4,TOTAL,551734,894582481.4049557
chhattisgarh,surguja,2020,4,TOTAL,1086420,2064653403.7490907
chhattisgarh,dantewada,2020,4,TOTAL,318775,789981955.5130013
chhattisgarh,gariyaband,2020,4,TOTAL,417169,739494892.833446
chhattisgarh,durg,2020,4,TOTAL,4913427,7302773368.858854
chhattisgarh,rajnandgaon,2020,4,TOTAL,1290120,2254466252.901078
chhattisgarh,raipur,2020,4,TOTAL,8570997,14747848599.148956
chhattisgarh,narayanpur,2020,4,TOTAL,126331,257167467.5268439
chhattisgarh,kanker,2020,4,TOTAL,634514,1358849804.8078868
chhattisgarh,korea,2020,4,TOTAL,754942,1395166961.7705023
chhattisgarh,mungeli,2020,4,TOTAL,363678,666087422.2678833
chhattisgarh,bilaspur,2020,4,TOTAL,2837963,4829260316.92908
chhattisgarh,balrampur,2020,4,TOTAL,578790,1340368849.4000525
chhattisgarh,bijapur,2020,4,TOTAL,307460,766898011.8716979
chhattisgarh,bemetara,2020,4,TOTAL,520944,870151678.1162208
chhattisgarh,bastar,2020,4,TOTAL,738632,1566415259.0535295
chhattisgarh,kondagaon,2020,4,TOTAL,369192,728929648.0722761
chhattisgarh,mahasamund,2020,4,TOTAL,1034749,1951224040.2379332
chhattisgarh,dhamtari,2021,1,TOTAL,616731,1207143038.1613414
chhattisgarh,korba,2021,1,TOTAL,2152362,3547673112.829475
chhattisgarh,surajpur,2021,1,TOTAL,737441,1463328896.6740713
chhattisgarh,baloda bazar,2021,1,TOTAL,1102370,2084677637.5493598
chhattisgarh,sukma,2021,1,TOTAL,226511,681369447.0794361
chhattisgarh,raigarh,2021,1,TOTAL,2237708,4233022686.648001
chhattisgarh,janjgir champa,2021,1,TOTAL,2237748,4086540675.2864065
chhattisgarh,jashpur,2021,1,TOTAL,587229,1265771754.067021
chhattisgarh,balod,2021,1,TOTAL,645219,1132187020.9628415
chhattisgarh,kabirdham,2021,1,TOTAL,571899,968261725.3060706
chhattisgarh,surguja,2021,1,TOTAL,1195343,2299690489.1146884
chhattisgarh,dantewada,2021,1,TOTAL,315403,786274768.7264975
chhattisgarh,gariyaband,2021,1,TOTAL,396818,770501929.6385391
chhattisgarh,durg,2021,1,TOTAL,5455260,7697855739.555681
chhattisgarh,rajnandgaon,2021,1,TOTAL,1390205,2509162848.912773
chhattisgarh,raipur,2021,1,TOTAL,10625343,17249749779.092148
chhattisgarh,narayanpur,2021,1,TOTAL,109993,243552618.44345498
chhattisgarh,kanker,2021,1,TOTAL,619999,1482694763.8975682
chhattisgarh,korea,2021,1,TOTAL,796358,1498312909.9027839
chhattisgarh,mungeli,2021,1,TOTAL,383383,750343760.2255621
chhattisgarh,bilaspur,2021,1,TOTAL,3400745,5548981180.581255
chhattisgarh,balrampur,2021,1,TOTAL,597667,1498078490.3852754
chhattisgarh,bijapur,2021,1,TOTAL,291788,770612635.6192801
chhattisgarh,bemetara,2021,1,TOTAL,518166,943164752.8279293
chhattisgarh,bastar,2021,1,TOTAL,779252,1693715519.2819068
chhattisgarh,kondagaon,2021,1,TOTAL,360985,776775266.3840878
chhattisgarh,mahasamund,2021,1,TOTAL,1084511,2220399814.3984013
chhattisgarh,dhamtari,2021,2,TOTAL,803714,1475776201.9027843
chhattisgarh,korba,2021,2,TOTAL,2556656,4078628168.1593704
chhattisgarh,surajpur,2021,2,TOTAL,913088,1729440595.3210092
chhattisgarh,baloda bazar,2021,2,TOTAL,1461126,2578930313.1679645
chhattisgarh,sukma,2021,2,TOTAL,300111,816528670.0119865
chhattisgarh,raigarh,2021,2,TOTAL,2634959,4606676921.965151
chhattisgarh,janjgir champa,2021,2,TOTAL,2835495,4781785298.469424
chhattisgarh,jashpur,2021,2,TOTAL,728879,1441881668.181817
chhattisgarh,balod,2021,2,TOTAL,826679,1380147490.6980267
chhattisgarh,kabirdham,2021,2,TOTAL,771345,1267472695.823462
chhattisgarh,surguja,2021,2,TOTAL,1332917,2575596438.475781
chhattisgarh,dantewada,2021,2,TOTAL,405620,912949701.6650429
chhattisgarh,gariyaband,2021,2,TOTAL,533040,947099930.6488261
chhattisgarh,durg,2021,2,TOTAL,5360198,8406607059.064627
chhattisgarh,rajnandgaon,2021,2,TOTAL,1698948,3047951973.381322
chhattisgarh,raipur,2021,2,TOTAL,10882417,18678914879.009037
chhattisgarh,narayanpur,2021,2,TOTAL,137697,278432933.8749313
chhattisgarh,kanker,2021,2,TOTAL,765639,1633931245.0420275
chhattisgarh,korea,2021,2,TOTAL,984343,1764272111.0023508
chhattisgarh,mungeli,2021,2,TOTAL,530168,987805834.1695999
chhattisgarh,bilaspur,2021,2,TOTAL,3617926,6128946520.089718
chhattisgarh,balrampur,2021,2,TOTAL,750454,1767610921.031614
chhattisgarh,bijapur,2021,2,TOTAL,372315,897448843.8484007
chhattisgarh,bemetara,2021,2,TOTAL,684190,1191912269.372146
chhattisgarh,bastar,2021,2,TOTAL,956445,1858017026.943087
chhattisgarh,kondagaon,2021,2,TOTAL,469272,884960983.553756
chhattisgarh,mahasamund,2021,2,TOTAL,1375779,2609044564.352538
chhattisgarh,dhamtari,2021,3,TOTAL,985124,1824710331.729756
chhattisgarh,korba,2021,3,TOTAL,3562384,5269832115.82479
chhattisgarh,surajpur,2021,3,TOTAL,1244377,2128314524.3322616
chhattisgarh,baloda bazar,2021,3,TOTAL,1923490,3285959111.615432
chhattisgarh,sukma,2021,3,TOTAL,380899,1100850189.6459508
chhattisgarh,raigarh,2021,3,TOTAL,3676121,6178904602.829477
chhattisgarh,janjgir champa,2021,3,TOTAL,3691134,6044129725.467278
chhattisgarh,jashpur,2021,3,TOTAL,962130,1842499910.8893065
chhattisgarh,balod,2021,3,TOTAL,1006571,1667022367.554027
chhattisgarh,kabirdham,2021,3,TOTAL,957202,1535927184.3485236
chhattisgarh,surguja,2021,3,TOTAL,2006253,3418441123.0492086
chhattisgarh,dantewada,2021,3,TOTAL,499985,1130039078.1037703
chhattisgarh,gariyaband,2021,3,TOTAL,677715,1211971006.3224025
chhattisgarh,durg,2021,3,TOTAL,8289193,11563387669.133896
chhattisgarh,rajnandgaon,2021,3,TOTAL,2353407,3963184198.405422
chhattisgarh,raipur,2021,3,TOTAL,17276668,26769245295.713993
chhattisgarh,narayanpur,2021,3,TOTAL,167442,340593780.9719819
chhattisgarh,kanker,2021,3,TOTAL,987222,2049763959.4001064
chhattisgarh,korea,2021,3,TOTAL,1325395,2180425835.148514
chhattisgarh,mungeli,2021,3,TOTAL,654791,1165469291.6083956
chhattisgarh,bilaspur,2021,3,TOTAL,5603933,8478327761.385537
chhattisgarh,balrampur,2021,3,TOTAL,961639,2054725671.9706836
chhattisgarh,bijapur,2021,3,TOTAL,469983,1089393531.4026604
chhattisgarh,bemetara,2021,3,TOTAL,820436,1405816374.1530037
chhattisgarh,bastar,2021,3,TOTAL,1337066,2529543183.0390534
chhattisgarh,kondagaon,2021,3,TOTAL,603305,1129475741.4449344
chhattisgarh,mahasamund,2021,3,TOTAL,1814073,3248154697.285629
chhattisgarh,dhamtari,2021,4,TOTAL,1248118,2301060133.8491325
chhattisgarh,korba,2021,4,TOTAL,4813732,6967488786.247881
chhattisgarh,surajpur,2021,4,TOTAL,1620479,2695737530.090952
chhattisgarh,baloda bazar,2021,4,TOTAL,2428335,4125753409.5956497
chhattisgarh,sukma,2021,4,TOTAL,491853,1315468404.9234624
chhattisgarh,raigarh,2021,4,TOTAL,4987956,8118529781.855951
chhattisgarh,janjgir champa,2021,4,TOTAL,4713652,7509616301.088512
chhattisgarh,jashpur,2021,4,TOTAL,1283197,2398549912.2386475
chhattisgarh,balod,2021,4,TOTAL,1261829,2124024724.5642636
chhattisgarh,kabirdham,2021,4,TOTAL,1224202,1936737122.9796457
chhattisgarh,surguja,2021,4,TOTAL,2774724,4648918490.631775
chhattisgarh,dantewada,2021,4,TOTAL,666756,1425704987.1647797
chhattisgarh,gariyaband,2021,4,TOTAL,845852,1432175557.522806
chhattisgarh,durg,2021,4,TOTAL,10300130,14816073916.178635
chhattisgarh,rajnandgaon,2021,4,TOTAL,2897306,4944916181.246885
chhattisgarh,raipur,2021,4,TOTAL,23353982,36279287404.820206
chhattisgarh,narayanpur,2021,4,TOTAL,240761,489068703.1568668
chhattisgarh,kanker,2021,4,TOTAL,1324064,2662476374.1382093
chhattisgarh,korea,2021,4,TOTAL,1688351,2738248456.4006133
chhattisgarh,mungeli,2021,4,TOTAL,870531,1492676825.6655662
chhattisgarh,bilaspur,2021,4,TOTAL,7784221,11326296354.842558
