States,Pincodes,Transaction_Year,Quarters,registeredUsers
gujarat,bhavnagar,2018,1,22742
gujarat,ahmadabad,2018,2,94500
gujarat,surat,2018,2,60175
gujarat,vadodara,2018,2,49139
gujarat,rajkot,2018,2,44190
gujarat,gandhinagar,2018,2,41644
gujarat,bharuch,2018,2,40881
gujarat,kachchh,2018,2,32292
gujarat,mahesana,2018,2,30464
gujarat,banas kantha,2018,2,30378
gujarat,bhavnagar,2018,2,29895
gujarat,ahmadabad,2018,3,113391
gujarat,surat,2018,3,73560
gujarat,vadodara,2018,3,58525
gujarat,rajkot,2018,3,56563
gujarat,gandhinagar,2018,3,50366
gujarat,bharuch,2018,3,49974
gujarat,banas kantha,2018,3,38490
gujarat,kachchh,2018,3,38313
gujarat,mahesana,2018,3,36563
gujarat,bhavnagar,2018,3,36510
gujarat,ahmadabad,2018,4,135881
gujarat,surat,2018,4,89595
gujarat,vadodara,2018,4,71909
gujarat,rajkot,2018,4,69666
gujarat,gandhinagar,2018,4,62863
gujarat,bharuch,2018,4,62164
gujarat,banas kantha,2018,4,50895
gujarat,kachchh,2018,4,48467
gujarat,mahesana,2018,4,46926
gujarat,bhavnagar,2018,4,44962
gujarat,ahmadabad,2019,1,157558
gujarat,surat,2019,1,104683
gujarat,vadodara,2019,1,86656
gujarat,rajkot,2019,1,79826
gujarat,gandhinagar,2019,1,74106
gujarat,bharuch,2019,1,73240
gujarat,banas kantha,2019,1,60080
gujarat,kachchh,2019,1,58289
gujarat,mahesana,2019,1,56346
gujarat,valsad,2019,1,53663
gujarat,ahmadabad,2019,2,180042
gujarat,surat,2019,2,117410
gujarat,vadodara,2019,2,99259
gujarat,rajkot,2019,2,88490
gujarat,gandhinagar,2019,2,83582
gujarat,bharuch,2019,2,82557
gujarat,banas kantha,2019,2,67372
gujarat,kachchh,2019,2,66034
gujarat,mahesana,2019,2,64402
gujarat,valsad,2019,2,61531
gujarat,ahmadabad,2019,3,198132
gujarat,surat,2019,3,128538
gujarat,vadodara,2019,3,111163
gujarat,rajkot,2019,3,95896
gujarat,gandhinagar,2019,3,92274
gujarat,bharuch,2019,3,90925
gujarat,banas kantha,2019,3,73913
gujarat,mahesana,2019,3,73506
gujarat,kachchh,2019,3,72158
gujarat,valsad,2019,3,68940
gujarat,ahmadabad,2019,4,214322
gujarat,surat,2019,4,138999
gujarat,vadodara,2019,4,123670
gujarat,rajkot,2019,4,103138
gujarat,gandhinagar,2019,4,99646
gujarat,bharuch,2019,4,98804
gujarat,banas kantha,2019,4,81666
gujarat,mahesana,2019,4,79158
gujarat,kachchh,2019,4,78997
gujarat,valsad,2019,4,75408
gujarat,ahmadabad,2020,1,230047
gujarat,surat,2020,1,149506
gujarat,vadodara,2020,1,137283
gujarat,rajkot,2020,1,110684
gujarat,gandhinagar,2020,1,106915
gujarat,banas kantha,2020,1,106647
gujarat,bharuch,2020,1,90365
gujarat,mahesana,2020,1,86315
gujarat,kachchh,2020,1,84353
gujarat,valsad,2020,1,82048
gujarat,ahmadabad,2020,2,245129
gujarat,surat,2020,2,160784
gujarat,vadodara,2020,2,153681
gujarat,rajkot,2020,2,119752
gujarat,gandhinagar,2020,2,115539
gujarat,banas kantha,2020,2,115202
gujarat,bharuch,2020,2,100064
gujarat,mahesana,2020,2,95250
gujarat,kachchh,2020,2,90515
gujarat,valsad,2020,2,90259
gujarat,ahmadabad,2020,3,259468
gujarat,surat,2020,3,173062
gujarat,vadodara,2020,3,167802
gujarat,rajkot,2020,3,127956
gujarat,gandhinagar,2020,3,124692
gujarat,banas kantha,2020,3,123709
gujarat,bharuch,2020,3,109788
gujarat,mahesana,2020,3,103846
gujarat,kachchh,2020,3,98070
gujarat,valsad,2020,3,96759
gujarat,ahmadabad,2020,4,276969
gujarat,surat,2020,4,187103
gujarat,vadodara,2020,4,184572
gujarat,rajkot,2020,4,137335
gujarat,gandhinagar,2020,4,135529
gujarat,banas kantha,2020,4,133012
gujarat,bharuch,2020,4,121067
gujarat,kachchh,2020,4,112726
gujarat,mahesana,2020,4,105910
gujarat,valsad,2020,4,103359
gujarat,ahmadabad,2021,1,297048
gujarat,surat,2021,1,201470
gujarat,vadodara,2021,1,200058
gujarat,rajkot,2021,1,147473
gujarat,gandhinagar,2021,1,145856
gujarat,banas kantha,2021,1,142849
gujarat,bharuch,2021,1,130996
gujarat,kachchh,2021,1,121750
gujarat,mahesana,2021,1,113956
gujarat,valsad,2021,1,110989
gujarat,ahmadabad,2021,2,317597
gujarat,surat,2021,2,215717
gujarat,vadodara,2021,2,214776
gujarat,rajkot,2021,2,157608
gujarat,gandhinagar,2021,2,156006
gujarat,banas kantha,2021,2,152795
gujarat,bharuch,2021,2,140329
gujarat,kachchh,2021,2,130437
gujarat,mahesana,2021,2,121975
gujarat,valsad,2021,2,119329
gujarat,ahmadabad,2021,3,340436
gujarat,surat,2021,3,231725
gujarat,vadodara,2021,3,231353
gujarat,rajkot,2021,3,168968
gujarat,gandhinagar,2021,3,167307
gujarat,banas kantha,2021,3,163762
gujarat,bharuch,2021,3,150868
gujarat,kachchh,2021,3,140098
gujarat,mahesana,2021,3,130967
gujarat,valsad,2021,3,128886
gujarat,ahmadabad,2021,4,363595
gujarat,surat,2021,4,247983
gujarat,vadodara,2021,4,247597
gujarat,rajkot,2021,4,180294
gujarat,gandhinagar,2021,4,178606
gujarat,banas kantha,2021,4,174821
gujarat,bharuch,2021,4,161460
gujarat,kachchh,2021,4,149751
gujarat,mahesana,2021,4,139819
gujarat,valsad,2021,4,138286
gujarat,ahmadabad,2022,1,385040
gujarat,surat,2022,1,263596
gujarat,vadodara,2022,1,262287
gujarat,rajkot,2022,1,190769
gujarat,banas kantha,2022,1,189101
gujarat,gandhinagar,2022,1,185001
gujarat,bharuch,2022,1,171443
gujarat,kachchh,2022,1,158818
gujarat,mahesana,2022,1,148068
gujarat,valsad,2022,1,147477
gujarat,ahmadabad,2022,2,405477
gujarat,surat,2022,2,278453
gujarat,vadodara,2022,2,276339
gujarat,rajkot,2022,2,200828
gujarat,banas kantha,2022,2,199079
gujarat,gandhinagar,2022,2,194725
gujarat,bharuch,2022,2,180851
gujarat,kachchh,2022,2,167419
gujarat,mahesana,2022,2,156144
gujarat,valsad,2022,2,155908
gujarat,ahmadabad,2022,3,426968
gujarat,surat,2022,3,294155
gujarat,vadodara,2022,3,290935
gujarat,rajkot,2022,3,211361
gujarat,banas kantha,2022,3,209495
gujarat,gandhinagar,2022,3,204832
gujarat,bharuch,2022,3,190805
gujarat,kachchh,2022,3,176390
gujarat,mahesana,2022,3,164910
gujarat,valsad,2022,3,164109
gujarat,ahmadabad,2022,4,448463
gujarat,surat,2022,4,309875
gujarat,vadodara,2022,4,305674
gujarat,rajkot,2022,4,221859
gujarat,banas kantha,2022,4,219947
gujarat,gandhinagar,2022,4,214911
gujarat,bharuch,2022,4,200547
gujarat,kachchh,2022,4,185450
gujarat,mahesana,2022,4,173196
gujarat,valsad,2022,4,172424
haryana,gurugram,2018,1,82656
haryana,faridabad,2018,1,52178
haryana,hisar,2018,1,48088
haryana,rewari,2018,1,42709
haryana,sonipat,2018,1,42454
haryana,panipat,2018,1,42239
haryana,karnal,2018,1,36966
haryana,sirsa,2018,1,34462
haryana,rohtak,2018,1,33437
haryana,bhiwani,2018,1,31575
haryana,gurugram,2018,2,107275
haryana,faridabad,2018,2,69412
haryana,hisar,2018,2,63458
haryana,rewari,2018,2,56154
haryana,sonipat,2018,2,55528
haryana,panipat,2018,2,54489
haryana,karnal,2018,2,48721
haryana,sirsa,2018,2,44946
haryana,rohtak,2018,2,44764
haryana,bhiwani,2018,2,41673
haryana,gurugram,2018,3,130847
haryana,faridabad,2018,3,86428
haryana,hisar,2018,3,78699
haryana,rewari,2018,3,71428
haryana,sonipat,2018,3,68873
haryana,panipat,2018,3,67331
haryana,karnal,2018,3,59016
haryana,sirsa,2018,3,54477
haryana,rohtak,2018,3,54363
haryana,ambala,2018,3,50845
haryana,gurugram,2018,4,163556
haryana,faridabad,2018,4,117034
haryana,hisar,2018,4,103920
haryana,rewari,2018,4,101287
haryana,sonipat,2018,4,86547
haryana,panipat,2018,4,85334
haryana,karnal,2018,4,71218
haryana,sirsa,2018,4,67543
haryana,rohtak,2018,4,67235
haryana,jhajjar,2018,4,64480
haryana,gurugram,2019,1,194366
haryana,faridabad,2019,1,144318
haryana,hisar,2019,1,125626
haryana,rewari,2019,1,122040
haryana,sonipat,2019,1,102287
haryana,panipat,2019,1,101815
haryana,karnal,2019,1,83228
haryana,rohtak,2019,1,81253
haryana,sirsa,2019,1,80409
haryana,palwal,2019,1,80255
haryana,gurugram,2019,2,217913
haryana,faridabad,2019,2,164350
haryana,hisar,2019,2,141046
haryana,rewari,2019,2,138083
haryana,sonipat,2019,2,115060
haryana,panipat,2019,2,114395
haryana,karnal,2019,2,94885
haryana,rohtak,2019,2,93648
haryana,palwal,2019,2,92297
haryana,sirsa,2019,2,90453
haryana,gurugram,2019,3,239679
haryana,faridabad,2019,3,182786
haryana,hisar,2019,3,155581
haryana,rewari,2019,3,152399
haryana,sonipat,2019,3,126886
haryana,panipat,2019,3,126740
haryana,karnal,2019,3,106171
haryana,rohtak,2019,3,105974
haryana,palwal,2019,3,103749
haryana,jhajjar,2019,3,99827
haryana,gurugram,2019,4,258880
haryana,faridabad,2019,4,201072
haryana,hisar,2019,4,169105
haryana,rewari,2019,4,164555
haryana,sonipat,2019,4,137295
haryana,panipat,2019,4,136781
haryana,karnal,2019,4,117172
haryana,rohtak,2019,4,115727
haryana,palwal,2019,4,113575
haryana,jhajjar,2019,4,109845
haryana,gurugram,2020,1,277400
haryana,faridabad,2020,1,220431
haryana,hisar,2020,1,183564
haryana,sonipat,2020,1,177159
haryana,rewari,2020,1,147672
haryana,panipat,2020,1,146453
haryana,karnal,2020,1,129418
haryana,palwal,2020,1,126121
haryana,rohtak,2020,1,124071
haryana,jhajjar,2020,1,120068
haryana,gurugram,2020,2,293479
haryana,faridabad,2020,2,239658
haryana,hisar,2020,2,198248
haryana,sonipat,2020,2,190142
haryana,rewari,2020,2,157703
haryana,panipat,2020,2,154797
haryana,karnal,2020,2,142490
haryana,palwal,2020,2,136592
haryana,jhajjar,2020,2,135535
haryana,rohtak,2020,2,127957
haryana,gurugram,2020,3,314031
haryana,faridabad,2020,3,261230
haryana,hisar,2020,3,214022
haryana,sonipat,2020,3,205343
haryana,rewari,2020,3,170596
haryana,panipat,2020,3,165039
haryana,karnal,2020,3,155722
haryana,palwal,2020,3,149067
haryana,jhajjar,2020,3,148188
haryana,rohtak,2020,3,138271
haryana,gurugram,2020,4,336803
haryana,faridabad,2020,4,283882
haryana,hisar,2020,4,230786
haryana,sonipat,2020,4,221002
haryana,rewari,2020,4,184356
haryana,panipat,2020,4,176881
haryana,karnal,2020,4,169232
haryana,jhajjar,2020,4,161912
haryana,palwal,2020,4,160526
haryana,rohtak,2020,4,150225
haryana,gurugram,2021,1,361360
haryana,faridabad,2021,1,306230
haryana,hisar,2021,1,247955
haryana,sonipat,2021,1,237542
haryana,rewari,2021,1,198022
haryana,panipat,2021,1,189395
haryana,karnal,2021,1,182342
haryana,jhajjar,2021,1,173733
haryana,palwal,2021,1,172665
haryana,rohtak,2021,1,162301
haryana,gurugram,2021,2,385555
haryana,faridabad,2021,2,328000
haryana,hisar,2021,2,264861
haryana,sonipat,2021,2,254045
haryana,rewari,2021,2,211281
haryana,panipat,2021,2,201795
haryana,karnal,2021,2,195621
haryana,jhajjar,2021,2,186059
haryana,palwal,2021,2,184718
haryana,rohtak,2021,2,173740
haryana,gurugram,2021,3,412737
haryana,faridabad,2021,3,352312
haryana,hisar,2021,3,284042
haryana,sonipat,2021,3,272333
haryana,rewari,2021,3,226097
haryana,panipat,2021,3,215608
haryana,karnal,2021,3,210637
haryana,jhajjar,2021,3,199561
haryana,palwal,2021,3,198439
haryana,rohtak,2021,3,186579
haryana,gurugram,2021,4,440178
haryana,faridabad,2021,4,376910
haryana,hisar,2021,4,303566
haryana,sonipat,2021,4,290827
haryana,rewari,2021,4,241050
haryana,panipat,2021,4,229524
haryana,karnal,2021,4,225645
haryana,jhajjar,2021,4,213051
haryana,palwal,2021,4,212046
haryana,rohtak,2021,4,199804
haryana,gurugram,2022,1,465984
haryana,faridabad,2022,1,400283
haryana,hisar,2022,1,321859
haryana,sonipat,2022,1,308144
haryana,rewari,2022,1,255061
haryana,panipat,2022,1,242575
haryana,karnal,2022,1,239809
haryana,jhajjar,2022,1,225735
haryana,palwal,2022,1,225100
haryana,rohtak,2022,1,212387
haryana,gurugram,2022,2,490709
haryana,faridabad,2022,2,422488
haryana,hisar,2022,2,339295
haryana,sonipat,2022,2,324650
haryana,rewari,2022,2,268387
haryana,panipat,2022,2,255084
haryana,karnal,2022,2,253094
haryana,jhajjar,2022,2,237736
haryana,palwal,2022,2,237454
haryana,rohtak,2022,2,224546
haryana,gurugram,2022,3,516313
haryana,faridabad,2022,3,445822
haryana,hisar,2022,3,357581
haryana,sonipat,2022,3,341866
haryana,rewari,2022,3,282229
haryana,panipat,2022,3,267850
haryana,karnal,2022,3,266955
haryana,jhajjar,2022,3,250221
haryana,palwal,2022,3,250178
haryana,rohtak,2022,3,237160
haryana,gurugram,2022,4,542209
haryana,faridabad,2022,4,468607
haryana,hisar,2022,4,376201
haryana,sonipat,2022,4,358891
haryana,rewari,2022,4,296184
haryana,panipat,2022,4,280688
haryana,karnal,2022,4,279801
haryana,jhajjar,2022,4,262578
haryana,palwal,2022,4,262455
haryana,rohtak,2022,4,249924
himachal-pradesh,solan,2018,1,21409
himachal-pradesh,kangra,2018,1,10157
himachal-pradesh,shimla,2018,1,6327
himachal-pradesh,mandi,2018,1,4677
himachal-pradesh,sirmaur,2018,1,4527
himachal-pradesh,hamirpur,2018,1,4335
himachal-pradesh,kullu,2018,1,3744
himachal-pradesh,una,2018,1,2951
himachal-pradesh,bilaspur,2018,1,2940
himachal-pradesh,chamba,2018,1,2912
himachal-pradesh,solan,2018,2,29254
himachal-pradesh,kangra,2018,2,13908
himachal-pradesh,shimla,2018,2,8719
himachal-pradesh,mandi,2018,2,6220
himachal-pradesh,sirmaur,2018,2,5964
himachal-pradesh,hamirpur,2018,2,5918
himachal-pradesh,kullu,2018,2,4890
himachal-pradesh,una,2018,2,4234
himachal-pradesh,bilaspur,2018,2,4023
himachal-pradesh,chamba,2018,2,4020
himachal-pradesh,solan,2018,3,37149
himachal-pradesh,kangra,2018,3,17987
himachal-pradesh,shimla,2018,3,11142
himachal-pradesh,mandi,2018,3,7941
himachal-pradesh,sirmaur,2018,3,7758
himachal-pradesh,hamirpur,2018,3,7505
himachal-pradesh,kullu,2018,3,6192
himachal-pradesh,una,2018,3,5563
himachal-pradesh,bilaspur,2018,3,5268
himachal-pradesh,chamba,2018,3,5008
himachal-pradesh,solan,2018,4,46448
himachal-pradesh,kangra,2018,4,22954
himachal-pradesh,shimla,2018,4,14237
himachal-pradesh,mandi,2018,4,10405
himachal-pradesh,sirmaur,2018,4,9879
himachal-pradesh,hamirpur,2018,4,9492
himachal-pradesh,kullu,2018,4,7597
himachal-pradesh,una,2018,4,6982
himachal-pradesh,bilaspur,2018,4,6667
himachal-pradesh,chamba,2018,4,6284
himachal-pradesh,solan,2019,1,56637
himachal-pradesh,kangra,2019,1,28081
himachal-pradesh,shimla,2019,1,17415
himachal-pradesh,mandi,2019,1,12770
himachal-pradesh,sirmaur,2019,1,11959
himachal-pradesh,hamirpur,2019,1,11430
himachal-pradesh,kullu,2019,1,9174
himachal-pradesh,una,2019,1,8340
himachal-pradesh,bilaspur,2019,1,8058
himachal-pradesh,chamba,2019,1,7691
himachal-pradesh,solan,2019,2,63870
himachal-pradesh,kangra,2019,2,31906
himachal-pradesh,shimla,2019,2,19851
himachal-pradesh,mandi,2019,2,15049
himachal-pradesh,sirmaur,2019,2,14034
himachal-pradesh,kullu,2019,2,13320
himachal-pradesh,hamirpur,2019,2,10832
himachal-pradesh,una,2019,2,9780
himachal-pradesh,bilaspur,2019,2,9747
himachal-pradesh,chamba,2019,2,9130
himachal-pradesh,solan,2019,3,70222
himachal-pradesh,kangra,2019,3,35428
himachal-pradesh,shimla,2019,3,22094
himachal-pradesh,mandi,2019,3,17220
himachal-pradesh,sirmaur,2019,3,15731
himachal-pradesh,kullu,2019,3,14882
himachal-pradesh,hamirpur,2019,3,12394
himachal-pradesh,una,2019,3,11173
himachal-pradesh,bilaspur,2019,3,10978
himachal-pradesh,chamba,2019,3,10399
himachal-pradesh,solan,2019,4,77412
himachal-pradesh,kangra,2019,4,39379
himachal-pradesh,shimla,2019,4,24538
himachal-pradesh,mandi,2019,4,19051
himachal-pradesh,sirmaur,2019,4,17472
himachal-pradesh,kullu,2019,4,16323
himachal-pradesh,hamirpur,2019,4,13750
himachal-pradesh,una,2019,4,12379
himachal-pradesh,bilaspur,2019,4,12230
himachal-pradesh,chamba,2019,4,11618
himachal-pradesh,solan,2020,1,85023
himachal-pradesh,kangra,2020,1,43696
himachal-pradesh,shimla,2020,1,27182
himachal-pradesh,mandi,2020,1,20947
himachal-pradesh,sirmaur,2020,1,19230
himachal-pradesh,kullu,2020,1,17895
himachal-pradesh,hamirpur,2020,1,15177
himachal-pradesh,una,2020,1,14023
himachal-pradesh,bilaspur,2020,1,13586
himachal-pradesh,chamba,2020,1,13081
himachal-pradesh,solan,2020,2,93348
himachal-pradesh,kangra,2020,2,48771
himachal-pradesh,shimla,2020,2,30216
himachal-pradesh,mandi,2020,2,22621
himachal-pradesh,sirmaur,2020,2,20572
himachal-pradesh,hamirpur,2020,2,19328
himachal-pradesh,kullu,2020,2,16849
himachal-pradesh,una,2020,2,15644
himachal-pradesh,bilaspur,2020,2,15168
himachal-pradesh,chamba,2020,2,14833
himachal-pradesh,solan,2020,3,101524
himachal-pradesh,kangra,2020,3,53414
himachal-pradesh,shimla,2020,3,33220
himachal-pradesh,mandi,2020,3,24316
himachal-pradesh,sirmaur,2020,3,22105
himachal-pradesh,hamirpur,2020,3,20882
himachal-pradesh,kullu,2020,3,18324
himachal-pradesh,una,2020,3,17152
himachal-pradesh,bilaspur,2020,3,16548
himachal-pradesh,chamba,2020,3,16421
himachal-pradesh,solan,2020,4,110995
himachal-pradesh,kangra,2020,4,58396
himachal-pradesh,shimla,2020,4,36256
himachal-pradesh,mandi,2020,4,26251
himachal-pradesh,sirmaur,2020,4,24257
himachal-pradesh,hamirpur,2020,4,22628
himachal-pradesh,kullu,2020,4,19932
himachal-pradesh,una,2020,4,18553
himachal-pradesh,bilaspur,2020,4,18098
himachal-pradesh,chamba,2020,4,17862
himachal-pradesh,solan,2021,1,120028
himachal-pradesh,kangra,2021,1,63010
himachal-pradesh,shimla,2021,1,39145
himachal-pradesh,mandi,2021,1,28099
himachal-pradesh,sirmaur,2021,1,26308
himachal-pradesh,hamirpur,2021,1,24282
himachal-pradesh,kullu,2021,1,21401
himachal-pradesh,una,2021,1,19889
himachal-pradesh,bilaspur,2021,1,19502
himachal-pradesh,chamba,2021,1,19161
himachal-pradesh,solan,2021,2,128445
himachal-pradesh,kangra,2021,2,67535
himachal-pradesh,shimla,2021,2,41910
himachal-pradesh,mandi,2021,2,30003
himachal-pradesh,sirmaur,2021,2,28068
himachal-pradesh,hamirpur,2021,2,25888
himachal-pradesh,kullu,2021,2,22836
himachal-pradesh,una,2021,2,21257
himachal-pradesh,bilaspur,2021,2,20908
himachal-pradesh,chamba,2021,2,20508
himachal-pradesh,solan,2021,3,138260
himachal-pradesh,kangra,2021,3,72710
himachal-pradesh,shimla,2021,3,45026
himachal-pradesh,mandi,2021,3,32132
himachal-pradesh,sirmaur,2021,3,30015
himachal-pradesh,hamirpur,2021,3,27667
himachal-pradesh,kullu,2021,3,24453
himachal-pradesh,una,2021,3,22876
himachal-pradesh,bilaspur,2021,3,22418
himachal-pradesh,chamba,2021,3,22067
himachal-pradesh,solan,2021,4,148059
himachal-pradesh,kangra,2021,4,77954
himachal-pradesh,shimla,2021,4,48141
himachal-pradesh,mandi,2021,4,34260
himachal-pradesh,sirmaur,2021,4,31988
himachal-pradesh,hamirpur,2021,4,29456
himachal-pradesh,kullu,2021,4,26040
himachal-pradesh,una,2021,4,24421
himachal-pradesh,bilaspur,2021,4,23938
himachal-pradesh,chamba,2021,4,23494
himachal-pradesh,solan,2022,1,157444
himachal-pradesh,kangra,2022,1,83008
himachal-pradesh,shimla,2022,1,51122
himachal-pradesh,mandi,2022,1,36295
himachal-pradesh,sirmaur,2022,1,33781
himachal-pradesh,hamirpur,2022,1,31090
himachal-pradesh,kullu,2022,1,27584
himachal-pradesh,una,2022,1,25946
himachal-pradesh,bilaspur,2022,1,25418
himachal-pradesh,chamba,2022,1,24940
himachal-pradesh,solan,2022,2,166449
himachal-pradesh,kangra,2022,2,87920
himachal-pradesh,shimla,2022,2,54009
himachal-pradesh,mandi,2022,2,38203
himachal-pradesh,sirmaur,2022,2,35511
himachal-pradesh,hamirpur,2022,2,32684
himachal-pradesh,kullu,2022,2,29069
himachal-pradesh,una,2022,2,27332
himachal-pradesh,bilaspur,2022,2,26787
himachal-pradesh,chamba,2022,2,26283
himachal-pradesh,solan,2022,3,175904
himachal-pradesh,kangra,2022,3,92820
himachal-pradesh,shimla,2022,3,56931
himachal-pradesh,mandi,2022,3,40204
himachal-pradesh,sirmaur,2022,3,37302
himachal-pradesh,hamirpur,2022,3,34261
himachal-pradesh,kullu,2022,3,30499
himachal-pradesh,una,2022,3,28749
himachal-pradesh,bilaspur,2022,3,28132
himachal-pradesh,chamba,2022,3,27631
himachal-pradesh,solan,2022,4,185427
himachal-pradesh,kangra,2022,4,97287
himachal-pradesh,shimla,2022,4,59665
himachal-pradesh,mandi,2022,4,42153
himachal-pradesh,sirmaur,2022,4,38954
himachal-pradesh,hamirpur,2022,4,35912
himachal-pradesh,kullu,2022,4,31959
himachal-pradesh,una,2022,4,30045
himachal-pradesh,bilaspur,2022,4,29369
himachal-pradesh,chamba,2022,4,28849
jammu-&-kashmir,jammu,2018,1,5269
jammu-&-kashmir,srinagar,2018,1,5007
jammu-&-kashmir,baramulla,2018,1,4190
jammu-&-kashmir,budgam,2018,1,3395
jammu-&-kashmir,anantnag,2018,1,3065
jammu-&-kashmir,udhampur,2018,1,2944
jammu-&-kashmir,pulwama,2018,1,2936
jammu-&-kashmir,kathua,2018,1,2818
jammu-&-kashmir,kupwara,2018,1,2709
jammu-&-kashmir,samba,2018,1,2652
jammu-&-kashmir,jammu,2018,2,7986
jammu-&-kashmir,srinagar,2018,2,7438
jammu-&-kashmir,baramulla,2018,2,5723
jammu-&-kashmir,budgam,2018,2,4802
jammu-&-kashmir,anantnag,2018,2,4422
jammu-&-kashmir,pulwama,2018,2,4375
jammu-&-kashmir,udhampur,2018,2,4365
jammu-&-kashmir,kathua,2018,2,4273
jammu-&-kashmir,kupwara,2018,2,4135
jammu-&-kashmir,samba,2018,2,3898
jammu-&-kashmir,jammu,2018,3,9601
jammu-&-kashmir,srinagar,2018,3,9032
jammu-&-kashmir,baramulla,2018,3,7476
jammu-&-kashmir,budgam,2018,3,5979
jammu-&-kashmir,anantnag,2018,3,5943
jammu-&-kashmir,udhampur,2018,3,5879
jammu-&-kashmir,kathua,2018,3,5517
jammu-&-kashmir,kupwara,2018,3,5263
jammu-&-kashmir,pulwama,2018,3,5198
jammu-&-kashmir,samba,2018,3,5135
jammu-&-kashmir,jammu,2018,4,12478
jammu-&-kashmir,srinagar,2018,4,10528
jammu-&-kashmir,baramulla,2018,4,9527
jammu-&-kashmir,budgam,2018,4,7532
jammu-&-kashmir,anantnag,2018,4,7450
jammu-&-kashmir,udhampur,2018,4,7241
jammu-&-kashmir,kathua,2018,4,7223
jammu-&-kashmir,kupwara,2018,4,6736
jammu-&-kashmir,pulwama,2018,4,6478
jammu-&-kashmir,samba,2018,4,6469
jammu-&-kashmir,jammu,2019,1,14885
jammu-&-kashmir,srinagar,2019,1,12289
jammu-&-kashmir,baramulla,2019,1,11156
jammu-&-kashmir,budgam,2019,1,9231
jammu-&-kashmir,anantnag,2019,1,8932
jammu-&-kashmir,kathua,2019,1,8654
jammu-&-kashmir,kupwara,2019,1,8424
jammu-&-kashmir,udhampur,2019,1,8024
jammu-&-kashmir,pulwama,2019,1,7868
jammu-&-kashmir,samba,2019,1,7825
jammu-&-kashmir,jammu,2019,2,17029
jammu-&-kashmir,srinagar,2019,2,14189
jammu-&-kashmir,baramulla,2019,2,13015
jammu-&-kashmir,budgam,2019,2,10950
jammu-&-kashmir,anantnag,2019,2,10288
jammu-&-kashmir,kupwara,2019,2,10139
jammu-&-kashmir,kathua,2019,2,9908
jammu-&-kashmir,udhampur,2019,2,9583
jammu-&-kashmir,pulwama,2019,2,9196
jammu-&-kashmir,samba,2019,2,9169
jammu-&-kashmir,jammu,2019,3,17993
jammu-&-kashmir,srinagar,2019,3,14355
jammu-&-kashmir,baramulla,2019,3,13902
jammu-&-kashmir,budgam,2019,3,11203
jammu-&-kashmir,anantnag,2019,3,10800
jammu-&-kashmir,kupwara,2019,3,10724
jammu-&-kashmir,kathua,2019,3,10547
jammu-&-kashmir,udhampur,2019,3,9751
jammu-&-kashmir,pulwama,2019,3,9744
jammu-&-kashmir,samba,2019,3,9704
jammu-&-kashmir,jammu,2019,4,18455
jammu-&-kashmir,srinagar,2019,4,14382
jammu-&-kashmir,baramulla,2019,4,14240
jammu-&-kashmir,budgam,2019,4,11233
jammu-&-kashmir,anantnag,2019,4,10986
jammu-&-kashmir,kathua,2019,4,10954
jammu-&-kashmir,kupwara,2019,4,10919
jammu-&-kashmir,udhampur,2019,4,10065
jammu-&-kashmir,pulwama,2019,4,10023
jammu-&-kashmir,samba,2019,4,9753
jammu-&-kashmir,jammu,2020,1,20047
jammu-&-kashmir,srinagar,2020,1,15358
jammu-&-kashmir,baramulla,2020,1,15255
jammu-&-kashmir,budgam,2020,1,12168
jammu-&-kashmir,anantnag,2020,1,11937
jammu-&-kashmir,kathua,2020,1,11815
jammu-&-kashmir,kupwara,2020,1,11750
jammu-&-kashmir,udhampur,2020,1,11049
jammu-&-kashmir,samba,2020,1,10825
jammu-&-kashmir,pulwama,2020,1,10439
jammu-&-kashmir,jammu,2020,2,22972
jammu-&-kashmir,srinagar,2020,2,17564
jammu-&-kashmir,baramulla,2020,2,16682
jammu-&-kashmir,budgam,2020,2,13753
jammu-&-kashmir,kathua,2020,2,13474
jammu-&-kashmir,anantnag,2020,2,13447
jammu-&-kashmir,kupwara,2020,2,12915
jammu-&-kashmir,udhampur,2020,2,12861
jammu-&-kashmir,samba,2020,2,11985
jammu-&-kashmir,pulwama,2020,2,11722
jammu-&-kashmir,jammu,2020,3,25681
jammu-&-kashmir,srinagar,2020,3,19818
jammu-&-kashmir,baramulla,2020,3,18089
jammu-&-kashmir,budgam,2020,3,15552
jammu-&-kashmir,kathua,2020,3,15175
jammu-&-kashmir,anantnag,2020,3,14748
jammu-&-kashmir,udhampur,2020,3,14610
jammu-&-kashmir,kupwara,2020,3,14402
jammu-&-kashmir,samba,2020,3,13333
jammu-&-kashmir,pulwama,2020,3,13160
jammu-&-kashmir,jammu,2020,4,28888
jammu-&-kashmir,srinagar,2020,4,22613
jammu-&-kashmir,baramulla,2020,4,20269
jammu-&-kashmir,budgam,2020,4,17601
jammu-&-kashmir,kathua,2020,4,17328
jammu-&-kashmir,anantnag,2020,4,16498
jammu-&-kashmir,kupwara,2020,4,16439
jammu-&-kashmir,udhampur,2020,4,16265
jammu-&-kashmir,samba,2020,4,14882
jammu-&-kashmir,rajouri,2020,4,14784
jammu-&-kashmir,jammu,2021,1,31390
jammu-&-kashmir,srinagar,2021,1,24595
jammu-&-kashmir,baramulla,2021,1,22099
