States,Pincodes,Transaction_Year,Quarters,registeredUsers
madhya-pradesh,indore,2020,2,158954
madhya-pradesh,bhopal,2020,2,153695
madhya-pradesh,gwalior,2020,2,144023
madhya-pradesh,jabalpur,2020,2,139367
madhya-pradesh,ujjain,2020,2,116167
madhya-pradesh,sagar,2020,2,111581
madhya-pradesh,rewa,2020,2,110268
madhya-pradesh,dhar,2020,2,104519
madhya-pradesh,chhindwara,2020,2,98532
madhya-pradesh,satna,2020,2,98080
madhya-pradesh,indore,2020,3,173274
madhya-pradesh,bhopal,2020,3,162767
madhya-pradesh,gwalior,2020,3,155823
madhya-pradesh,jabalpur,2020,3,149318
madhya-pradesh,ujjain,2020,3,127166
madhya-pradesh,sagar,2020,3,122974
madhya-pradesh,dhar,2020,3,119294
madhya-pradesh,rewa,2020,3,114237
madhya-pradesh,chhindwara,2020,3,107317
madhya-pradesh,satna,2020,3,107084
madhya-pradesh,indore,2020,4,188460
madhya-pradesh,bhopal,2020,4,173333
madhya-pradesh,gwalior,2020,4,167885
madhya-pradesh,jabalpur,2020,4,160146
madhya-pradesh,ujjain,2020,4,138574
madhya-pradesh,sagar,2020,4,134427
madhya-pradesh,dhar,2020,4,128730
madhya-pradesh,rewa,2020,4,124525
madhya-pradesh,chhindwara,2020,4,116379
madhya-pradesh,satna,2020,4,116281
madhya-pradesh,indore,2021,1,202915
madhya-pradesh,bhopal,2021,1,185582
madhya-pradesh,gwalior,2021,1,180488
madhya-pradesh,jabalpur,2021,1,171754
madhya-pradesh,ujjain,2021,1,149137
madhya-pradesh,sagar,2021,1,145248
madhya-pradesh,dhar,2021,1,138100
madhya-pradesh,rewa,2021,1,134163
madhya-pradesh,chhindwara,2021,1,125599
madhya-pradesh,satna,2021,1,125104
madhya-pradesh,indore,2021,2,216522
madhya-pradesh,bhopal,2021,2,198059
madhya-pradesh,gwalior,2021,2,193208
madhya-pradesh,jabalpur,2021,2,183345
madhya-pradesh,ujjain,2021,2,159236
madhya-pradesh,sagar,2021,2,155865
madhya-pradesh,dhar,2021,2,147363
madhya-pradesh,rewa,2021,2,143414
madhya-pradesh,chhindwara,2021,2,134469
madhya-pradesh,satna,2021,2,133879
madhya-pradesh,indore,2021,3,231582
madhya-pradesh,bhopal,2021,3,211664
madhya-pradesh,gwalior,2021,3,207599
madhya-pradesh,jabalpur,2021,3,196173
madhya-pradesh,ujjain,2021,3,170393
madhya-pradesh,sagar,2021,3,167859
madhya-pradesh,dhar,2021,3,157536
madhya-pradesh,rewa,2021,3,153878
madhya-pradesh,chhindwara,2021,3,144518
madhya-pradesh,satna,2021,3,143700
madhya-pradesh,indore,2021,4,246911
madhya-pradesh,bhopal,2021,4,225433
madhya-pradesh,gwalior,2021,4,222066
madhya-pradesh,jabalpur,2021,4,208931
madhya-pradesh,ujjain,2021,4,181784
madhya-pradesh,sagar,2021,4,179603
madhya-pradesh,dhar,2021,4,167796
madhya-pradesh,rewa,2021,4,164329
madhya-pradesh,chhindwara,2021,4,154609
madhya-pradesh,satna,2021,4,153628
madhya-pradesh,indore,2022,1,261115
madhya-pradesh,bhopal,2022,1,238296
madhya-pradesh,gwalior,2022,1,235768
madhya-pradesh,jabalpur,2022,1,220888
madhya-pradesh,ujjain,2022,1,192336
madhya-pradesh,sagar,2022,1,190837
madhya-pradesh,dhar,2022,1,177586
madhya-pradesh,rewa,2022,1,174161
madhya-pradesh,chhindwara,2022,1,164039
madhya-pradesh,satna,2022,1,163020
madhya-pradesh,indore,2022,2,274815
madhya-pradesh,bhopal,2022,2,250461
madhya-pradesh,gwalior,2022,2,248656
madhya-pradesh,jabalpur,2022,2,232223
madhya-pradesh,ujjain,2022,2,202395
madhya-pradesh,sagar,2022,2,201497
madhya-pradesh,dhar,2022,2,186815
madhya-pradesh,rewa,2022,2,183624
madhya-pradesh,chhindwara,2022,2,173002
madhya-pradesh,satna,2022,2,172044
madhya-pradesh,indore,2022,3,288913
madhya-pradesh,bhopal,2022,3,263235
madhya-pradesh,gwalior,2022,3,262081
madhya-pradesh,jabalpur,2022,3,243950
madhya-pradesh,ujjain,2022,3,212978
madhya-pradesh,sagar,2022,3,212433
madhya-pradesh,dhar,2022,3,196282
madhya-pradesh,rewa,2022,3,193259
madhya-pradesh,chhindwara,2022,3,182361
madhya-pradesh,satna,2022,3,181296
madhya-pradesh,indore,2022,4,303133
madhya-pradesh,bhopal,2022,4,276072
madhya-pradesh,gwalior,2022,4,274876
madhya-pradesh,jabalpur,2022,4,255626
madhya-pradesh,ujjain,2022,4,223606
madhya-pradesh,sagar,2022,4,223077
madhya-pradesh,dhar,2022,4,205810
madhya-pradesh,rewa,2022,4,202602
madhya-pradesh,chhindwara,2022,4,191690
madhya-pradesh,satna,2022,4,190477
maharashtra,pune,2018,1,55174
maharashtra,mumbai suburban,2018,1,54638
maharashtra,thane,2018,1,53647
maharashtra,nashik,2018,1,52495
maharashtra,nagpur,2018,1,49627
maharashtra,aurangabad,2018,1,48926
maharashtra,mumbai,2018,1,46211
maharashtra,ahmednagar,2018,1,44726
maharashtra,solapur,2018,1,41663
maharashtra,raigad,2018,1,41385
maharashtra,pune,2018,2,72841
maharashtra,mumbai suburban,2018,2,69458
maharashtra,thane,2018,2,68851
maharashtra,nashik,2018,2,68126
maharashtra,nagpur,2018,2,68039
maharashtra,aurangabad,2018,2,64163
maharashtra,mumbai,2018,2,62765
maharashtra,ahmednagar,2018,2,61067
maharashtra,solapur,2018,2,54537
maharashtra,palghar,2018,2,53923
maharashtra,pune,2018,3,91512
maharashtra,mumbai suburban,2018,3,88889
maharashtra,thane,2018,3,84490
maharashtra,nashik,2018,3,84300
maharashtra,nagpur,2018,3,82739
maharashtra,aurangabad,2018,3,80013
maharashtra,mumbai,2018,3,77756
maharashtra,ahmednagar,2018,3,76860
maharashtra,solapur,2018,3,67915
maharashtra,palghar,2018,3,67300
maharashtra,pune,2018,4,130390
maharashtra,mumbai suburban,2018,4,113676
maharashtra,thane,2018,4,106288
maharashtra,nashik,2018,4,106132
maharashtra,nagpur,2018,4,103325
maharashtra,mumbai,2018,4,102393
maharashtra,aurangabad,2018,4,102306
maharashtra,ahmednagar,2018,4,93461
maharashtra,solapur,2018,4,88343
maharashtra,palghar,2018,4,87905
maharashtra,pune,2019,1,164019
maharashtra,mumbai suburban,2019,1,137359
maharashtra,thane,2019,1,133341
maharashtra,nashik,2019,1,129314
maharashtra,nagpur,2019,1,126623
maharashtra,mumbai,2019,1,123678
maharashtra,aurangabad,2019,1,120482
maharashtra,ahmednagar,2019,1,110778
maharashtra,palghar,2019,1,105695
maharashtra,raigad,2019,1,105603
maharashtra,pune,2019,2,190214
maharashtra,mumbai suburban,2019,2,156028
maharashtra,thane,2019,2,153146
maharashtra,nashik,2019,2,151268
maharashtra,nagpur,2019,2,143887
maharashtra,mumbai,2019,2,141507
maharashtra,aurangabad,2019,2,134886
maharashtra,ahmednagar,2019,2,124330
maharashtra,palghar,2019,2,122222
maharashtra,raigad,2019,2,120199
maharashtra,pune,2019,3,217009
maharashtra,mumbai suburban,2019,3,175465
maharashtra,thane,2019,3,172371
maharashtra,nashik,2019,3,171833
maharashtra,nagpur,2019,3,160987
maharashtra,mumbai,2019,3,159530
maharashtra,aurangabad,2019,3,149071
maharashtra,ahmednagar,2019,3,140288
maharashtra,palghar,2019,3,139768
maharashtra,raigad,2019,3,134946
maharashtra,pune,2019,4,243170
maharashtra,thane,2019,4,194467
maharashtra,mumbai suburban,2019,4,190844
maharashtra,nashik,2019,4,186756
maharashtra,nagpur,2019,4,174293
maharashtra,mumbai,2019,4,173559
maharashtra,aurangabad,2019,4,159468
maharashtra,ahmednagar,2019,4,154739
maharashtra,palghar,2019,4,154167
maharashtra,raigad,2019,4,146715
maharashtra,pune,2020,1,270275
maharashtra,thane,2020,1,212525
maharashtra,mumbai suburban,2020,1,208988
maharashtra,nashik,2020,1,201500
maharashtra,nagpur,2020,1,186363
maharashtra,mumbai,2020,1,186165
maharashtra,aurangabad,2020,1,168527
maharashtra,ahmednagar,2020,1,168309
maharashtra,palghar,2020,1,166778
maharashtra,raigad,2020,1,157439
maharashtra,pune,2020,2,298762
maharashtra,thane,2020,2,228984
maharashtra,mumbai suburban,2020,2,227567
maharashtra,nashik,2020,2,219871
maharashtra,nagpur,2020,2,196984
maharashtra,aurangabad,2020,2,195723
maharashtra,mumbai,2020,2,180438
maharashtra,ahmednagar,2020,2,179082
maharashtra,palghar,2020,2,174526
maharashtra,solapur,2020,2,171283
maharashtra,pune,2020,3,328833
maharashtra,thane,2020,3,249631
maharashtra,mumbai suburban,2020,3,246816
maharashtra,nashik,2020,3,237605
maharashtra,nagpur,2020,3,210139
maharashtra,aurangabad,2020,3,207577
maharashtra,mumbai,2020,3,194368
maharashtra,ahmednagar,2020,3,192623
maharashtra,palghar,2020,3,186022
maharashtra,solapur,2020,3,183054
maharashtra,pune,2020,4,365506
maharashtra,thane,2020,4,275019
maharashtra,mumbai suburban,2020,4,272167
maharashtra,nashik,2020,4,259489
maharashtra,nagpur,2020,4,226460
maharashtra,aurangabad,2020,4,223378
maharashtra,mumbai,2020,4,211381
maharashtra,ahmednagar,2020,4,207632
maharashtra,palghar,2020,4,203721
maharashtra,solapur,2020,4,198677
maharashtra,pune,2021,1,396179
maharashtra,thane,2021,1,296340
maharashtra,mumbai suburban,2021,1,294563
maharashtra,nashik,2021,1,278568
maharashtra,nagpur,2021,1,242613
maharashtra,aurangabad,2021,1,239079
maharashtra,mumbai,2021,1,227047
maharashtra,ahmednagar,2021,1,222366
maharashtra,palghar,2021,1,219310
maharashtra,solapur,2021,1,215326
maharashtra,pune,2021,2,424376
maharashtra,thane,2021,2,316643
maharashtra,mumbai suburban,2021,2,314922
maharashtra,nashik,2021,2,297460
maharashtra,nagpur,2021,2,258524
maharashtra,aurangabad,2021,2,254412
maharashtra,mumbai,2021,2,241933
maharashtra,ahmednagar,2021,2,236990
maharashtra,palghar,2021,2,234225
maharashtra,solapur,2021,2,230486
maharashtra,pune,2021,3,456284
maharashtra,thane,2021,3,339230
maharashtra,mumbai suburban,2021,3,338109
maharashtra,nashik,2021,3,318461
maharashtra,nagpur,2021,3,276031
maharashtra,aurangabad,2021,3,271372
maharashtra,mumbai,2021,3,258494
maharashtra,ahmednagar,2021,3,253190
maharashtra,palghar,2021,3,250903
maharashtra,solapur,2021,3,247336
maharashtra,pune,2021,4,488443
maharashtra,thane,2021,4,361651
maharashtra,mumbai suburban,2021,4,361639
maharashtra,nashik,2021,4,339622
maharashtra,nagpur,2021,4,293493
maharashtra,aurangabad,2021,4,288386
maharashtra,mumbai,2021,4,275050
maharashtra,ahmednagar,2021,4,269570
maharashtra,palghar,2021,4,267613
maharashtra,solapur,2021,4,264454
maharashtra,pune,2022,1,518716
maharashtra,thane,2022,1,383878
maharashtra,mumbai suburban,2022,1,382909
maharashtra,nashik,2022,1,359195
maharashtra,nagpur,2022,1,309834
maharashtra,aurangabad,2022,1,304204
maharashtra,mumbai,2022,1,290395
maharashtra,ahmednagar,2022,1,285232
maharashtra,palghar,2022,1,283274
maharashtra,solapur,2022,1,280349
maharashtra,pune,2022,2,547501
maharashtra,thane,2022,2,405030
maharashtra,mumbai suburban,2022,2,402926
maharashtra,nashik,2022,2,377989
maharashtra,nagpur,2022,2,325347
maharashtra,aurangabad,2022,2,319102
maharashtra,mumbai,2022,2,304859
maharashtra,ahmednagar,2022,2,299893
maharashtra,palghar,2022,2,298201
maharashtra,solapur,2022,2,295518
maharashtra,pune,2022,3,577754
maharashtra,thane,2022,3,426978
maharashtra,mumbai suburban,2022,3,423682
maharashtra,nashik,2022,3,397304
maharashtra,nagpur,2022,3,341226
maharashtra,aurangabad,2022,3,334370
maharashtra,mumbai,2022,3,319916
maharashtra,ahmednagar,2022,3,315106
maharashtra,palghar,2022,3,313660
maharashtra,solapur,2022,3,311391
maharashtra,pune,2022,4,608005
maharashtra,thane,2022,4,448917
maharashtra,mumbai suburban,2022,4,443926
maharashtra,nashik,2022,4,416996
maharashtra,nagpur,2022,4,357121
maharashtra,aurangabad,2022,4,349702
maharashtra,mumbai,2022,4,335006
maharashtra,ahmednagar,2022,4,330549
maharashtra,palghar,2022,4,329184
maharashtra,solapur,2022,4,327401
manipur,imphal west,2018,1,5825
manipur,imphal east,2018,1,2063
manipur,thoubal,2018,1,1608
manipur,bishnupur,2018,1,1230
manipur,churachandpur,2018,1,1211
manipur,kangpokpi,2018,1,1189
manipur,kakching,2018,1,1034
manipur,ukhrul,2018,1,1034
manipur,tamenglong,2018,1,970
manipur,jiribam,2018,1,948
manipur,imphal west,2018,2,8370
manipur,imphal east,2018,2,3001
manipur,thoubal,2018,2,2602
manipur,bishnupur,2018,2,1893
manipur,churachandpur,2018,2,1795
manipur,kangpokpi,2018,2,1775
manipur,kakching,2018,2,1773
manipur,ukhrul,2018,2,1728
manipur,tamenglong,2018,2,1539
manipur,jiribam,2018,2,1516
manipur,imphal west,2018,3,10911
manipur,imphal east,2018,3,4101
manipur,thoubal,2018,3,3219
manipur,bishnupur,2018,3,2534
manipur,churachandpur,2018,3,2316
manipur,kangpokpi,2018,3,2279
manipur,kakching,2018,3,2219
manipur,ukhrul,2018,3,2128
manipur,tamenglong,2018,3,2114
manipur,jiribam,2018,3,2056
manipur,imphal west,2018,4,14342
manipur,imphal east,2018,4,5526
manipur,thoubal,2018,4,4221
manipur,bishnupur,2018,4,3508
manipur,churachandpur,2018,4,3077
manipur,kangpokpi,2018,4,2985
manipur,kakching,2018,4,2877
manipur,ukhrul,2018,4,2734
manipur,tamenglong,2018,4,2679
manipur,jiribam,2018,4,2549
manipur,imphal west,2019,1,16916
manipur,imphal east,2019,1,6562
manipur,thoubal,2019,1,4947
manipur,bishnupur,2019,1,4247
manipur,churachandpur,2019,1,3738
manipur,kangpokpi,2019,1,3612
manipur,kakching,2019,1,3437
manipur,ukhrul,2019,1,3259
manipur,tamenglong,2019,1,3182
manipur,jiribam,2019,1,3025
manipur,imphal west,2019,2,19706
manipur,imphal east,2019,2,7662
manipur,thoubal,2019,2,5616
manipur,bishnupur,2019,2,4966
manipur,churachandpur,2019,2,4424
manipur,kangpokpi,2019,2,4265
manipur,kakching,2019,2,3990
manipur,ukhrul,2019,2,3777
manipur,tamenglong,2019,2,3589
manipur,chandel,2019,2,3558
manipur,imphal west,2019,3,22710
manipur,imphal east,2019,3,8963
manipur,thoubal,2019,3,6388
manipur,bishnupur,2019,3,5752
manipur,churachandpur,2019,3,5070
manipur,kangpokpi,2019,3,5001
manipur,kakching,2019,3,4684
manipur,ukhrul,2019,3,4254
manipur,tamenglong,2019,3,4102
manipur,chandel,2019,3,3974
manipur,imphal west,2019,4,25471
manipur,imphal east,2019,4,10002
manipur,thoubal,2019,4,7206
manipur,bishnupur,2019,4,6672
manipur,churachandpur,2019,4,5745
manipur,kangpokpi,2019,4,5696
manipur,kakching,2019,4,5365
manipur,ukhrul,2019,4,4925
manipur,tamenglong,2019,4,4709
manipur,chandel,2019,4,4512
manipur,imphal west,2020,1,28400
manipur,imphal east,2020,1,11267
manipur,thoubal,2020,1,8206
manipur,bishnupur,2020,1,7649
manipur,churachandpur,2020,1,6635
manipur,kangpokpi,2020,1,6376
manipur,kakching,2020,1,6066
manipur,ukhrul,2020,1,5614
manipur,tamenglong,2020,1,5397
manipur,chandel,2020,1,5197
manipur,imphal west,2020,2,32442
manipur,imphal east,2020,2,13115
manipur,thoubal,2020,2,10076
manipur,bishnupur,2020,2,9675
manipur,churachandpur,2020,2,8426
manipur,kangpokpi,2020,2,7522
manipur,kakching,2020,2,7283
manipur,ukhrul,2020,2,6862
manipur,tamenglong,2020,2,6744
manipur,chandel,2020,2,6572
manipur,imphal west,2020,3,37728
manipur,imphal east,2020,3,15470
manipur,thoubal,2020,3,12056
manipur,bishnupur,2020,3,11530
manipur,churachandpur,2020,3,10017
manipur,kangpokpi,2020,3,8812
manipur,kakching,2020,3,8766
manipur,ukhrul,2020,3,8207
manipur,tamenglong,2020,3,8206
manipur,chandel,2020,3,8105
manipur,imphal west,2020,4,41917
manipur,imphal east,2020,4,17273
manipur,thoubal,2020,4,13264
manipur,bishnupur,2020,4,12893
manipur,churachandpur,2020,4,11106
manipur,kangpokpi,2020,4,9845
manipur,kakching,2020,4,9803
manipur,ukhrul,2020,4,9237
manipur,tamenglong,2020,4,9058
manipur,chandel,2020,4,9055
manipur,imphal west,2021,1,45367
manipur,imphal east,2021,1,18706
manipur,thoubal,2021,1,14339
manipur,bishnupur,2021,1,13896
manipur,churachandpur,2021,1,12018
manipur,kangpokpi,2021,1,10659
manipur,kakching,2021,1,10577
manipur,ukhrul,2021,1,10038
manipur,tamenglong,2021,1,9835
manipur,chandel,2021,1,9752
manipur,imphal west,2021,2,48527
manipur,imphal east,2021,2,19987
manipur,thoubal,2021,2,15383
manipur,bishnupur,2021,2,14912
manipur,churachandpur,2021,2,12882
manipur,kangpokpi,2021,2,11401
manipur,kakching,2021,2,11348
manipur,ukhrul,2021,2,10740
manipur,tamenglong,2021,2,10542
manipur,chandel,2021,2,10473
manipur,imphal west,2021,3,52013
manipur,imphal east,2021,3,21440
manipur,thoubal,2021,3,16512
manipur,bishnupur,2021,3,16112
manipur,churachandpur,2021,3,13914
manipur,kangpokpi,2021,3,12242
manipur,kakching,2021,3,12236
manipur,ukhrul,2021,3,11534
manipur,tamenglong,2021,3,11378
manipur,chandel,2021,3,11323
manipur,imphal west,2021,4,55504
manipur,imphal east,2021,4,22870
manipur,thoubal,2021,4,17655
manipur,bishnupur,2021,4,17290
manipur,churachandpur,2021,4,14898
manipur,kangpokpi,2021,4,13103
manipur,kakching,2021,4,13084
manipur,ukhrul,2021,4,12351
manipur,tamenglong,2021,4,12210
manipur,chandel,2021,4,12180
manipur,imphal west,2022,1,58698
manipur,imphal east,2022,1,24200
manipur,thoubal,2022,1,18698
manipur,bishnupur,2022,1,18416
manipur,churachandpur,2022,1,15858
manipur,kangpokpi,2022,1,13936
manipur,kakching,2022,1,13884
manipur,ukhrul,2022,1,13156
manipur,tamenglong,2022,1,12970
manipur,chandel,2022,1,12932
manipur,imphal west,2022,2,61814
manipur,imphal east,2022,2,25501
manipur,thoubal,2022,2,19715
manipur,bishnupur,2022,2,19429
manipur,churachandpur,2022,2,16787
manipur,kangpokpi,2022,2,14709
manipur,kakching,2022,2,14659
manipur,ukhrul,2022,2,13885
manipur,tamenglong,2022,2,13673
manipur,chandel,2022,2,13652
manipur,imphal west,2022,3,65086
manipur,imphal east,2022,3,26851
manipur,thoubal,2022,3,20753
manipur,bishnupur,2022,3,20419
manipur,churachandpur,2022,3,17684
manipur,kangpokpi,2022,3,15491
manipur,kakching,2022,3,15410
manipur,ukhrul,2022,3,14636
manipur,tamenglong,2022,3,14379
manipur,chandel,2022,3,14377
manipur,imphal west,2022,4,68237
manipur,imphal east,2022,4,28149
manipur,thoubal,2022,4,21736
manipur,bishnupur,2022,4,21231
manipur,churachandpur,2022,4,18448
manipur,kangpokpi,2022,4,16213
manipur,kakching,2022,4,16111
manipur,ukhrul,2022,4,15321
manipur,tamenglong,2022,4,15025
manipur,chandel,2022,4,15009
meghalaya,east khasi hills,2018,1,2493
meghalaya,west garo hills,2018,1,1386
meghalaya,ribhoi,2018,1,1033
meghalaya,east jaintia hills,2018,1,999
meghalaya,west jaintia hills,2018,1,943
meghalaya,south garo hills,2018,1,908
meghalaya,south west garo hills,2018,1,855
meghalaya,west khasi hills,2018,1,752
meghalaya,north garo hills,2018,1,646
meghalaya,east garo hills,2018,1,613
meghalaya,east khasi hills,2018,2,3410
meghalaya,west garo hills,2018,2,1857
meghalaya,ribhoi,2018,2,1430
meghalaya,east jaintia hills,2018,2,1415
meghalaya,west jaintia hills,2018,2,1379
meghalaya,south garo hills,2018,2,1320
meghalaya,south west garo hills,2018,2,1233
meghalaya,west khasi hills,2018,2,1144
meghalaya,north garo hills,2018,2,895
meghalaya,east garo hills,2018,2,878
meghalaya,east khasi hills,2018,3,4591
meghalaya,west garo hills,2018,3,2453
meghalaya,ribhoi,2018,3,2006
meghalaya,east jaintia hills,2018,3,1964
meghalaya,west jaintia hills,2018,3,1851
meghalaya,south garo hills,2018,3,1798
meghalaya,south west garo hills,2018,3,1690
meghalaya,north garo hills,2018,3,1597
meghalaya,west khasi hills,2018,3,1242
meghalaya,east garo hills,2018,3,1209
meghalaya,east khasi hills,2018,4,5880
meghalaya,west garo hills,2018,4,3195
meghalaya,ribhoi,2018,4,2785
meghalaya,east jaintia hills,2018,4,2480
meghalaya,west jaintia hills,2018,4,2438
meghalaya,south west garo hills,2018,4,2340
meghalaya,north garo hills,2018,4,2307
meghalaya,east garo hills,2018,4,2184
meghalaya,south garo hills,2018,4,1774
meghalaya,west khasi hills,2018,4,1600
meghalaya,east khasi hills,2019,1,7108
meghalaya,west garo hills,2019,1,4005
meghalaya,ribhoi,2019,1,3368
meghalaya,east jaintia hills,2019,1,3084
meghalaya,west jaintia hills,2019,1,2994
meghalaya,north garo hills,2019,1,2947
meghalaya,south west garo hills,2019,1,2884
meghalaya,east garo hills,2019,1,2675
meghalaya,south garo hills,2019,1,2322
meghalaya,west khasi hills,2019,1,1970
meghalaya,east khasi hills,2019,2,8597
meghalaya,west garo hills,2019,2,4984
meghalaya,ribhoi,2019,2,4119
meghalaya,east jaintia hills,2019,2,3703
meghalaya,west jaintia hills,2019,2,3445
meghalaya,north garo hills,2019,2,3435
meghalaya,south west garo hills,2019,2,3426
meghalaya,east garo hills,2019,2,3166
meghalaya,south garo hills,2019,2,2826
meghalaya,west khasi hills,2019,2,2315
meghalaya,east khasi hills,2019,3,10069
meghalaya,west garo hills,2019,3,5866
meghalaya,ribhoi,2019,3,4860
meghalaya,east jaintia hills,2019,3,4254
meghalaya,west jaintia hills,2019,3,4074
meghalaya,north garo hills,2019,3,4031
meghalaya,east garo hills,2019,3,3890
meghalaya,south west garo hills,2019,3,3736
meghalaya,south garo hills,2019,3,3358
meghalaya,west khasi hills,2019,3,2747
meghalaya,east khasi hills,2019,4,11243
meghalaya,west garo hills,2019,4,6629
meghalaya,ribhoi,2019,4,5473
meghalaya,east jaintia hills,2019,4,4803
meghalaya,west jaintia hills,2019,4,4678
meghalaya,north garo hills,2019,4,4575
meghalaya,east garo hills,2019,4,4376
meghalaya,south west garo hills,2019,4,4209
meghalaya,south garo hills,2019,4,3989
meghalaya,west khasi hills,2019,4,3067
meghalaya,east khasi hills,2020,1,12683
meghalaya,west garo hills,2020,1,7456
meghalaya,ribhoi,2020,1,6105
meghalaya,east jaintia hills,2020,1,5466
meghalaya,west jaintia hills,2020,1,5314
meghalaya,north garo hills,2020,1,5248
meghalaya,east garo hills,2020,1,4873
meghalaya,south west garo hills,2020,1,4682
meghalaya,south garo hills,2020,1,4673
meghalaya,west khasi hills,2020,1,3524
meghalaya,east khasi hills,2020,2,14552
meghalaya,west garo hills,2020,2,8623
meghalaya,ribhoi,2020,2,7198
meghalaya,east jaintia hills,2020,2,6521
meghalaya,west jaintia hills,2020,2,6232
meghalaya,north garo hills,2020,2,6219
meghalaya,south west garo hills,2020,2,6083
meghalaya,east garo hills,2020,2,5464
meghalaya,south garo hills,2020,2,5434
meghalaya,west khasi hills,2020,2,4166
meghalaya,east khasi hills,2020,3,16464
meghalaya,west garo hills,2020,3,9658
meghalaya,ribhoi,2020,3,8252
meghalaya,east jaintia hills,2020,3,7516
meghalaya,west jaintia hills,2020,3,7165
meghalaya,north garo hills,2020,3,7151
meghalaya,south west garo hills,2020,3,6925
meghalaya,east garo hills,2020,3,6212
meghalaya,south garo hills,2020,3,6014
meghalaya,west khasi hills,2020,3,4865
meghalaya,east khasi hills,2020,4,18247
meghalaya,west garo hills,2020,4,10753
meghalaya,ribhoi,2020,4,9064
meghalaya,east jaintia hills,2020,4,8293
meghalaya,west jaintia hills,2020,4,8140
meghalaya,north garo hills,2020,4,8005
meghalaya,east garo hills,2020,4,7641
meghalaya,south west garo hills,2020,4,6857
meghalaya,south garo hills,2020,4,6558
meghalaya,west khasi hills,2020,4,5486
meghalaya,east khasi hills,2021,1,19753
meghalaya,west garo hills,2021,1,11566
meghalaya,ribhoi,2021,1,9727
meghalaya,east jaintia hills,2021,1,9011
meghalaya,west jaintia hills,2021,1,8869
meghalaya,north garo hills,2021,1,8646
meghalaya,south west garo hills,2021,1,8317
meghalaya,east garo hills,2021,1,7337
meghalaya,south garo hills,2021,1,7113
meghalaya,west khasi hills,2021,1,5969
meghalaya,east khasi hills,2021,2,21124
meghalaya,west garo hills,2021,2,12348
meghalaya,ribhoi,2021,2,10389
meghalaya,east jaintia hills,2021,2,9742
meghalaya,west jaintia hills,2021,2,9602
meghalaya,north garo hills,2021,2,9244
meghalaya,south west garo hills,2021,2,8921
meghalaya,east garo hills,2021,2,7866
meghalaya,south garo hills,2021,2,7644
meghalaya,west khasi hills,2021,2,6477
meghalaya,east khasi hills,2021,3,22612
meghalaya,west garo hills,2021,3,13223
meghalaya,ribhoi,2021,3,11130
meghalaya,east jaintia hills,2021,3,10597
meghalaya,west jaintia hills,2021,3,10547
meghalaya,north garo hills,2021,3,9914
meghalaya,south west garo hills,2021,3,9665
meghalaya,east garo hills,2021,3,8448
meghalaya,south garo hills,2021,3,8257
meghalaya,west khasi hills,2021,3,7068
meghalaya,east khasi hills,2021,4,24127
meghalaya,west garo hills,2021,4,14142
meghalaya,ribhoi,2021,4,11874
meghalaya,east jaintia hills,2021,4,11487
meghalaya,west jaintia hills,2021,4,11446
meghalaya,north garo hills,2021,4,10570
meghalaya,south west garo hills,2021,4,10353
meghalaya,east garo hills,2021,4,9032
meghalaya,south garo hills,2021,4,8857
meghalaya,west khasi hills,2021,4,7635
meghalaya,east khasi hills,2022,1,25549
meghalaya,west garo hills,2022,1,14982
meghalaya,ribhoi,2022,1,12581
meghalaya,east jaintia hills,2022,1,12299
meghalaya,west jaintia hills,2022,1,12278
meghalaya,north garo hills,2022,1,11198
meghalaya,south west garo hills,2022,1,11049
meghalaya,east garo hills,2022,1,9581
meghalaya,south garo hills,2022,1,9469
meghalaya,west khasi hills,2022,1,8140
meghalaya,east khasi hills,2022,2,26896
meghalaya,west garo hills,2022,2,15794
meghalaya,ribhoi,2022,2,13275
meghalaya,east jaintia hills,2022,2,13038
meghalaya,west jaintia hills,2022,2,13006
meghalaya,north garo hills,2022,2,11798
meghalaya,south west garo hills,2022,2,11696
meghalaya,east garo hills,2022,2,10115
meghalaya,south garo hills,2022,2,10028
meghalaya,west khasi hills,2022,2,8576
meghalaya,east khasi hills,2022,3,28296
meghalaya,west garo hills,2022,3,16624
meghalaya,ribhoi,2022,3,13969
meghalaya,east jaintia hills,2022,3,13803
meghalaya,west jaintia hills,2022,3,13711
meghalaya,north garo hills,2022,3,12419
meghalaya,south west garo hills,2022,3,12305
meghalaya,east garo hills,2022,3,10631
meghalaya,south garo hills,2022,3,10565
meghalaya,west khasi hills,2022,3,8991
meghalaya,east khasi hills,2022,4,29682
meghalaya,west garo hills,2022,4,17452
meghalaya,ribhoi,2022,4,14596
meghalaya,east jaintia hills,2022,4,14408
meghalaya,west jaintia hills,2022,4,14338
meghalaya,north garo hills,2022,4,13052
meghalaya,south west garo hills,2022,4,12917
meghalaya,east garo hills,2022,4,11082
meghalaya,south garo hills,2022,4,11069
meghalaya,west khasi hills,2022,4,9332
mizoram,aizawl,2018,1,1339
mizoram,lunglei,2018,1,1181
mizoram,kolasib,2018,1,662
mizoram,lawngtlai,2018,1,515
mizoram,champhai,2018,1,393
mizoram,mamit,2018,1,301
mizoram,serchhip,2018,1,296
mizoram,saiha,2018,1,280
mizoram,aizawl,2018,2,1779
mizoram,lunglei,2018,2,1576
mizoram,kolasib,2018,2,856
mizoram,lawngtlai,2018,2,710
