States,District,registeredUsers,appOpens,Transaction_Year,Quarters
himachal-pradesh,lahul and spiti,6057,474863,2022,4
himachal-pradesh,chamba,118985,4081657,2022,4
himachal-pradesh,kinnaur,32724,1027749,2022,4
jammu-&-kashmir,muzaffarabad,41,0,2018,1
jammu-&-kashmir,doda,2648,0,2018,1
jammu-&-kashmir,samba,6534,0,2018,1
jammu-&-kashmir,mirpur,544,0,2018,1
jammu-&-kashmir,srinagar,18233,0,2018,1
jammu-&-kashmir,baramulla,16299,0,2018,1
jammu-&-kashmir,jammu,45294,0,2018,1
jammu-&-kashmir,ganderbal,4117,0,2018,1
jammu-&-kashmir,udhampur,8457,0,2018,1
jammu-&-kashmir,bandipore,4609,0,2018,1
jammu-&-kashmir,reasi,3583,0,2018,1
jammu-&-kashmir,shopian,2537,0,2018,1
jammu-&-kashmir,poonch,2539,0,2018,1
jammu-&-kashmir,kathua,8039,0,2018,1
jammu-&-kashmir,kishtwar,1298,0,2018,1
jammu-&-kashmir,pulwama,8441,0,2018,1
jammu-&-kashmir,ramban,1876,0,2018,1
jammu-&-kashmir,rajouri,5232,0,2018,1
jammu-&-kashmir,kulgam,5700,0,2018,1
jammu-&-kashmir,budgam,11594,0,2018,1
jammu-&-kashmir,anantnag,11556,0,2018,1
jammu-&-kashmir,kupwara,7254,0,2018,1
jammu-&-kashmir,muzaffarabad,57,0,2018,2
jammu-&-kashmir,doda,4031,0,2018,2
jammu-&-kashmir,samba,9601,0,2018,2
jammu-&-kashmir,mirpur,795,0,2018,2
jammu-&-kashmir,srinagar,27035,0,2018,2
jammu-&-kashmir,baramulla,25870,0,2018,2
jammu-&-kashmir,jammu,64681,0,2018,2
jammu-&-kashmir,ganderbal,6212,0,2018,2
jammu-&-kashmir,udhampur,12195,0,2018,2
jammu-&-kashmir,bandipore,7527,0,2018,2
jammu-&-kashmir,reasi,5168,0,2018,2
jammu-&-kashmir,shopian,3522,0,2018,2
jammu-&-kashmir,poonch,4152,0,2018,2
jammu-&-kashmir,kathua,11778,0,2018,2
jammu-&-kashmir,kishtwar,2006,0,2018,2
jammu-&-kashmir,pulwama,12218,0,2018,2
jammu-&-kashmir,ramban,2925,0,2018,2
jammu-&-kashmir,rajouri,8035,0,2018,2
jammu-&-kashmir,kulgam,8137,0,2018,2
jammu-&-kashmir,budgam,17809,0,2018,2
jammu-&-kashmir,anantnag,16373,0,2018,2
jammu-&-kashmir,kupwara,11482,0,2018,2
jammu-&-kashmir,muzaffarabad,89,0,2018,3
jammu-&-kashmir,doda,5618,0,2018,3
jammu-&-kashmir,samba,13304,0,2018,3
jammu-&-kashmir,mirpur,1133,0,2018,3
jammu-&-kashmir,srinagar,35583,0,2018,3
jammu-&-kashmir,baramulla,31069,0,2018,3
jammu-&-kashmir,jammu,86877,0,2018,3
jammu-&-kashmir,ganderbal,7627,0,2018,3
jammu-&-kashmir,udhampur,16058,0,2018,3
jammu-&-kashmir,bandipore,8792,0,2018,3
jammu-&-kashmir,reasi,7010,0,2018,3
jammu-&-kashmir,shopian,4698,0,2018,3
jammu-&-kashmir,poonch,6243,0,2018,3
jammu-&-kashmir,kathua,15849,0,2018,3
jammu-&-kashmir,kishtwar,2822,0,2018,3
jammu-&-kashmir,pulwama,15427,0,2018,3
jammu-&-kashmir,ramban,4202,0,2018,3
jammu-&-kashmir,rajouri,11534,0,2018,3
jammu-&-kashmir,kulgam,10305,0,2018,3
jammu-&-kashmir,budgam,22301,0,2018,3
jammu-&-kashmir,anantnag,20234,0,2018,3
jammu-&-kashmir,kupwara,15754,0,2018,3
jammu-&-kashmir,muzaffarabad,136,0,2018,4
jammu-&-kashmir,doda,7669,0,2018,4
jammu-&-kashmir,samba,17595,0,2018,4
jammu-&-kashmir,mirpur,1515,0,2018,4
jammu-&-kashmir,srinagar,44328,0,2018,4
jammu-&-kashmir,baramulla,37661,0,2018,4
jammu-&-kashmir,jammu,113005,0,2018,4
jammu-&-kashmir,ganderbal,9327,0,2018,4
jammu-&-kashmir,udhampur,21123,0,2018,4
jammu-&-kashmir,bandipore,10397,0,2018,4
jammu-&-kashmir,reasi,9290,0,2018,4
jammu-&-kashmir,shopian,5919,0,2018,4
jammu-&-kashmir,poonch,8555,0,2018,4
jammu-&-kashmir,kathua,21030,0,2018,4
jammu-&-kashmir,kishtwar,3753,0,2018,4
jammu-&-kashmir,pulwama,18846,0,2018,4
jammu-&-kashmir,ramban,5615,0,2018,4
jammu-&-kashmir,rajouri,15661,0,2018,4
jammu-&-kashmir,kulgam,12488,0,2018,4
jammu-&-kashmir,budgam,27710,0,2018,4
jammu-&-kashmir,anantnag,24448,0,2018,4
jammu-&-kashmir,kupwara,20492,0,2018,4
jammu-&-kashmir,muzaffarabad,170,0,2019,1
jammu-&-kashmir,doda,9896,0,2019,1
jammu-&-kashmir,samba,21495,0,2019,1
jammu-&-kashmir,mirpur,1891,0,2019,1
jammu-&-kashmir,srinagar,52762,0,2019,1
jammu-&-kashmir,baramulla,45150,0,2019,1
jammu-&-kashmir,jammu,134408,0,2019,1
jammu-&-kashmir,ganderbal,11236,0,2019,1
jammu-&-kashmir,udhampur,25515,0,2019,1
jammu-&-kashmir,bandipore,12419,0,2019,1
jammu-&-kashmir,reasi,11440,0,2019,1
jammu-&-kashmir,shopian,7625,0,2019,1
jammu-&-kashmir,poonch,10838,0,2019,1
jammu-&-kashmir,kathua,25620,0,2019,1
jammu-&-kashmir,kishtwar,4732,0,2019,1
jammu-&-kashmir,pulwama,23230,0,2019,1
jammu-&-kashmir,ramban,7125,0,2019,1
jammu-&-kashmir,rajouri,19212,0,2019,1
jammu-&-kashmir,kulgam,16003,0,2019,1
jammu-&-kashmir,budgam,34255,0,2019,1
jammu-&-kashmir,anantnag,30103,0,2019,1
jammu-&-kashmir,kupwara,25544,0,2019,1
jammu-&-kashmir,muzaffarabad,216,1171,2019,2
jammu-&-kashmir,doda,12220,53698,2019,2
jammu-&-kashmir,samba,25990,105880,2019,2
jammu-&-kashmir,mirpur,2250,13135,2019,2
jammu-&-kashmir,srinagar,62190,312300,2019,2
jammu-&-kashmir,baramulla,53196,212011,2019,2
jammu-&-kashmir,jammu,160241,581746,2019,2
jammu-&-kashmir,ganderbal,13224,73122,2019,2
jammu-&-kashmir,udhampur,29856,131187,2019,2
jammu-&-kashmir,bandipore,14951,65247,2019,2
jammu-&-kashmir,reasi,13784,72385,2019,2
jammu-&-kashmir,shopian,8946,37320,2019,2
jammu-&-kashmir,poonch,13450,69010,2019,2
jammu-&-kashmir,kathua,30602,122544,2019,2
jammu-&-kashmir,kishtwar,6001,27103,2019,2
jammu-&-kashmir,pulwama,27167,136747,2019,2
jammu-&-kashmir,ramban,8694,48805,2019,2
jammu-&-kashmir,rajouri,23118,103450,2019,2
jammu-&-kashmir,kulgam,18853,71690,2019,2
jammu-&-kashmir,budgam,39965,174075,2019,2
jammu-&-kashmir,anantnag,35488,140564,2019,2
jammu-&-kashmir,kupwara,30791,152183,2019,2
jammu-&-kashmir,muzaffarabad,207,1501,2019,3
jammu-&-kashmir,doda,12682,68944,2019,3
jammu-&-kashmir,samba,27579,160172,2019,3
jammu-&-kashmir,mirpur,2372,18542,2019,3
jammu-&-kashmir,srinagar,64758,386951,2019,3
jammu-&-kashmir,baramulla,54404,249467,2019,3
jammu-&-kashmir,jammu,169849,975045,2019,3
jammu-&-kashmir,ganderbal,13453,109345,2019,3
jammu-&-kashmir,udhampur,31297,204871,2019,3
jammu-&-kashmir,bandipore,15313,80343,2019,3
jammu-&-kashmir,reasi,14489,118236,2019,3
jammu-&-kashmir,shopian,9142,38069,2019,3
jammu-&-kashmir,poonch,14139,94475,2019,3
jammu-&-kashmir,kathua,32213,208424,2019,3
jammu-&-kashmir,kishtwar,6229,38662,2019,3
jammu-&-kashmir,pulwama,27963,176462,2019,3
jammu-&-kashmir,ramban,9065,75108,2019,3
jammu-&-kashmir,rajouri,24275,147846,2019,3
jammu-&-kashmir,kulgam,19220,80917,2019,3
jammu-&-kashmir,budgam,41004,208701,2019,3
jammu-&-kashmir,anantnag,36371,207023,2019,3
jammu-&-kashmir,kupwara,32431,194815,2019,3
jammu-&-kashmir,muzaffarabad,223,31,2019,4
jammu-&-kashmir,doda,13016,14365,2019,4
jammu-&-kashmir,samba,28333,59968,2019,4
jammu-&-kashmir,mirpur,2521,3319,2019,4
jammu-&-kashmir,srinagar,65611,28258,2019,4
jammu-&-kashmir,baramulla,55042,6479,2019,4
jammu-&-kashmir,jammu,174858,486244,2019,4
jammu-&-kashmir,ganderbal,13506,4644,2019,4
jammu-&-kashmir,udhampur,32252,79671,2019,4
jammu-&-kashmir,bandipore,15366,2312,2019,4
jammu-&-kashmir,reasi,15021,61611,2019,4
jammu-&-kashmir,shopian,9308,1093,2019,4
jammu-&-kashmir,poonch,14810,19155,2019,4
jammu-&-kashmir,kathua,33481,128868,2019,4
jammu-&-kashmir,kishtwar,6397,9507,2019,4
jammu-&-kashmir,pulwama,28336,9905,2019,4
jammu-&-kashmir,ramban,9304,14758,2019,4
jammu-&-kashmir,rajouri,25297,42098,2019,4
jammu-&-kashmir,kulgam,19304,1847,2019,4
jammu-&-kashmir,budgam,41377,14190,2019,4
jammu-&-kashmir,anantnag,36725,4724,2019,4
jammu-&-kashmir,kupwara,33279,5525,2019,4
jammu-&-kashmir,muzaffarabad,240,1138,2020,1
jammu-&-kashmir,doda,14537,88134,2020,1
jammu-&-kashmir,samba,31570,209115,2020,1
jammu-&-kashmir,mirpur,2835,23464,2020,1
jammu-&-kashmir,srinagar,70755,383851,2020,1
jammu-&-kashmir,baramulla,59123,288334,2020,1
jammu-&-kashmir,jammu,191031,1199860,2020,1
jammu-&-kashmir,ganderbal,14573,80254,2020,1
jammu-&-kashmir,udhampur,35408,262540,2020,1
jammu-&-kashmir,bandipore,16451,83494,2020,1
jammu-&-kashmir,reasi,16592,136328,2020,1
jammu-&-kashmir,shopian,10313,57817,2020,1
jammu-&-kashmir,poonch,16495,115169,2020,1
jammu-&-kashmir,kathua,37300,272391,2020,1
jammu-&-kashmir,kishtwar,7124,49904,2020,1
jammu-&-kashmir,pulwama,30796,200550,2020,1
jammu-&-kashmir,ramban,10267,83488,2020,1
jammu-&-kashmir,rajouri,28089,187260,2020,1
jammu-&-kashmir,kulgam,21070,96392,2020,1
jammu-&-kashmir,budgam,44636,248728,2020,1
jammu-&-kashmir,anantnag,39513,175619,2020,1
jammu-&-kashmir,kupwara,36690,233064,2020,1
jammu-&-kashmir,muzaffarabad,266,3534,2020,2
jammu-&-kashmir,doda,17896,262998,2020,2
jammu-&-kashmir,samba,37600,470714,2020,2
jammu-&-kashmir,mirpur,3522,72639,2020,2
jammu-&-kashmir,srinagar,78458,825852,2020,2
jammu-&-kashmir,baramulla,66095,677212,2020,2
jammu-&-kashmir,jammu,220805,2351890,2020,2
jammu-&-kashmir,ganderbal,16213,180300,2020,2
jammu-&-kashmir,udhampur,41813,587211,2020,2
jammu-&-kashmir,bandipore,18357,186996,2020,2
jammu-&-kashmir,reasi,19514,228746,2020,2
jammu-&-kashmir,shopian,11870,123790,2020,2
jammu-&-kashmir,poonch,19815,319509,2020,2
jammu-&-kashmir,kathua,44719,562924,2020,2
jammu-&-kashmir,kishtwar,8584,124258,2020,2
jammu-&-kashmir,pulwama,34565,434688,2020,2
jammu-&-kashmir,ramban,12068,183807,2020,2
jammu-&-kashmir,rajouri,33389,494580,2020,2
jammu-&-kashmir,kulgam,23505,216052,2020,2
jammu-&-kashmir,budgam,49962,560896,2020,2
jammu-&-kashmir,anantnag,44423,413847,2020,2
jammu-&-kashmir,kupwara,41855,574210,2020,2
jammu-&-kashmir,muzaffarabad,304,6388,2020,3
jammu-&-kashmir,doda,20833,287357,2020,3
jammu-&-kashmir,samba,42915,522691,2020,3
jammu-&-kashmir,mirpur,4128,70985,2020,3
jammu-&-kashmir,srinagar,87182,1051310,2020,3
jammu-&-kashmir,baramulla,73162,811950,2020,3
jammu-&-kashmir,jammu,248814,2720674,2020,3
jammu-&-kashmir,ganderbal,18259,225894,2020,3
jammu-&-kashmir,udhampur,47399,661207,2020,3
jammu-&-kashmir,bandipore,20153,223661,2020,3
jammu-&-kashmir,reasi,22063,243175,2020,3
jammu-&-kashmir,shopian,13294,160453,2020,3
jammu-&-kashmir,poonch,22704,342181,2020,3
jammu-&-kashmir,kathua,50914,593205,2020,3
jammu-&-kashmir,kishtwar,9745,126649,2020,3
jammu-&-kashmir,pulwama,38434,514441,2020,3
jammu-&-kashmir,ramban,13674,196197,2020,3
jammu-&-kashmir,rajouri,38071,557098,2020,3
jammu-&-kashmir,kulgam,25887,249487,2020,3
jammu-&-kashmir,budgam,55153,667385,2020,3
jammu-&-kashmir,anantnag,49443,501949,2020,3
jammu-&-kashmir,kupwara,47288,709117,2020,3
jammu-&-kashmir,muzaffarabad,339,9273,2020,4
jammu-&-kashmir,doda,24095,352491,2020,4
jammu-&-kashmir,samba,48775,710801,2020,4
jammu-&-kashmir,mirpur,4799,87362,2020,4
jammu-&-kashmir,srinagar,98923,1535006,2020,4
jammu-&-kashmir,baramulla,83119,1261348,2020,4
jammu-&-kashmir,jammu,282463,3834866,2020,4
jammu-&-kashmir,ganderbal,20465,288341,2020,4
jammu-&-kashmir,udhampur,53803,864317,2020,4
jammu-&-kashmir,bandipore,22721,335472,2020,4
jammu-&-kashmir,reasi,25147,358570,2020,4
jammu-&-kashmir,shopian,15234,234965,2020,4
jammu-&-kashmir,poonch,26045,423011,2020,4
jammu-&-kashmir,kathua,57651,817085,2020,4
jammu-&-kashmir,kishtwar,11233,171549,2020,4
jammu-&-kashmir,pulwama,43139,712775,2020,4
jammu-&-kashmir,ramban,15548,266848,2020,4
jammu-&-kashmir,rajouri,43240,690479,2020,4
jammu-&-kashmir,kulgam,29261,375598,2020,4
jammu-&-kashmir,budgam,62364,940572,2020,4
jammu-&-kashmir,anantnag,56211,775396,2020,4
jammu-&-kashmir,kupwara,54447,972626,2020,4
jammu-&-kashmir,muzaffarabad,377,9533,2021,1
jammu-&-kashmir,doda,26460,385972,2021,1
jammu-&-kashmir,samba,53123,846106,2021,1
jammu-&-kashmir,mirpur,5198,91729,2021,1
jammu-&-kashmir,srinagar,107147,1800718,2021,1
jammu-&-kashmir,baramulla,90607,1419562,2021,1
jammu-&-kashmir,jammu,307670,4748576,2021,1
jammu-&-kashmir,ganderbal,22249,307343,2021,1
jammu-&-kashmir,udhampur,58664,1005055,2021,1
jammu-&-kashmir,bandipore,24662,380806,2021,1
jammu-&-kashmir,reasi,27524,560191,2021,1
jammu-&-kashmir,shopian,16657,257342,2021,1
jammu-&-kashmir,poonch,28300,438878,2021,1
jammu-&-kashmir,kathua,62777,999489,2021,1
jammu-&-kashmir,kishtwar,12235,192499,2021,1
jammu-&-kashmir,pulwama,46731,822230,2021,1
jammu-&-kashmir,ramban,16907,314751,2021,1
jammu-&-kashmir,rajouri,47092,761083,2021,1
jammu-&-kashmir,kulgam,31882,413955,2021,1
jammu-&-kashmir,budgam,67920,1094310,2021,1
jammu-&-kashmir,anantnag,61151,943863,2021,1
jammu-&-kashmir,kupwara,59485,1040018,2021,1
jammu-&-kashmir,muzaffarabad,416,140975,2021,2
jammu-&-kashmir,doda,28542,1668531,2021,2
jammu-&-kashmir,samba,57066,1261847,2021,2
jammu-&-kashmir,mirpur,5662,519745,2021,2
jammu-&-kashmir,srinagar,114498,1723018,2021,2
jammu-&-kashmir,baramulla,97258,2275167,2021,2
jammu-&-kashmir,jammu,329625,5307827,2021,2
jammu-&-kashmir,ganderbal,23884,732103,2021,2
jammu-&-kashmir,udhampur,63296,2284672,2021,2
jammu-&-kashmir,bandipore,26435,753955,2021,2
jammu-&-kashmir,reasi,29716,1517492,2021,2
jammu-&-kashmir,shopian,17933,458734,2021,2
jammu-&-kashmir,poonch,30575,1527433,2021,2
jammu-&-kashmir,kathua,67569,2554198,2021,2
jammu-&-kashmir,kishtwar,13206,1464466,2021,2
jammu-&-kashmir,pulwama,50038,1135519,2021,2
jammu-&-kashmir,ramban,18253,999598,2021,2
jammu-&-kashmir,rajouri,50772,2055898,2021,2
jammu-&-kashmir,kulgam,34224,770338,2021,2
jammu-&-kashmir,budgam,72750,1261253,2021,2
jammu-&-kashmir,anantnag,65592,1762005,2021,2
jammu-&-kashmir,kupwara,63957,2099785,2021,2
jammu-&-kashmir,muzaffarabad,454,277152,2021,3
jammu-&-kashmir,doda,30988,2156305,2021,3
jammu-&-kashmir,samba,61677,1647183,2021,3
jammu-&-kashmir,mirpur,6201,741299,2021,3
jammu-&-kashmir,srinagar,122752,2116162,2021,3
jammu-&-kashmir,baramulla,104763,2926151,2021,3
jammu-&-kashmir,jammu,354280,7100607,2021,3
jammu-&-kashmir,ganderbal,25735,1207298,2021,3
jammu-&-kashmir,udhampur,68452,2608312,2021,3
jammu-&-kashmir,bandipore,28469,1139504,2021,3
jammu-&-kashmir,reasi,32275,2111256,2021,3
jammu-&-kashmir,shopian,19343,542538,2021,3
jammu-&-kashmir,poonch,33277,2129714,2021,3
jammu-&-kashmir,kathua,73280,3107994,2021,3
jammu-&-kashmir,kishtwar,14320,1885750,2021,3
jammu-&-kashmir,pulwama,53876,1519762,2021,3
jammu-&-kashmir,ramban,19751,1301613,2021,3
jammu-&-kashmir,rajouri,55013,2580630,2021,3
jammu-&-kashmir,kulgam,36921,956967,2021,3
jammu-&-kashmir,budgam,78298,1548150,2021,3
jammu-&-kashmir,anantnag,70633,2364289,2021,3
jammu-&-kashmir,kupwara,69102,3056561,2021,3
jammu-&-kashmir,muzaffarabad,506,22752,2021,4
jammu-&-kashmir,doda,33427,846302,2021,4
jammu-&-kashmir,samba,66057,1804895,2021,4
jammu-&-kashmir,mirpur,6709,171174,2021,4
jammu-&-kashmir,srinagar,130968,2897946,2021,4
jammu-&-kashmir,baramulla,112175,2592259,2021,4
jammu-&-kashmir,jammu,378618,8499645,2021,4
jammu-&-kashmir,ganderbal,27599,699275,2021,4
jammu-&-kashmir,udhampur,73525,2166683,2021,4
jammu-&-kashmir,bandipore,30502,782430,2021,4
jammu-&-kashmir,reasi,34767,1115094,2021,4
jammu-&-kashmir,shopian,20780,528874,2021,4
jammu-&-kashmir,poonch,35913,914840,2021,4
jammu-&-kashmir,kathua,78693,1976525,2021,4
jammu-&-kashmir,kishtwar,15389,430915,2021,4
jammu-&-kashmir,pulwama,57630,1470314,2021,4
jammu-&-kashmir,ramban,21283,726042,2021,4
jammu-&-kashmir,rajouri,59304,1466839,2021,4
jammu-&-kashmir,kulgam,39481,885164,2021,4
jammu-&-kashmir,budgam,83726,2099845,2021,4
jammu-&-kashmir,anantnag,75622,1791477,2021,4
jammu-&-kashmir,kupwara,74136,2122858,2021,4
jammu-&-kashmir,muzaffarabad,540,480972,2022,1
jammu-&-kashmir,doda,35680,3731468,2022,1
jammu-&-kashmir,samba,70288,2419072,2022,1
jammu-&-kashmir,mirpur,7177,1274287,2022,1
jammu-&-kashmir,srinagar,138727,1353992,2022,1
jammu-&-kashmir,baramulla,119475,3187493,2022,1
jammu-&-kashmir,jammu,401675,7369217,2022,1
jammu-&-kashmir,ganderbal,29427,1086867,2022,1
jammu-&-kashmir,udhampur,78353,4561115,2022,1
jammu-&-kashmir,bandipore,32427,1906499,2022,1
jammu-&-kashmir,reasi,37052,4089782,2022,1
jammu-&-kashmir,shopian,22173,601448,2022,1
jammu-&-kashmir,poonch,38315,3572503,2022,1
jammu-&-kashmir,kathua,83944,6051993,2022,1
jammu-&-kashmir,kishtwar,16418,3226678,2022,1
jammu-&-kashmir,pulwama,61306,1541606,2022,1
jammu-&-kashmir,ramban,22686,1936558,2022,1
jammu-&-kashmir,rajouri,63232,5359687,2022,1
jammu-&-kashmir,kulgam,42103,973922,2022,1
jammu-&-kashmir,budgam,88994,1081801,2022,1
jammu-&-kashmir,anantnag,80434,2235395,2022,1
jammu-&-kashmir,kupwara,78894,4073502,2022,1
jammu-&-kashmir,muzaffarabad,569,721831,2022,2
jammu-&-kashmir,doda,37779,5377569,2022,2
jammu-&-kashmir,samba,74186,3213482,2022,2
jammu-&-kashmir,mirpur,7601,1968657,2022,2
jammu-&-kashmir,srinagar,146169,1914232,2022,2
jammu-&-kashmir,baramulla,126067,4922259,2022,2
jammu-&-kashmir,jammu,423398,8926803,2022,2
jammu-&-kashmir,ganderbal,31111,3377275,2022,2
jammu-&-kashmir,udhampur,82705,6195826,2022,2
jammu-&-kashmir,bandipore,34244,2602119,2022,2
jammu-&-kashmir,reasi,39173,5696031,2022,2
jammu-&-kashmir,shopian,23465,810291,2022,2
jammu-&-kashmir,poonch,40606,4672381,2022,2
jammu-&-kashmir,kathua,88764,7935788,2022,2
jammu-&-kashmir,kishtwar,17326,4072235,2022,2
jammu-&-kashmir,pulwama,64808,2295579,2022,2
jammu-&-kashmir,ramban,24052,3050908,2022,2
jammu-&-kashmir,rajouri,66893,7456466,2022,2
jammu-&-kashmir,kulgam,44393,1545241,2022,2
jammu-&-kashmir,budgam,93893,1869838,2022,2
jammu-&-kashmir,anantnag,84898,4586304,2022,2
jammu-&-kashmir,kupwara,83470,6775195,2022,2
jammu-&-kashmir,muzaffarabad,592,952229,2022,3
jammu-&-kashmir,doda,39659,6978827,2022,3
jammu-&-kashmir,samba,78092,4267809,2022,3
jammu-&-kashmir,mirpur,7926,1829119,2022,3
jammu-&-kashmir,srinagar,153729,1647570,2022,3
jammu-&-kashmir,baramulla,132526,5517125,2022,3
jammu-&-kashmir,jammu,445345,11603149,2022,3
jammu-&-kashmir,ganderbal,32688,5505482,2022,3
jammu-&-kashmir,udhampur,86915,6912898,2022,3
jammu-&-kashmir,bandipore,36029,2922097,2022,3
jammu-&-kashmir,reasi,41108,6290088,2022,3
jammu-&-kashmir,shopian,24676,1040961,2022,3
jammu-&-kashmir,poonch,42653,5618116,2022,3
jammu-&-kashmir,kathua,93084,8200860,2022,3
jammu-&-kashmir,kishtwar,18168,4965859,2022,3
jammu-&-kashmir,pulwama,68004,2763346,2022,3
jammu-&-kashmir,ramban,25296,3925846,2022,3
jammu-&-kashmir,rajouri,70231,8425068,2022,3
jammu-&-kashmir,kulgam,46715,1705069,2022,3
jammu-&-kashmir,budgam,98698,2099049,2022,3
jammu-&-kashmir,anantnag,89184,8191712,2022,3
jammu-&-kashmir,kupwara,87867,7983956,2022,3
jammu-&-kashmir,muzaffarabad,598,50129,2022,4
jammu-&-kashmir,doda,41227,1620662,2022,4
jammu-&-kashmir,samba,81447,3159821,2022,4
jammu-&-kashmir,mirpur,8110,282243,2022,4
jammu-&-kashmir,srinagar,160924,4284704,2022,4
jammu-&-kashmir,baramulla,138215,4050435,2022,4
jammu-&-kashmir,jammu,465635,14015838,2022,4
jammu-&-kashmir,ganderbal,34020,1093714,2022,4
jammu-&-kashmir,udhampur,90677,3588426,2022,4
jammu-&-kashmir,bandipore,37554,1187600,2022,4
jammu-&-kashmir,reasi,42686,1985389,2022,4
jammu-&-kashmir,shopian,25639,1040648,2022,4
jammu-&-kashmir,poonch,44253,1667445,2022,4
jammu-&-kashmir,kathua,96688,3532478,2022,4
jammu-&-kashmir,kishtwar,18904,928136,2022,4
jammu-&-kashmir,pulwama,70875,2201068,2022,4
jammu-&-kashmir,ramban,26335,1386458,2022,4
jammu-&-kashmir,rajouri,72921,2562701,2022,4
jammu-&-kashmir,kulgam,48872,1582267,2022,4
jammu-&-kashmir,budgam,103056,3084965,2022,4
jammu-&-kashmir,anantnag,93107,3151558,2022,4
jammu-&-kashmir,kupwara,91691,3749180,2022,4
jharkhand,ramgarh,37875,0,2018,1
jharkhand,ranchi,159444,0,2018,1
jharkhand,east singhbhum,103016,0,2018,1
jharkhand,jamtara,10659,0,2018,1
jharkhand,dumka,16027,0,2018,1
jharkhand,koderma,21423,0,2018,1
jharkhand,hazaribagh,56421,0,2018,1
jharkhand,simdega,2983,0,2018,1
jharkhand,garhwa,14981,0,2018,1
jharkhand,saraikela kharsawan,31177,0,2018,1
jharkhand,gumla,6616,0,2018,1
jharkhand,chatra,11805,0,2018,1
jharkhand,khunti,4037,0,2018,1
jharkhand,dhanbad,130195,0,2018,1
jharkhand,godda,16608,0,2018,1
jharkhand,deoghar,35229,0,2018,1
jharkhand,palamu,31788,0,2018,1
jharkhand,latehar,7580,0,2018,1
jharkhand,west singhbhum,15529,0,2018,1
jharkhand,pakur,6846,0,2018,1
jharkhand,lohardaga,5431,0,2018,1
jharkhand,sahebganj,12479,0,2018,1
jharkhand,giridih,45940,0,2018,1
jharkhand,bokaro,101673,0,2018,1
jharkhand,ramgarh,51846,0,2018,2
jharkhand,ranchi,216019,0,2018,2
jharkhand,east singhbhum,142493,0,2018,2
jharkhand,jamtara,15754,0,2018,2
jharkhand,dumka,22385,0,2018,2
jharkhand,koderma,28998,0,2018,2
jharkhand,hazaribagh,78856,0,2018,2
jharkhand,simdega,4315,0,2018,2
jharkhand,garhwa,22429,0,2018,2
jharkhand,saraikela kharsawan,43186,0,2018,2
jharkhand,gumla,9302,0,2018,2
jharkhand,chatra,17229,0,2018,2
jharkhand,khunti,5835,0,2018,2
jharkhand,dhanbad,181348,0,2018,2
jharkhand,godda,23746,0,2018,2
jharkhand,deoghar,50575,0,2018,2
jharkhand,palamu,45659,0,2018,2
jharkhand,latehar,11032,0,2018,2
jharkhand,west singhbhum,22297,0,2018,2
jharkhand,pakur,9475,0,2018,2
jharkhand,lohardaga,7702,0,2018,2
jharkhand,sahebganj,17195,0,2018,2
jharkhand,giridih,63248,0,2018,2
jharkhand,bokaro,139675,0,2018,2
jharkhand,ramgarh,63704,0,2018,3
jharkhand,ranchi,265341,0,2018,3
jharkhand,east singhbhum,176668,0,2018,3
jharkhand,jamtara,20471,0,2018,3
jharkhand,dumka,28400,0,2018,3
jharkhand,koderma,36314,0,2018,3
jharkhand,hazaribagh,99502,0,2018,3
jharkhand,simdega,5759,0,2018,3
jharkhand,garhwa,30199,0,2018,3
jharkhand,saraikela kharsawan,54706,0,2018,3
jharkhand,gumla,12095,0,2018,3
jharkhand,chatra,22931,0,2018,3
jharkhand,khunti,8026,0,2018,3
jharkhand,dhanbad,219103,0,2018,3
jharkhand,godda,30225,0,2018,3
jharkhand,deoghar,63814,0,2018,3
jharkhand,palamu,59382,0,2018,3
jharkhand,latehar,14871,0,2018,3
jharkhand,west singhbhum,29036,0,2018,3
jharkhand,pakur,12107,0,2018,3
jharkhand,lohardaga,10207,0,2018,3
jharkhand,sahebganj,21878,0,2018,3
jharkhand,giridih,80440,0,2018,3
jharkhand,bokaro,167183,0,2018,3
jharkhand,ramgarh,78772,0,2018,4
jharkhand,ranchi,326599,0,2018,4
jharkhand,east singhbhum,217406,0,2018,4
jharkhand,jamtara,26309,0,2018,4
jharkhand,dumka,36099,0,2018,4
jharkhand,koderma,45333,0,2018,4
jharkhand,hazaribagh,126167,0,2018,4
jharkhand,simdega,7712,0,2018,4
jharkhand,garhwa,40041,0,2018,4
jharkhand,saraikela kharsawan,68611,0,2018,4
jharkhand,gumla,15753,0,2018,4
jharkhand,chatra,30596,0,2018,4
jharkhand,khunti,10206,0,2018,4
jharkhand,dhanbad,268439,0,2018,4
jharkhand,godda,38887,0,2018,4
jharkhand,deoghar,80669,0,2018,4
jharkhand,palamu,77478,0,2018,4
jharkhand,latehar,19320,0,2018,4
jharkhand,west singhbhum,37405,0,2018,4
jharkhand,pakur,15419,0,2018,4
jharkhand,lohardaga,13230,0,2018,4
jharkhand,sahebganj,28138,0,2018,4
jharkhand,giridih,103118,0,2018,4
jharkhand,bokaro,202242,0,2018,4
jharkhand,ramgarh,93606,0,2019,1
jharkhand,ranchi,386608,0,2019,1
jharkhand,east singhbhum,256344,0,2019,1
jharkhand,jamtara,31881,0,2019,1
