States,Pincodes,Transaction_Year,Quarters,Transaction_Type,Transaction_Count,Transaction_Amount
delhi,new delhi,2020,1,TOTAL,13167147,27716426760.692245
delhi,west,2020,1,TOTAL,2246745,2823169243.2567444
delhi,south east delhi,2020,1,TOTAL,2017770,2959094976.1602616
delhi,east,2020,1,TOTAL,1688246,1871584508.1730154
delhi,south,2020,1,TOTAL,1390523,1922874548.8064523
delhi,north west,2020,1,TOTAL,1380723,1274244659.2709315
delhi,north,2020,1,TOTAL,1309355,1389601330.3081732
delhi,south west,2020,1,TOTAL,1195886,1853976915.1743221
delhi,shahdara,2020,1,TOTAL,1143958,1865166271.1465106
delhi,central delhi,2020,2,TOTAL,14401400,26006450222.981194
delhi,new delhi,2020,2,TOTAL,9780539,21370003546.27849
delhi,west,2020,2,TOTAL,2139941,3106872097.1137457
delhi,south east delhi,2020,2,TOTAL,1562004,2182879654.086957
delhi,north west,2020,2,TOTAL,1551398,1650561683.11692
delhi,south west,2020,2,TOTAL,1481070,1868445423.8846254
delhi,east,2020,2,TOTAL,1425918,1945806083.208838
delhi,south,2020,2,TOTAL,1182392,1341676545.7617817
delhi,north,2020,2,TOTAL,1097029,1679247771.8664317
delhi,north east,2020,2,TOTAL,1024179,1489023979.0887425
delhi,central delhi,2020,3,TOTAL,27731187,53768475790.81149
delhi,new delhi,2020,3,TOTAL,11598940,25361403335.98009
delhi,west,2020,3,TOTAL,2674239,4417666366.34634
delhi,south east delhi,2020,3,TOTAL,2031141,3182611926.904725
delhi,north west,2020,3,TOTAL,1923493,2318443412.1157193
delhi,south west,2020,3,TOTAL,1896683,2685180754.174213
delhi,east,2020,3,TOTAL,1744045,2969194473.03322
delhi,north,2020,3,TOTAL,1483956,2736097759.7076325
delhi,south,2020,3,TOTAL,1396108,2434306758.173875
delhi,north east,2020,3,TOTAL,1373338,1948942318.7405493
delhi,central delhi,2020,4,TOTAL,24969702,48831647275.471146
delhi,new delhi,2020,4,TOTAL,11221269,23683912773.698063
delhi,west,2020,4,TOTAL,3799438,6329566157.156872
delhi,south east delhi,2020,4,TOTAL,3221230,4899618245.881683
delhi,north west,2020,4,TOTAL,2718700,3438345039.6265783
delhi,south west,2020,4,TOTAL,2649861,3913817688.1879444
delhi,east,2020,4,TOTAL,2341470,4223424733.318021
delhi,south,2020,4,TOTAL,2068385,3843461574.789345
delhi,north,2020,4,TOTAL,2050059,2865234907.8525743
delhi,shahdara,2020,4,TOTAL,1917099,3480992953.596157
delhi,central delhi,2021,1,TOTAL,46104924,76683904356.11441
delhi,new delhi,2021,1,TOTAL,22666307,39323613369.92937
delhi,west,2021,1,TOTAL,3737331,6348263610.015632
delhi,south east delhi,2021,1,TOTAL,3556986,5257050588.351093
delhi,north west,2021,1,TOTAL,2839758,3612504308.4823294
delhi,east,2021,1,TOTAL,2645743,3938469447.3783674
delhi,south west,2021,1,TOTAL,2287534,4240411610.532942
delhi,south,2021,1,TOTAL,2162372,2985492471.767673
delhi,north,2021,1,TOTAL,2149774,2920917417.1440935
delhi,shahdara,2021,1,TOTAL,2084799,3980312902.164116
delhi,central delhi,2021,2,TOTAL,54888173,88849307061.744
delhi,new delhi,2021,2,TOTAL,27812030,47085593041.870026
delhi,west,2021,2,TOTAL,4052872,6828937673.963655
delhi,south east delhi,2021,2,TOTAL,3163351,4866794837.461931
delhi,north west,2021,2,TOTAL,2832954,4116839483.335168
delhi,south west,2021,2,TOTAL,2782115,3579728478.2270203
delhi,east,2021,2,TOTAL,2638400,4600117752.808466
delhi,south,2021,2,TOTAL,2220724,3106104150.789544
delhi,north,2021,2,TOTAL,2144919,3831289083.036586
delhi,north east,2021,2,TOTAL,2055104,4068426801.7544923
delhi,central delhi,2021,3,TOTAL,77515502,117511789786.6426
delhi,new delhi,2021,3,TOTAL,37098256,58772291724.99803
delhi,south east delhi,2021,3,TOTAL,5085859,8604119136.980774
delhi,west,2021,3,TOTAL,4717758,6986398683.703991
delhi,north west,2021,3,TOTAL,3751590,5383137560.067832
delhi,south west,2021,3,TOTAL,3708201,4715948100.740036
delhi,east,2021,3,TOTAL,3291024,5909926857.842232
delhi,south,2021,3,TOTAL,2992099,4083552200.602017
delhi,north,2021,3,TOTAL,2951800,4093050255.6921024
delhi,shahdara,2021,3,TOTAL,2936940,5522652836.145384
delhi,central delhi,2021,4,TOTAL,96850347,152021116180.99402
delhi,new delhi,2021,4,TOTAL,45632512,75082085294.90857
delhi,south east delhi,2021,4,TOTAL,5943757,10518242489.28677
delhi,west,2021,4,TOTAL,5571112,8499318004.834803
delhi,north west,2021,4,TOTAL,4462678,6696444242.114
delhi,south,2021,4,TOTAL,4227391,5949257362.615062
delhi,north,2021,4,TOTAL,3961746,5551790404.003318
delhi,south west,2021,4,TOTAL,3930362,7373955799.234581
delhi,east,2021,4,TOTAL,3455659,5003762511.4679985
delhi,shahdara,2021,4,TOTAL,3441469,6668420149.437773
delhi,central delhi,2022,1,TOTAL,112708284,170854549748.09644
delhi,new delhi,2022,1,TOTAL,53611907,85366127462.83116
delhi,south east delhi,2022,1,TOTAL,6517564,11297429691.411884
delhi,west,2022,1,TOTAL,5941201,9009246553.242567
delhi,north west,2022,1,TOTAL,4830269,7219702543.544838
delhi,north,2022,1,TOTAL,4584596,6478571783.238957
delhi,south west,2022,1,TOTAL,4301886,5948489833.09691
delhi,south,2022,1,TOTAL,4286737,8020809205.490483
delhi,east,2022,1,TOTAL,3775690,5458246572.274104
delhi,north east,2022,1,TOTAL,3769917,7362518721.575321
delhi,central delhi,2022,2,TOTAL,139136098,200269818218.75818
delhi,new delhi,2022,2,TOTAL,66110858,99696334337.04666
delhi,south east delhi,2022,2,TOTAL,7911848,13229721980.598223
delhi,west,2022,2,TOTAL,7653561,10718218989.295082
delhi,north west,2022,2,TOTAL,5867922,8271727766.638143
delhi,north,2022,2,TOTAL,5775974,7492470881.603399
delhi,south,2022,2,TOTAL,5619553,7230302952.727861
delhi,south west,2022,2,TOTAL,5076095,9266499934.113005
delhi,east,2022,2,TOTAL,4608613,6338184325.3083315
delhi,shahdara,2022,2,TOTAL,4554877,8379282455.122171
delhi,central delhi,2022,3,TOTAL,222465526,294132832922.7636
delhi,new delhi,2022,3,TOTAL,28526787,37616195388.485214
delhi,west,2022,3,TOTAL,8581845,11865281418.909304
delhi,south east delhi,2022,3,TOTAL,7992943,13036442355.379208
delhi,east,2022,3,TOTAL,7839965,10701975487.01072
delhi,north west,2022,3,TOTAL,7698720,10627800097.635551
delhi,south,2022,3,TOTAL,6489117,11438042921.96499
delhi,north,2022,3,TOTAL,6061206,8284650031.080469
delhi,south west,2022,3,TOTAL,5849855,7406065685.155811
delhi,shahdara,2022,3,TOTAL,5742673,7179824596.728046
delhi,central delhi,2022,4,TOTAL,258183697,349487194869.16797
delhi,new delhi,2022,4,TOTAL,20480539,26584239117.371742
delhi,south east delhi,2022,4,TOTAL,9548765,13433850052.441826
delhi,west,2022,4,TOTAL,8586883,14036923423.008097
delhi,east,2022,4,TOTAL,8283981,11402306752.71709
delhi,north west,2022,4,TOTAL,6561517,7929218428.945629
delhi,south,2022,4,TOTAL,6470704,8894791105.324623
delhi,north,2022,4,TOTAL,6313451,11528807332.10993
delhi,south west,2022,4,TOTAL,6216504,8186001224.2181835
delhi,shahdara,2022,4,TOTAL,5461785,9854330085.819221
goa,north goa,2018,1,TOTAL,9837,17568338.79799645
goa,south goa,2018,1,TOTAL,9744,11322633.100998443
goa,north goa,2018,2,TOTAL,14264,42305543.14160389
goa,south goa,2018,2,TOTAL,14234,21311964.080055088
goa,north goa,2018,3,TOTAL,22917,33996326.905014634
goa,south goa,2018,3,TOTAL,22113,65175719.31863793
goa,north goa,2018,4,TOTAL,35544,50505207.291698724
goa,south goa,2018,4,TOTAL,32336,92617451.5407976
goa,north goa,2019,1,TOTAL,52100,65683966.67567325
goa,south goa,2019,1,TOTAL,49429,120568641.04708979
goa,north goa,2019,2,TOTAL,57502,140158213.78222042
goa,south goa,2019,2,TOTAL,50187,132034209.74153921
goa,north goa,2019,3,TOTAL,76717,190634992.80205646
goa,south goa,2019,3,TOTAL,72782,153953785.33328107
goa,north goa,2019,4,TOTAL,135378,292464329.40128493
goa,south goa,2019,4,TOTAL,106136,274328742.6405559
goa,north goa,2020,1,TOTAL,191898,368233387.98176056
goa,south goa,2020,1,TOTAL,181964,419066205.0266466
goa,north goa,2020,2,TOTAL,104077,201722910.30992788
goa,south goa,2020,2,TOTAL,82301,131689536.39495003
goa,north goa,2020,3,TOTAL,290028,642201696.1086454
goa,south goa,2020,3,TOTAL,108610,201400826.61977273
goa,north goa,2020,4,TOTAL,442303,1003262762.8099118
goa,south goa,2020,4,TOTAL,341199,647782223.4899273
goa,north goa,2021,1,TOTAL,900379,1813311525.497085
goa,south goa,2021,1,TOTAL,608783,1124876181.580154
goa,north goa,2021,2,TOTAL,1001588,1763922715.9206922
goa,south goa,2021,2,TOTAL,223522,384320497.3764209
goa,north goa,2021,3,TOTAL,1269330,2044070749.06711
goa,south goa,2021,3,TOTAL,395262,638515757.9112428
goa,north goa,2021,4,TOTAL,1935051,3497234194.7621446
goa,south goa,2021,4,TOTAL,1192672,2016364161.2772582
goa,north goa,2022,1,TOTAL,2218382,3849342160.883536
goa,south goa,2022,1,TOTAL,1184397,1857474633.5399528
goa,north goa,2022,2,TOTAL,2800103,4813402074.055575
goa,south goa,2022,2,TOTAL,1439820,2301577602.2906885
goa,north goa,2022,3,TOTAL,1365759,2544949835.9234076
goa,south goa,2022,3,TOTAL,1074672,1660765761.4184957
goa,north goa,2022,4,TOTAL,1982311,2953947926.863951
goa,south goa,2022,4,TOTAL,1382900,2655630408.285596
gujarat,ahmadabad,2018,1,TOTAL,423426,548596428.2702155
gujarat,surat,2018,1,TOTAL,162301,214720347.17411375
gujarat,vadodara,2018,1,TOTAL,97285,157954445.4003239
gujarat,banas kantha,2018,1,TOTAL,86146,142239271.32561636
gujarat,gandhinagar,2018,1,TOTAL,78757,100474271.98392478
gujarat,mahesana,2018,1,TOTAL,66702,100596288.07336298
gujarat,rajkot,2018,1,TOTAL,66248,82245289.39079314
gujarat,kachchh,2018,1,TOTAL,56611,94766734.49864133
gujarat,bharuch,2018,1,TOTAL,55680,80257787.10926825
gujarat,bhavnagar,2018,1,TOTAL,47965,57243133.692310214
gujarat,ahmadabad,2018,2,TOTAL,463754,758307877.4611406
gujarat,surat,2018,2,TOTAL,209888,358374308.1652395
gujarat,vadodara,2018,2,TOTAL,113375,215785248.7215302
gujarat,gandhinagar,2018,2,TOTAL,113092,221120822.8047099
gujarat,banas kantha,2018,2,TOTAL,102439,155559046.0178629
gujarat,bharuch,2018,2,TOTAL,89555,159215956.5852164
gujarat,kachchh,2018,2,TOTAL,87640,137096417.11532813
gujarat,mahesana,2018,2,TOTAL,72723,134999275.2524975
gujarat,rajkot,2018,2,TOTAL,69104,130748423.42890328
gujarat,bhavnagar,2018,2,TOTAL,62943,93492040.44125229
gujarat,ahmadabad,2018,3,TOTAL,573722,975939712.0372305
gujarat,surat,2018,3,TOTAL,341229,528128894.3274231
gujarat,vadodara,2018,3,TOTAL,164704,321229121.24541855
gujarat,bharuch,2018,3,TOTAL,160159,133759995.30954562
gujarat,gandhinagar,2018,3,TOTAL,148798,279902861.96445787
gujarat,mahesana,2018,3,TOTAL,132285,211659006.6847221
gujarat,kachchh,2018,3,TOTAL,127567,205675497.3388766
gujarat,rajkot,2018,3,TOTAL,119802,204135398.43183005
gujarat,banas kantha,2018,3,TOTAL,117394,145133455.7465284
gujarat,bhavnagar,2018,3,TOTAL,113276,120633436.64904562
gujarat,ahmadabad,2018,4,TOTAL,643919,1173940659.2927508
gujarat,surat,2018,4,TOTAL,290080,585125926.221817
gujarat,vadodara,2018,4,TOTAL,191363,233202833.5228809
gujarat,gandhinagar,2018,4,TOTAL,181745,420010935.6893592
gujarat,bharuch,2018,4,TOTAL,167118,336454142.6706798
gujarat,kachchh,2018,4,TOTAL,165510,290783624.61075425
gujarat,banas kantha,2018,4,TOTAL,153060,180131636.0909396
gujarat,mahesana,2018,4,TOTAL,142927,270933948.97170943
gujarat,rajkot,2018,4,TOTAL,134136,198342421.48948702
gujarat,valsad,2018,4,TOTAL,132479,241597813.10561174
gujarat,ahmadabad,2019,1,TOTAL,2317295,3602207468.4702206
gujarat,surat,2019,1,TOTAL,890893,1531665516.997067
gujarat,vadodara,2019,1,TOTAL,443006,790759656.5338777
gujarat,gandhinagar,2019,1,TOTAL,267174,574170903.883326
gujarat,navsari,2019,1,TOTAL,266446,318287526.0636297
gujarat,bharuch,2019,1,TOTAL,246614,408334960.990163
gujarat,mahesana,2019,1,TOTAL,236157,244252561.73802507
gujarat,kachchh,2019,1,TOTAL,227798,137427186.56227446
gujarat,banas kantha,2019,1,TOTAL,218022,342251658.5039515
gujarat,valsad,2019,1,TOTAL,214453,219548042.30027515
gujarat,ahmadabad,2019,2,TOTAL,6034737,10446888963.74205
gujarat,navsari,2019,2,TOTAL,2916057,5041854311.531418
gujarat,surat,2019,2,TOTAL,414968,854364539.6318631
gujarat,vadodara,2019,2,TOTAL,371756,710427162.5134758
gujarat,gandhinagar,2019,2,TOTAL,310956,377611674.6124442
gujarat,bharuch,2019,2,TOTAL,269037,646042461.9564029
gujarat,rajkot,2019,2,TOTAL,250084,428354146.0705642
gujarat,mahesana,2019,2,TOTAL,233974,432171835.7451432
gujarat,kachchh,2019,2,TOTAL,232824,324425407.9813392
gujarat,banas kantha,2019,2,TOTAL,226802,488659458.52287734
gujarat,ahmadabad,2019,3,TOTAL,5791776,11683489722.006363
gujarat,surat,2019,3,TOTAL,2710512,5525461372.553297
gujarat,navsari,2019,3,TOTAL,571069,1020660013.5659819
gujarat,vadodara,2019,3,TOTAL,505956,578410997.8494031
gujarat,gandhinagar,2019,3,TOTAL,455273,513590650.8654868
gujarat,bharuch,2019,3,TOTAL,388138,760839791.4845159
gujarat,rajkot,2019,3,TOTAL,381862,367381983.46705395
gujarat,mahesana,2019,3,TOTAL,363966,724895033.5052948
gujarat,anand,2019,3,TOTAL,362107,449461796.678245
gujarat,banas kantha,2019,3,TOTAL,342874,237505556.90335196
gujarat,ahmadabad,2019,4,TOTAL,5745525,13811436405.017286
gujarat,surat,2019,4,TOTAL,2626585,6276237298.1199665
gujarat,navsari,2019,4,TOTAL,917461,1982009967.083078
gujarat,vadodara,2019,4,TOTAL,552565,1165745706.8077176
gujarat,gandhinagar,2019,4,TOTAL,456655,603831544.2345533
gujarat,bharuch,2019,4,TOTAL,443472,723663765.6381704
gujarat,mahesana,2019,4,TOTAL,414070,969707102.8092742
gujarat,rajkot,2019,4,TOTAL,409081,911892156.7415185
gujarat,banas kantha,2019,4,TOTAL,399705,691387341.6253154
gujarat,valsad,2019,4,TOTAL,375531,544424446.2835009
gujarat,ahmadabad,2020,1,TOTAL,8107941,19966510984.145233
gujarat,surat,2020,1,TOTAL,1402174,3734403306.611532
gujarat,vadodara,2020,1,TOTAL,645971,1376735168.0980968
gujarat,gandhinagar,2020,1,TOTAL,482947,826191937.9135685
gujarat,bharuch,2020,1,TOTAL,467039,1104136613.570354
gujarat,banas kantha,2020,1,TOTAL,458474,805095627.7104974
gujarat,valsad,2020,1,TOTAL,446819,613341505.6976718
gujarat,rajkot,2020,1,TOTAL,443684,1063446407.770895
gujarat,kachchh,2020,1,TOTAL,437499,806573971.3800502
gujarat,mahesana,2020,1,TOTAL,401588,634964140.7000988
gujarat,ahmadabad,2020,2,TOTAL,8490730,21210698645.19712
gujarat,surat,2020,2,TOTAL,1197439,2801531524.2471943
gujarat,vadodara,2020,2,TOTAL,491210,606798458.849022
gujarat,gandhinagar,2020,2,TOTAL,389735,594630553.6467059
gujarat,banas kantha,2020,2,TOTAL,357734,586144259.7176538
gujarat,bharuch,2020,2,TOTAL,352149,635866692.5254682
gujarat,mahesana,2020,2,TOTAL,350621,516910883.211991
gujarat,valsad,2020,2,TOTAL,345147,533416336.1128773
gujarat,kachchh,2020,2,TOTAL,327067,647032195.1776508
gujarat,rajkot,2020,2,TOTAL,323936,474684195.07314795
gujarat,ahmadabad,2020,3,TOTAL,9734185,23152428012.586617
gujarat,surat,2020,3,TOTAL,1716356,4234790100.810323
gujarat,vadodara,2020,3,TOTAL,627631,1424719677.8692636
gujarat,gandhinagar,2020,3,TOTAL,578686,1113711569.84419
gujarat,bharuch,2020,3,TOTAL,550490,886152709.4698042
gujarat,banas kantha,2020,3,TOTAL,524777,845606210.1047603
gujarat,mahesana,2020,3,TOTAL,510309,1172713512.3121746
gujarat,kachchh,2020,3,TOTAL,496061,936821603.6409987
gujarat,valsad,2020,3,TOTAL,472523,822408153.032152
gujarat,rajkot,2020,3,TOTAL,468060,764094963.3973218
gujarat,ahmadabad,2020,4,TOTAL,9350995,21416748946.661865
gujarat,surat,2020,4,TOTAL,1883053,4437573255.564674
gujarat,vadodara,2020,4,TOTAL,906415,2189038301.3950315
gujarat,gandhinagar,2020,4,TOTAL,873023,1552178295.1246743
gujarat,bharuch,2020,4,TOTAL,806607,2069118073.3934765
gujarat,banas kantha,2020,4,TOTAL,767783,1609402841.7257638
gujarat,valsad,2020,4,TOTAL,719120,1259192375.812294
gujarat,mahesana,2020,4,TOTAL,701479,1196545943.7051742
gujarat,kachchh,2020,4,TOTAL,673078,1380721096.4707134
gujarat,rajkot,2020,4,TOTAL,647735,1327210543.6322489
gujarat,ahmadabad,2021,1,TOTAL,18692590,35260703527.42645
gujarat,surat,2021,1,TOTAL,3574224,7507189908.415331
gujarat,vadodara,2021,1,TOTAL,1309805,2380240591.7761126
gujarat,gandhinagar,2021,1,TOTAL,963950,2502491532.126816
gujarat,bharuch,2021,1,TOTAL,950097,1802808593.838027
gujarat,banas kantha,2021,1,TOTAL,878617,2401387485.5382814
gujarat,valsad,2021,1,TOTAL,815835,1752170004.0804417
gujarat,kachchh,2021,1,TOTAL,790429,1448287577.9135673
gujarat,mahesana,2021,1,TOTAL,775937,1349941435.8072865
gujarat,rajkot,2021,1,TOTAL,734115,1153029837.9890175
gujarat,ahmadabad,2021,2,TOTAL,24909165,44195604124.56421
gujarat,surat,2021,2,TOTAL,4621785,9016187582.009258
gujarat,vadodara,2021,2,TOTAL,1618101,2869957546.5403905
gujarat,gandhinagar,2021,2,TOTAL,1062648,1935669455.4092746
gujarat,bharuch,2021,2,TOTAL,1007064,2610546973.3214808
gujarat,banas kantha,2021,2,TOTAL,906437,1642806528.937462
gujarat,kachchh,2021,2,TOTAL,873810,1967989705.1061916
gujarat,valsad,2021,2,TOTAL,863020,2239159842.8368225
gujarat,mahesana,2021,2,TOTAL,820491,1464989667.8322325
gujarat,rajkot,2021,2,TOTAL,766476,1605513889.561928
gujarat,ahmadabad,2021,3,TOTAL,31818742,53859258361.39296
gujarat,surat,2021,3,TOTAL,6110686,11411418002.110046
gujarat,vadodara,2021,3,TOTAL,2114178,3543368722.384379
gujarat,gandhinagar,2021,3,TOTAL,1473699,2595023023.418545
gujarat,bharuch,2021,3,TOTAL,1425854,3478372396.661721
gujarat,banas kantha,2021,3,TOTAL,1328803,3408425378.6626863
gujarat,valsad,2021,3,TOTAL,1293900,2251720652.0150137
gujarat,kachchh,2021,3,TOTAL,1186041,2576358355.0277
gujarat,mahesana,2021,3,TOTAL,1110949,1908418888.2582488
gujarat,rajkot,2021,3,TOTAL,1088931,1661421897.5552168
gujarat,ahmadabad,2021,4,TOTAL,37718845,64984430216.761955
gujarat,surat,2021,4,TOTAL,7475140,14043446799.48725
gujarat,vadodara,2021,4,TOTAL,2507434,4187997719.199603
gujarat,gandhinagar,2021,4,TOTAL,1954597,3498917760.7223473
gujarat,bharuch,2021,4,TOTAL,1679940,2963843659.0427732
gujarat,banas kantha,2021,4,TOTAL,1621078,4073017934.990554
gujarat,valsad,2021,4,TOTAL,1581216,4182383437.7399592
gujarat,kachchh,2021,4,TOTAL,1381825,3165595986.6160836
gujarat,mahesana,2021,4,TOTAL,1315637,2022465114.1169388
gujarat,rajkot,2021,4,TOTAL,1302331,2292362154.279738
gujarat,ahmadabad,2022,1,TOTAL,43066167,73237978832.22348
gujarat,surat,2022,1,TOTAL,8742989,16336269012.02546
gujarat,vadodara,2022,1,TOTAL,2853620,4715530989.557235
gujarat,gandhinagar,2022,1,TOTAL,2346308,4212046726.0476465
gujarat,banas kantha,2022,1,TOTAL,1980697,4894153433.470372
gujarat,bharuch,2022,1,TOTAL,1959137,3483344352.0207405
gujarat,valsad,2022,1,TOTAL,1896179,5103638173.022648
gujarat,kachchh,2022,1,TOTAL,1630473,3867046789.561491
gujarat,mahesana,2022,1,TOTAL,1572296,3569714791.1866403
gujarat,rajkot,2022,1,TOTAL,1532483,3286287009.2220364
gujarat,ahmadabad,2022,2,TOTAL,52753664,84432798058.52104
gujarat,surat,2022,2,TOTAL,10672645,18758395287.861027
gujarat,vadodara,2022,2,TOTAL,3369020,5305843470.404314
gujarat,gandhinagar,2022,2,TOTAL,2777449,4898335956.672746
gujarat,banas kantha,2022,2,TOTAL,2335854,3880649447.3451133
gujarat,bharuch,2022,2,TOTAL,2324015,5379127575.200686
gujarat,valsad,2022,2,TOTAL,2256180,5670502737.641578
gujarat,kachchh,2022,2,TOTAL,2022153,4444364110.485488
gujarat,mahesana,2022,2,TOTAL,1838275,3754171188.3705053
gujarat,rajkot,2022,2,TOTAL,1836488,4063455499.5444765
gujarat,ahmadabad,2022,3,TOTAL,69641063,102800764086.34274
gujarat,surat,2022,3,TOTAL,17475931,27657120519.506294
gujarat,vadodara,2022,3,TOTAL,9500153,13357107455.6829
gujarat,bharuch,2022,3,TOTAL,3727566,5404237251.695282
gujarat,banas kantha,2022,3,TOTAL,3018669,5000124611.505702
gujarat,gandhinagar,2022,3,TOTAL,2911413,5022471536.518374
gujarat,valsad,2022,3,TOTAL,2835979,3884366869.986515
gujarat,kachchh,2022,3,TOTAL,2503127,5423716764.026315
gujarat,rajkot,2022,3,TOTAL,2433767,5701142499.951949
gujarat,mahesana,2022,3,TOTAL,2366098,4957155043.116726
gujarat,ahmadabad,2022,4,TOTAL,82141571,124501769828.67831
gujarat,surat,2022,4,TOTAL,20372857,32306602076.931435
gujarat,vadodara,2022,4,TOTAL,6233032,9405707962.878475
gujarat,bharuch,2022,4,TOTAL,6146132,8699061457.427103
gujarat,banas kantha,2022,4,TOTAL,4488548,6401533326.23485
gujarat,gandhinagar,2022,4,TOTAL,3551353,6259053744.202771
gujarat,valsad,2022,4,TOTAL,3449932,5509684302.628181
gujarat,kachchh,2022,4,TOTAL,2565136,5999191728.470708
gujarat,rajkot,2022,4,TOTAL,2508889,5036063890.269462
gujarat,mahesana,2022,4,TOTAL,2475780,5333291153.161168
haryana,gurugram,2018,1,TOTAL,328965,497159951.36888236
haryana,faridabad,2018,1,TOTAL,181309,316977079.5953678
haryana,hisar,2018,1,TOTAL,125513,177386117.4944107
haryana,rewari,2018,1,TOTAL,100740,138495399.9352557
haryana,panipat,2018,1,TOTAL,99921,205984533.53854018
haryana,sonipat,2018,1,TOTAL,97586,150995888.95033914
haryana,karnal,2018,1,TOTAL,96271,125957155.00619048
haryana,sirsa,2018,1,TOTAL,89526,113585852.93917108
haryana,bhiwani,2018,1,TOTAL,85989,135881032.7456196
haryana,rohtak,2018,1,TOTAL,68083,117861713.17230153
haryana,gurugram,2018,2,TOTAL,371438,691480831.8004122
haryana,faridabad,2018,2,TOTAL,262684,514731354.174217
haryana,hisar,2018,2,TOTAL,160606,266390779.8519504
haryana,panipat,2018,2,TOTAL,153438,339532002.2969342
haryana,rewari,2018,2,TOTAL,136727,220212475.75836295
haryana,sonipat,2018,2,TOTAL,122917,224837881.84669778
haryana,sirsa,2018,2,TOTAL,122508,201500615.63492683
haryana,karnal,2018,2,TOTAL,119955,185267179.18462908
haryana,ambala,2018,2,TOTAL,117838,214560096.63941285
haryana,rohtak,2018,2,TOTAL,99005,226416189.28992113
haryana,gurugram,2018,3,TOTAL,517657,857203811.0603806
haryana,faridabad,2018,3,TOTAL,411984,749061449.0431736
haryana,hisar,2018,3,TOTAL,261912,483746044.5584421
haryana,rewari,2018,3,TOTAL,220903,379695985.8156146
haryana,panipat,2018,3,TOTAL,190648,317188533.3803125
haryana,sonipat,2018,3,TOTAL,185305,292496276.8923502
haryana,karnal,2018,3,TOTAL,178090,298978870.02390015
haryana,rohtak,2018,3,TOTAL,167114,274820322.7130353
haryana,ambala,2018,3,TOTAL,166380,269844404.78730685
haryana,sirsa,2018,3,TOTAL,161872,259589993.34955308
haryana,gurugram,2018,4,TOTAL,694431,1148743178.0424545
haryana,faridabad,2018,4,TOTAL,668486,1394479164.459892
haryana,rewari,2018,4,TOTAL,455463,480043693.7631273
haryana,hisar,2018,4,TOTAL,452206,711326593.8976194
haryana,sonipat,2018,4,TOTAL,399918,549162202.9242527
haryana,panipat,2018,4,TOTAL,386737,492239352.95115876
haryana,palwal,2018,4,TOTAL,352201,584037252.0297179
haryana,karnal,2018,4,TOTAL,312023,445338384.79740095
haryana,jhajjar,2018,4,TOTAL,269715,294522346.8924086
haryana,ambala,2018,4,TOTAL,267571,407569713.3937744
haryana,gurugram,2019,1,TOTAL,1279353,1610690538.7799742
haryana,faridabad,2019,1,TOTAL,880058,1428264665.9047258
haryana,rewari,2019,1,TOTAL,817073,794561733.7437794
haryana,palwal,2019,1,TOTAL,789141,1002099487.8837936
haryana,hisar,2019,1,TOTAL,769266,741073594.0128617
haryana,sonipat,2019,1,TOTAL,744648,703042567.6273274
haryana,panipat,2019,1,TOTAL,720302,831357876.5792357
haryana,karnal,2019,1,TOTAL,708251,704068641.0203376
haryana,rohtak,2019,1,TOTAL,662645,612469489.2877004
haryana,jhajjar,2019,1,TOTAL,553358,468262845.4221776
haryana,gurugram,2019,2,TOTAL,1302753,1838034558.5348384
haryana,faridabad,2019,2,TOTAL,940668,1554503850.6152406
haryana,rohtak,2019,2,TOTAL,911727,1139371158.5132747
haryana,panipat,2019,2,TOTAL,877416,2246456121.5112395
haryana,rewari,2019,2,TOTAL,698826,976470113.4041274
haryana,sonipat,2019,2,TOTAL,677850,828275878.5055162
haryana,karnal,2019,2,TOTAL,670081,1712719369.7588072
haryana,hisar,2019,2,TOTAL,667041,825738565.1967301
haryana,palwal,2019,2,TOTAL,640667,724809910.8113816
haryana,jhajjar,2019,2,TOTAL,564646,787573380.4633768
haryana,gurugram,2019,3,TOTAL,1877930,2432566276.474442
haryana,faridabad,2019,3,TOTAL,1399250,1573185482.5431833
haryana,rewari,2019,3,TOTAL,1207075,1953673221.266467
haryana,rohtak,2019,3,TOTAL,977444,1275466113.3384454
haryana,panipat,2019,3,TOTAL,938636,1113320557.3091245
haryana,sonipat,2019,3,TOTAL,885166,904423422.150563
haryana,palwal,2019,3,TOTAL,865290,2531866859.4559975
haryana,hisar,2019,3,TOTAL,863587,944248709.5547854
haryana,karnal,2019,3,TOTAL,847780,1067565490.8536928
haryana,jhajjar,2019,3,TOTAL,692403,925742530.7095766
haryana,gurugram,2019,4,TOTAL,2314018,3045015311.5663037
haryana,faridabad,2019,4,TOTAL,1769062,1943714721.813477
haryana,rewari,2019,4,TOTAL,1424982,2468846799.4622493
haryana,panipat,2019,4,TOTAL,1156537,1751147693.5036433
haryana,rohtak,2019,4,TOTAL,1146861,1144189943.3180332
haryana,sonipat,2019,4,TOTAL,1128922,1182540896.5590973
haryana,hisar,2019,4,TOTAL,1104524,1472893260.2857537
haryana,karnal,2019,4,TOTAL,1065817,3256517915.957159
haryana,palwal,2019,4,TOTAL,945366,1410963051.5909138
haryana,jhajjar,2019,4,TOTAL,916246,1174287255.9938185
haryana,gurugram,2020,1,TOTAL,2518796,3354781267.9480944
haryana,faridabad,2020,1,TOTAL,1915654,2090009620.3531978
