States,Pincodes,Transaction_Year,Quarters,Transaction_Type,Transaction_Count,Transaction_Amount
maharashtra,solapur,2022,4,TOTAL,13270367,18356897590.78022
maharashtra,raigad,2022,4,TOTAL,12674116,17443485580.872044
manipur,imphal west,2018,1,TOTAL,12606,23682933.58208196
manipur,imphal east,2018,1,TOTAL,8487,10244714.67605827
manipur,thoubal,2018,1,TOTAL,4140,6458893.323608544
manipur,bishnupur,2018,1,TOTAL,4015,1947352.8842733959
manipur,kangpokpi,2018,1,TOTAL,4012,3186030.4751248285
manipur,churachandpur,2018,1,TOTAL,3749,4170135.4255989287
manipur,kakching,2018,1,TOTAL,3632,3526963.202119058
manipur,ukhrul,2018,1,TOTAL,3285,2936870.674948047
manipur,jiribam,2018,1,TOTAL,3020,4270672.741117084
manipur,tamenglong,2018,1,TOTAL,2976,3058970.431631125
manipur,imphal west,2018,2,TOTAL,18869,44371601.789746955
manipur,imphal east,2018,2,TOTAL,11421,20780535.104123443
manipur,thoubal,2018,2,TOTAL,10598,10328620.30235086
manipur,bishnupur,2018,2,TOTAL,8787,4411550.308926317
manipur,churachandpur,2018,2,TOTAL,8124,6416280.939354524
manipur,kangpokpi,2018,2,TOTAL,7956,6424120.1701824935
manipur,kakching,2018,2,TOTAL,7677,7402520.412686354
manipur,ukhrul,2018,2,TOTAL,7109,10382916.496883135
manipur,jiribam,2018,2,TOTAL,6537,7127037.549029747
manipur,tengnoupal,2018,2,TOTAL,5110,8471239.484244682
manipur,imphal east,2018,3,TOTAL,22448,15778360.208970271
manipur,imphal west,2018,3,TOTAL,22196,61681660.67057082
manipur,thoubal,2018,3,TOTAL,15883,31271196.166412406
manipur,bishnupur,2018,3,TOTAL,10525,20443510.769133568
manipur,kangpokpi,2018,3,TOTAL,8504,12631267.784410078
manipur,churachandpur,2018,3,TOTAL,7723,11875212.226570638
manipur,kakching,2018,3,TOTAL,6976,9049086.682711724
manipur,jiribam,2018,3,TOTAL,6292,9524903.275712792
manipur,ukhrul,2018,3,TOTAL,6228,10405423.891936263
manipur,tengnoupal,2018,3,TOTAL,5771,11283039.738901485
manipur,imphal west,2018,4,TOTAL,32711,95104886.51172696
manipur,imphal east,2018,4,TOTAL,19824,48128337.59258818
manipur,thoubal,2018,4,TOTAL,12501,27087023.257224698
manipur,bishnupur,2018,4,TOTAL,10795,19534498.355745625
manipur,churachandpur,2018,4,TOTAL,9494,18953989.770510618
manipur,kangpokpi,2018,4,TOTAL,7849,13377220.69851027
manipur,kakching,2018,4,TOTAL,7506,16701062.637170646
manipur,jiribam,2018,4,TOTAL,7121,22565426.57785627
manipur,tengnoupal,2018,4,TOTAL,7028,25299899.69137483
manipur,tamenglong,2018,4,TOTAL,6971,12533403.844624616
manipur,imphal west,2019,1,TOTAL,35245,109634944.30257642
manipur,imphal east,2019,1,TOTAL,24838,56727468.16179132
manipur,thoubal,2019,1,TOTAL,12432,25977979.478554804
manipur,bishnupur,2019,1,TOTAL,11157,22901903.302165523
manipur,churachandpur,2019,1,TOTAL,9791,21402954.883938394
manipur,kangpokpi,2019,1,TOTAL,9570,19123565.136399906
manipur,kakching,2019,1,TOTAL,9340,18235018.20897458
manipur,tamenglong,2019,1,TOTAL,8646,23565468.844109796
manipur,ukhrul,2019,1,TOTAL,8393,24871786.666982573
manipur,tengnoupal,2019,1,TOTAL,8185,27756732.496665865
manipur,imphal west,2019,2,TOTAL,36187,120781209.48124579
manipur,imphal east,2019,2,TOTAL,28023,77389134.5047512
manipur,thoubal,2019,2,TOTAL,10533,30009542.78850165
manipur,bishnupur,2019,2,TOTAL,9739,27248718.95561669
manipur,kangpokpi,2019,2,TOTAL,8834,21011673.359420665
manipur,churachandpur,2019,2,TOTAL,8578,18484663.43130917
manipur,ukhrul,2019,2,TOTAL,8437,25768354.482557006
manipur,kakching,2019,2,TOTAL,7257,20388901.095304318
manipur,jiribam,2019,2,TOTAL,7150,23400317.826739278
manipur,tengnoupal,2019,2,TOTAL,6820,16466061.165612688
manipur,imphal west,2019,3,TOTAL,49341,143342579.45317823
manipur,imphal east,2019,3,TOTAL,34428,100742930.73130392
manipur,thoubal,2019,3,TOTAL,16183,38435546.5771031
manipur,kangpokpi,2019,3,TOTAL,12606,31413050.58819677
manipur,churachandpur,2019,3,TOTAL,12455,31596560.483539104
manipur,bishnupur,2019,3,TOTAL,11331,21911206.158574402
manipur,ukhrul,2019,3,TOTAL,10206,20197259.281416446
manipur,kakching,2019,3,TOTAL,10097,21276889.316738486
manipur,tamenglong,2019,3,TOTAL,9626,31349106.362106614
manipur,chandel,2019,3,TOTAL,9541,25778922.851421803
manipur,imphal west,2019,4,TOTAL,85163,284142574.36576116
manipur,imphal east,2019,4,TOTAL,41607,123799617.86394042
manipur,thoubal,2019,4,TOTAL,19150,43657709.80721581
manipur,bishnupur,2019,4,TOTAL,16045,32936174.803068608
manipur,kangpokpi,2019,4,TOTAL,14997,36046485.762527086
manipur,churachandpur,2019,4,TOTAL,14246,38601354.81514808
manipur,kakching,2019,4,TOTAL,13841,28618093.637119994
manipur,ukhrul,2019,4,TOTAL,12308,32634117.40836089
manipur,tamenglong,2019,4,TOTAL,12270,28917720.973230727
manipur,chandel,2019,4,TOTAL,10612,24985787.00335359
manipur,imphal west,2020,1,TOTAL,387305,1585768079.294744
manipur,imphal east,2020,1,TOTAL,29338,71746308.31074907
manipur,thoubal,2020,1,TOTAL,23472,49969749.15235273
manipur,bishnupur,2020,1,TOTAL,19760,39998266.40328973
manipur,kangpokpi,2020,1,TOTAL,18804,45574900.73661077
manipur,churachandpur,2020,1,TOTAL,18491,62464386.41518304
manipur,kakching,2020,1,TOTAL,16024,34279598.47380114
manipur,tamenglong,2020,1,TOTAL,15648,36913496.96682216
manipur,chandel,2020,1,TOTAL,15607,35641602.94164023
manipur,ukhrul,2020,1,TOTAL,14785,35928977.22083622
manipur,imphal west,2020,2,TOTAL,434372,1785185559.4248211
manipur,imphal east,2020,2,TOTAL,37798,78140997.53542186
manipur,bishnupur,2020,2,TOTAL,30249,75820288.94663924
manipur,thoubal,2020,2,TOTAL,30163,64637545.78666336
manipur,churachandpur,2020,2,TOTAL,28649,64115117.27000809
manipur,kangpokpi,2020,2,TOTAL,26957,48348962.68931339
manipur,kakching,2020,2,TOTAL,26952,63698749.748529874
manipur,ukhrul,2020,2,TOTAL,25348,54447797.892471895
manipur,chandel,2020,2,TOTAL,22004,60475365.348625734
manipur,tamenglong,2020,2,TOTAL,21593,40070674.34978539
manipur,imphal west,2020,3,TOTAL,668121,2783564813.2543106
manipur,imphal east,2020,3,TOTAL,39633,91377856.61182675
manipur,bishnupur,2020,3,TOTAL,37763,100794824.11540367
manipur,thoubal,2020,3,TOTAL,37003,90478654.05794755
manipur,churachandpur,2020,3,TOTAL,32589,85557701.29399624
manipur,kangpokpi,2020,3,TOTAL,30393,65449502.81618789
manipur,kakching,2020,3,TOTAL,29878,73091134.6093145
manipur,ukhrul,2020,3,TOTAL,29127,88214853.90578212
manipur,chandel,2020,3,TOTAL,28473,67187829.42387846
manipur,tamenglong,2020,3,TOTAL,24695,55104065.47168037
manipur,imphal west,2020,4,TOTAL,735821,2994638886.281819
manipur,imphal east,2020,4,TOTAL,50986,166310982.51326972
manipur,bishnupur,2020,4,TOTAL,45765,129937731.4075594
manipur,thoubal,2020,4,TOTAL,41754,122532691.00344451
manipur,kangpokpi,2020,4,TOTAL,39018,113247697.0894908
manipur,churachandpur,2020,4,TOTAL,35670,102124943.04454702
manipur,kakching,2020,4,TOTAL,34654,90732237.57658619
manipur,ukhrul,2020,4,TOTAL,32853,117549054.38800444
manipur,chandel,2020,4,TOTAL,31876,92161645.01433721
manipur,tamenglong,2020,4,TOTAL,30448,88653311.98252767
manipur,imphal west,2021,1,TOTAL,1557689,4521302248.497635
manipur,imphal east,2021,1,TOTAL,47326,162912662.9322396
manipur,bishnupur,2021,1,TOTAL,39543,115764588.4730033
manipur,thoubal,2021,1,TOTAL,35007,128099048.48124702
manipur,kangpokpi,2021,1,TOTAL,34160,120845508.83923979
manipur,churachandpur,2021,1,TOTAL,30444,95740714.71725169
manipur,kakching,2021,1,TOTAL,29678,91689029.57496029
manipur,chandel,2021,1,TOTAL,28626,88442534.4035099
manipur,ukhrul,2021,1,TOTAL,28339,117955874.61714467
manipur,senapati,2021,1,TOTAL,26145,92674945.95095426
manipur,imphal west,2021,2,TOTAL,2185030,5211049973.461837
manipur,imphal east,2021,2,TOTAL,46325,131734104.17665228
manipur,thoubal,2021,2,TOTAL,44948,144473238.27939054
manipur,bishnupur,2021,2,TOTAL,42030,122133179.43891996
manipur,churachandpur,2021,2,TOTAL,41066,111647241.34338762
manipur,kangpokpi,2021,2,TOTAL,38339,126121651.05222753
manipur,kakching,2021,2,TOTAL,38043,110126803.80705282
manipur,chandel,2021,2,TOTAL,35832,89128017.27387875
manipur,ukhrul,2021,2,TOTAL,35141,106224479.64657478
manipur,senapati,2021,2,TOTAL,28651,84575734.09783353
manipur,imphal west,2021,3,TOTAL,2823956,6823004582.206873
manipur,imphal east,2021,3,TOTAL,63235,207496231.94250196
manipur,thoubal,2021,3,TOTAL,53340,176697938.23382312
manipur,churachandpur,2021,3,TOTAL,52916,166795951.33997193
manipur,bishnupur,2021,3,TOTAL,51630,164039582.16495326
manipur,kangpokpi,2021,3,TOTAL,51217,179539018.97418427
manipur,kakching,2021,3,TOTAL,47825,145269736.73353177
manipur,chandel,2021,3,TOTAL,43620,131825035.77348277
manipur,ukhrul,2021,3,TOTAL,42874,122545388.96263914
manipur,tamenglong,2021,3,TOTAL,35644,122341897.59110552
manipur,imphal west,2021,4,TOTAL,3416235,8509771291.735897
manipur,imphal east,2021,4,TOTAL,80571,271500636.64166105
manipur,thoubal,2021,4,TOTAL,62748,205142971.6276666
manipur,churachandpur,2021,4,TOTAL,60364,204797473.2713009
manipur,bishnupur,2021,4,TOTAL,58879,187064825.8482265
manipur,kangpokpi,2021,4,TOTAL,54120,203958848.4487077
manipur,kakching,2021,4,TOTAL,53342,150150678.49732533
manipur,tengnoupal,2021,4,TOTAL,49515,143644492.9049537
manipur,tamenglong,2021,4,TOTAL,42501,148358606.67382938
manipur,chandel,2021,4,TOTAL,41864,121139818.62556697
manipur,imphal west,2022,1,TOTAL,3869356,9537639096.801764
manipur,imphal east,2022,1,TOTAL,87098,289715782.8274056
manipur,thoubal,2022,1,TOTAL,69943,219152370.99107608
manipur,churachandpur,2022,1,TOTAL,69278,217457160.92532128
manipur,bishnupur,2022,1,TOTAL,67820,179456880.50273237
manipur,kangpokpi,2022,1,TOTAL,64420,222493009.00146547
manipur,tamenglong,2022,1,TOTAL,58936,213716654.99928838
manipur,chandel,2022,1,TOTAL,56033,164219914.71451503
manipur,ukhrul,2022,1,TOTAL,50677,172077929.79922795
manipur,kakching,2022,1,TOTAL,47315,138828052.68058753
manipur,imphal west,2022,2,TOTAL,4573299,10202669169.894806
manipur,imphal east,2022,2,TOTAL,103360,328026661.7391803
manipur,thoubal,2022,2,TOTAL,84068,250002708.08229852
manipur,bishnupur,2022,2,TOTAL,80833,192486883.54512107
manipur,churachandpur,2022,2,TOTAL,73873,222746775.51901352
manipur,kangpokpi,2022,2,TOTAL,68627,249690972.01648757
manipur,tamenglong,2022,2,TOTAL,60583,167710615.43882588
manipur,ukhrul,2022,2,TOTAL,56502,143292534.79744756
manipur,kakching,2022,2,TOTAL,55970,193974478.11630017
manipur,chandel,2022,2,TOTAL,50379,169332377.91341415
manipur,imphal west,2022,3,TOTAL,4302756,9730640425.077581
manipur,imphal east,2022,3,TOTAL,300051,680012369.5505146
manipur,churachandpur,2022,3,TOTAL,159116,418419057.61361146
manipur,thoubal,2022,3,TOTAL,128345,335796943.4272088
manipur,kangpokpi,2022,3,TOTAL,115879,274869023.0314992
manipur,bishnupur,2022,3,TOTAL,90949,263713677.7736685
manipur,kakching,2022,3,TOTAL,86932,198139322.31495643
manipur,tamenglong,2022,3,TOTAL,80059,227730675.68179005
manipur,ukhrul,2022,3,TOTAL,68707,234564424.5141055
manipur,senapati,2022,3,TOTAL,66313,154921111.1451959
manipur,imphal west,2022,4,TOTAL,4334975,9947583589.937637
manipur,imphal east,2022,4,TOTAL,206973,479899121.40219855
manipur,thoubal,2022,4,TOTAL,151452,395569197.44332534
manipur,kakching,2022,4,TOTAL,127631,339597446.4884654
manipur,kangpokpi,2022,4,TOTAL,117634,289439627.9608227
manipur,churachandpur,2022,4,TOTAL,106022,276026598.93112993
manipur,bishnupur,2022,4,TOTAL,90628,222872265.42437696
manipur,senapati,2022,4,TOTAL,77019,205922863.0067138
manipur,tamenglong,2022,4,TOTAL,75053,243754919.0076188
manipur,tengnoupal,2022,4,TOTAL,68326,165211575.11124176
meghalaya,east khasi hills,2018,1,TOTAL,6326,6240111.071966832
meghalaya,west garo hills,2018,1,TOTAL,5245,8652691.777738439
meghalaya,ribhoi,2018,1,TOTAL,3563,4766271.01956466
meghalaya,east jaintia hills,2018,1,TOTAL,3343,5290588.530271051
meghalaya,west jaintia hills,2018,1,TOTAL,2197,2975311.228892166
meghalaya,west khasi hills,2018,1,TOTAL,1873,1540690.0262952226
meghalaya,north garo hills,2018,1,TOTAL,1551,1429788.4230707106
meghalaya,south west garo hills,2018,1,TOTAL,1549,2521411.5242451695
meghalaya,east garo hills,2018,1,TOTAL,1494,1672332.2139974874
meghalaya,south garo hills,2018,1,TOTAL,1448,2307282.756329104
meghalaya,east khasi hills,2018,2,TOTAL,7159,14913054.71284224
meghalaya,west garo hills,2018,2,TOTAL,6136,10310363.434112301
meghalaya,ribhoi,2018,2,TOTAL,5129,7424696.232345499
meghalaya,east jaintia hills,2018,2,TOTAL,4566,9791290.933769494
meghalaya,west jaintia hills,2018,2,TOTAL,2982,4358257.116650416
meghalaya,south west garo hills,2018,2,TOTAL,2973,5665655.6102624
meghalaya,north garo hills,2018,2,TOTAL,2765,4038235.733626153
meghalaya,south garo hills,2018,2,TOTAL,2668,3708245.6682565995
meghalaya,east garo hills,2018,2,TOTAL,2396,5164910.26275328
meghalaya,west khasi hills,2018,2,TOTAL,1990,3441094.526427978
meghalaya,east khasi hills,2018,3,TOTAL,11883,14458549.37949472
meghalaya,west garo hills,2018,3,TOTAL,11765,25835260.860682037
meghalaya,ribhoi,2018,3,TOTAL,7878,14188319.577151336
meghalaya,east jaintia hills,2018,3,TOTAL,7087,13434015.058745537
meghalaya,west jaintia hills,2018,3,TOTAL,4254,7160224.867681785
meghalaya,south west garo hills,2018,3,TOTAL,4002,10857672.011105126
meghalaya,north garo hills,2018,3,TOTAL,3971,6539166.435811928
meghalaya,south garo hills,2018,3,TOTAL,3734,6456455.718209652
meghalaya,east garo hills,2018,3,TOTAL,3724,8621736.170358278
meghalaya,west khasi hills,2018,3,TOTAL,2921,3690909.015228115
meghalaya,east khasi hills,2018,4,TOTAL,15970,40796934.65361333
meghalaya,west garo hills,2018,4,TOTAL,14358,28490192.391904294
meghalaya,east jaintia hills,2018,4,TOTAL,10538,23552874.56895237
meghalaya,ribhoi,2018,4,TOTAL,9404,14388348.377020527
meghalaya,west jaintia hills,2018,4,TOTAL,9221,21905952.47002369
meghalaya,north garo hills,2018,4,TOTAL,7828,6620807.6932651065
meghalaya,south west garo hills,2018,4,TOTAL,6102,11176948.683929984
meghalaya,south garo hills,2018,4,TOTAL,5184,13068701.778593758
meghalaya,west khasi hills,2018,4,TOTAL,5179,10377005.137970414
meghalaya,east garo hills,2018,4,TOTAL,4851,13033139.82141654
meghalaya,east khasi hills,2019,1,TOTAL,28260,47614066.46344929
meghalaya,west garo hills,2019,1,TOTAL,20618,46460197.115998454
meghalaya,ribhoi,2019,1,TOTAL,14958,28395154.112301648
meghalaya,east jaintia hills,2019,1,TOTAL,14090,29092921.43792212
meghalaya,west jaintia hills,2019,1,TOTAL,8432,16562926.603982098
meghalaya,south west garo hills,2019,1,TOTAL,7527,9756768.050656514
meghalaya,north garo hills,2019,1,TOTAL,6472,12712694.051971633
meghalaya,west khasi hills,2019,1,TOTAL,6386,10540968.328886278
meghalaya,east garo hills,2019,1,TOTAL,6077,13402205.496753056
meghalaya,south garo hills,2019,1,TOTAL,5923,14086152.172613684
meghalaya,east khasi hills,2019,2,TOTAL,49250,90504986.2351276
meghalaya,west garo hills,2019,2,TOTAL,22222,55877235.38842714
meghalaya,ribhoi,2019,2,TOTAL,14510,28610121.083926223
meghalaya,east jaintia hills,2019,2,TOTAL,13302,29851975.83860094
meghalaya,west jaintia hills,2019,2,TOTAL,7819,17407836.41502534
meghalaya,south west garo hills,2019,2,TOTAL,7062,13833419.885263652
meghalaya,east garo hills,2019,2,TOTAL,6978,14917142.694549624
meghalaya,north garo hills,2019,2,TOTAL,6715,14757332.885197297
meghalaya,south garo hills,2019,2,TOTAL,6190,16088134.955487823
meghalaya,west khasi hills,2019,2,TOTAL,6158,14243341.373156477
meghalaya,east khasi hills,2019,3,TOTAL,47462,111694863.89359623
meghalaya,west garo hills,2019,3,TOTAL,31145,68316585.31334187
meghalaya,ribhoi,2019,3,TOTAL,18397,33108395.850708216
meghalaya,east jaintia hills,2019,3,TOTAL,17736,36297169.543067396
meghalaya,west jaintia hills,2019,3,TOTAL,10853,19322241.79897889
meghalaya,south west garo hills,2019,3,TOTAL,10365,21827382.404884834
meghalaya,north garo hills,2019,3,TOTAL,9799,22332798.39088451
meghalaya,east garo hills,2019,3,TOTAL,9656,20429507.431409057
meghalaya,south garo hills,2019,3,TOTAL,9022,21023651.244849797
meghalaya,west khasi hills,2019,3,TOTAL,7815,16618368.82972683
meghalaya,east khasi hills,2019,4,TOTAL,64202,141840260.03395098
meghalaya,west garo hills,2019,4,TOTAL,41000,85894629.64508921
meghalaya,ribhoi,2019,4,TOTAL,20905,37586960.52058244
meghalaya,east jaintia hills,2019,4,TOTAL,20737,46083094.50099954
meghalaya,west jaintia hills,2019,4,TOTAL,11705,23534585.17065487
meghalaya,north garo hills,2019,4,TOTAL,11569,22619785.416373406
meghalaya,east garo hills,2019,4,TOTAL,11417,25059701.6232675
meghalaya,south west garo hills,2019,4,TOTAL,10833,23317622.526411656
meghalaya,south garo hills,2019,4,TOTAL,10180,20840088.265794054
meghalaya,west khasi hills,2019,4,TOTAL,9225,22415880.32574488
meghalaya,east khasi hills,2020,1,TOTAL,103312,285965673.368166
meghalaya,west garo hills,2020,1,TOTAL,81054,223117575.85580918
meghalaya,ribhoi,2020,1,TOTAL,24418,57033079.522833854
meghalaya,east jaintia hills,2020,1,TOTAL,23907,47019739.757896245
meghalaya,west jaintia hills,2020,1,TOTAL,14847,35002277.88050316
meghalaya,south west garo hills,2020,1,TOTAL,14318,22670338.287481435
meghalaya,south garo hills,2020,1,TOTAL,13517,29171032.31273087
meghalaya,east garo hills,2020,1,TOTAL,12926,26418953.01976515
meghalaya,north garo hills,2020,1,TOTAL,11987,25544122.561595835
meghalaya,west khasi hills,2020,1,TOTAL,11922,24914660.28161904
meghalaya,east khasi hills,2020,2,TOTAL,82349,214418577.07837713
meghalaya,west garo hills,2020,2,TOTAL,70788,193010397.5736631
meghalaya,ribhoi,2020,2,TOTAL,28832,47657281.15130705
meghalaya,east jaintia hills,2020,2,TOTAL,24842,56811190.41707551
meghalaya,west jaintia hills,2020,2,TOTAL,24250,52144803.31830437
meghalaya,south west garo hills,2020,2,TOTAL,21478,34647259.56330724
meghalaya,east garo hills,2020,2,TOTAL,21074,36943959.070846945
meghalaya,north garo hills,2020,2,TOTAL,20774,28346124.393713795
meghalaya,south garo hills,2020,2,TOTAL,19781,32336628.063805275
meghalaya,west khasi hills,2020,2,TOTAL,16882,33226515.235067822
meghalaya,east khasi hills,2020,3,TOTAL,64872,184743614.18398914
meghalaya,west garo hills,2020,3,TOTAL,30783,57545869.04358561
meghalaya,ribhoi,2020,3,TOTAL,27591,66215432.85843975
meghalaya,east jaintia hills,2020,3,TOTAL,25567,60802742.83728131
meghalaya,west jaintia hills,2020,3,TOTAL,25373,50664604.68429879
meghalaya,south west garo hills,2020,3,TOTAL,24905,53652092.51585677
meghalaya,east garo hills,2020,3,TOTAL,22882,59399190.749371156
meghalaya,north garo hills,2020,3,TOTAL,21592,43087330.898544274
meghalaya,south garo hills,2020,3,TOTAL,21547,47873284.32086069
meghalaya,west khasi hills,2020,3,TOTAL,16753,38314852.83594275
meghalaya,east khasi hills,2020,4,TOTAL,83561,243804216.45795542
meghalaya,west garo hills,2020,4,TOTAL,41902,122314911.77438098
meghalaya,ribhoi,2020,4,TOTAL,39853,84641953.63804965
meghalaya,east jaintia hills,2020,4,TOTAL,35148,90824743.2222091
meghalaya,west jaintia hills,2020,4,TOTAL,30771,73373737.27993046
meghalaya,south west garo hills,2020,4,TOTAL,30734,86993928.46389738
meghalaya,east garo hills,2020,4,TOTAL,29717,68562680.95453689
meghalaya,south garo hills,2020,4,TOTAL,29667,72534395.9048683
meghalaya,north garo hills,2020,4,TOTAL,26651,60635630.162373565
meghalaya,west khasi hills,2020,4,TOTAL,20922,52343345.73500208
meghalaya,east khasi hills,2021,1,TOTAL,135187,386470990.4137241
meghalaya,west garo hills,2021,1,TOTAL,47550,142699873.1320424
meghalaya,ribhoi,2021,1,TOTAL,43747,105030977.51266736
meghalaya,east jaintia hills,2021,1,TOTAL,31553,109155457.59247932
meghalaya,west jaintia hills,2021,1,TOTAL,30637,76541640.32672727
meghalaya,south garo hills,2021,1,TOTAL,29718,85654930.73375626
meghalaya,north garo hills,2021,1,TOTAL,24109,67301542.41078459
meghalaya,south west garo hills,2021,1,TOTAL,23620,60607668.94902579
meghalaya,east garo hills,2021,1,TOTAL,22762,57330709.17315665
meghalaya,west khasi hills,2021,1,TOTAL,19946,46084786.68011867
meghalaya,east khasi hills,2021,2,TOTAL,165598,426313703.5332465
meghalaya,west garo hills,2021,2,TOTAL,57026,115283268.97675651
meghalaya,ribhoi,2021,2,TOTAL,48528,131101653.86562778
meghalaya,east jaintia hills,2021,2,TOTAL,48384,107138411.28592521
meghalaya,west jaintia hills,2021,2,TOTAL,43088,137176096.52537653
meghalaya,north garo hills,2021,2,TOTAL,34320,92640341.41461834
meghalaya,south west garo hills,2021,2,TOTAL,27790,64440313.686985776
meghalaya,east garo hills,2021,2,TOTAL,27136,65710918.68502261
meghalaya,south garo hills,2021,2,TOTAL,27035,63624325.07532646
meghalaya,west khasi hills,2021,2,TOTAL,25533,52914945.54701148
meghalaya,east khasi hills,2021,3,TOTAL,207464,530904907.19687676
meghalaya,west garo hills,2021,3,TOTAL,66079,138267841.6780718
meghalaya,ribhoi,2021,3,TOTAL,65749,174667201.93216926
meghalaya,east jaintia hills,2021,3,TOTAL,55480,120467614.248896
meghalaya,west jaintia hills,2021,3,TOTAL,50251,166891324.2112767
meghalaya,north garo hills,2021,3,TOTAL,43791,129825349.2269538
meghalaya,east garo hills,2021,3,TOTAL,35755,91612880.48331752
meghalaya,south west garo hills,2021,3,TOTAL,33796,92968033.62205568
meghalaya,south garo hills,2021,3,TOTAL,33163,80876112.08763698
meghalaya,west khasi hills,2021,3,TOTAL,30417,68272870.03577398
meghalaya,east khasi hills,2021,4,TOTAL,263013,690414224.1540794
meghalaya,west garo hills,2021,4,TOTAL,117054,278722454.67128855
meghalaya,ribhoi,2021,4,TOTAL,87932,196204865.70305175
meghalaya,east jaintia hills,2021,4,TOTAL,73841,191081991.33937848
meghalaya,west jaintia hills,2021,4,TOTAL,71698,231647775.42969656
meghalaya,north garo hills,2021,4,TOTAL,54401,172263562.26607728
meghalaya,east garo hills,2021,4,TOTAL,42891,119992937.25195585
meghalaya,south west garo hills,2021,4,TOTAL,39907,101569097.14043593
meghalaya,west khasi hills,2021,4,TOTAL,39688,91336742.4148151
meghalaya,south garo hills,2021,4,TOTAL,38836,109403120.15315852
meghalaya,east khasi hills,2022,1,TOTAL,276853,725122188.6667871
meghalaya,west garo hills,2022,1,TOTAL,146497,358732686.5953486
meghalaya,ribhoi,2022,1,TOTAL,104592,258096527.61697102
meghalaya,east jaintia hills,2022,1,TOTAL,100267,360153597.64748234
meghalaya,west jaintia hills,2022,1,TOTAL,97389,281145669.1917542
meghalaya,south garo hills,2022,1,TOTAL,59028,183373999.4729157
meghalaya,east garo hills,2022,1,TOTAL,45968,104363058.89164466
meghalaya,north garo hills,2022,1,TOTAL,45495,125397296.50787352
meghalaya,south west garo hills,2022,1,TOTAL,43770,115738929.50108132
meghalaya,west khasi hills,2022,1,TOTAL,43235,155876215.99820644
meghalaya,east khasi hills,2022,2,TOTAL,365755,881158453.6632786
meghalaya,west garo hills,2022,2,TOTAL,188283,413900997.1286073
meghalaya,ribhoi,2022,2,TOTAL,129378,347876781.549551
meghalaya,east jaintia hills,2022,2,TOTAL,125897,276573197.76215565
meghalaya,west jaintia hills,2022,2,TOTAL,111128,395124843.55686593
meghalaya,east garo hills,2022,2,TOTAL,72475,209881832.54345322
meghalaya,north garo hills,2022,2,TOTAL,61200,139890522.047889
meghalaya,south west garo hills,2022,2,TOTAL,59776,139320224.8381443
meghalaya,south garo hills,2022,2,TOTAL,56579,145074946.25081885
meghalaya,west khasi hills,2022,2,TOTAL,54049,144392050.00393498
meghalaya,east khasi hills,2022,3,TOTAL,2175126,4365875115.728675
meghalaya,west garo hills,2022,3,TOTAL,231014,516581059.4048492
meghalaya,ribhoi,2022,3,TOTAL,209752,416173329.45838594
meghalaya,east jaintia hills,2022,3,TOTAL,157661,361568000.294727
meghalaya,west jaintia hills,2022,3,TOTAL,141889,306811770.34427714
meghalaya,south west garo hills,2022,3,TOTAL,123858,374425608.3455272
meghalaya,north garo hills,2022,3,TOTAL,122514,272020236.67674184
meghalaya,east garo hills,2022,3,TOTAL,85048,236293088.9800955
meghalaya,south garo hills,2022,3,TOTAL,68397,146011581.2617112
meghalaya,west khasi hills,2022,3,TOTAL,63536,127365311.11931336
meghalaya,east khasi hills,2022,4,TOTAL,1577217,3214355276.3930554
meghalaya,west garo hills,2022,4,TOTAL,239315,491850012.2470391
meghalaya,ribhoi,2022,4,TOTAL,207191,453102783.46254146
meghalaya,east jaintia hills,2022,4,TOTAL,204321,486310933.3391179
meghalaya,west jaintia hills,2022,4,TOTAL,166376,506634254.3916323
meghalaya,east garo hills,2022,4,TOTAL,155563,328805254.06872416
meghalaya,south west garo hills,2022,4,TOTAL,127431,284276960.4393997
meghalaya,north garo hills,2022,4,TOTAL,85470,244536709.0324449
meghalaya,south garo hills,2022,4,TOTAL,73640,157514222.49778008
meghalaya,west khasi hills,2022,4,TOTAL,68797,125896250.39991814
mizoram,aizawl,2018,1,TOTAL,3256,6634317.385850769
mizoram,lunglei,2018,1,TOTAL,2877,7236697.988713781
mizoram,kolasib,2018,1,TOTAL,2056,5352070.799754951
mizoram,mamit,2018,1,TOTAL,1302,4164889.2163916314
mizoram,lawngtlai,2018,1,TOTAL,940,1301113.214363089
mizoram,serchhip,2018,1,TOTAL,822,1536171.3135555775
mizoram,saiha,2018,1,TOTAL,710,972787.163547812
mizoram,champhai,2018,1,TOTAL,516,1583806.8762105957
mizoram,aizawl,2018,2,TOTAL,4417,14440855.066719865
mizoram,lunglei,2018,2,TOTAL,4288,12347576.630092543
mizoram,kolasib,2018,2,TOTAL,2817,6939733.0537002
mizoram,mamit,2018,2,TOTAL,1815,7684010.820948958
mizoram,serchhip,2018,2,TOTAL,1514,3314677.281403262
mizoram,saiha,2018,2,TOTAL,1037,3325848.572601281
mizoram,champhai,2018,2,TOTAL,983,1649407.3004339086
mizoram,lawngtlai,2018,2,TOTAL,956,2289322.4681476573
mizoram,aizawl,2018,3,TOTAL,6407,20793872.837517485
mizoram,lunglei,2018,3,TOTAL,6039,18735684.687868983
mizoram,kolasib,2018,3,TOTAL,3562,10885780.743589737
mizoram,mamit,2018,3,TOTAL,2387,7270030.311964842
